sgRNA	Gene	PlasmidLib	R1_2iSL	R1_High	R1_Negative	R1_Selected	R2_2iSL	R2_High	R2_Negative	R2_Selected
Prdm14_p1_12	Prdm14_p1	3451.153139024806	3425.4122395740474	2594.2028012645865	3003.4663123321116	3684.138787150075	5121.170576167338	5906.190621192237	4377.758934417938	5084.45627955895
gRNA_1805	RE46	2214.508847521581	2047.3444460035223	1785.7114133365988	2516.078219824851	2320.974004518094	3360.368299104305	4068.164494265192	3324.6260972845926	3599.651666466491
Son_p1_11	Son_p1	1607.7889121328383	2900.6104364669927	431.4883385572195	776.3037143543476	3262.0675331775733	1737.7685263456383	56.36613455909603	373.69229704731606	2131.3908373639197
Gtf2ird1_p2_11	Gtf2ird1_p2	2889.9592682121047	4577.506550865535	3854.394812447993	4203.094220436322	5137.568313205878	3746.8234500294766	3829.2210977646764	7660.692089469979	4301.383837370912
BRDN0000737471	NT	2718.0699994665515	4368.82065739473	5286.830641059537	4897.747867746927	3952.4256634375465	3365.4869103748374	3399.122984063748	2200.4608400513443	3690.6424784108754
gRNA_261	RE12	4306.942264268625	4225.5806358408045	4796.463038381475	5402.722128540532	4382.8547640233655	4632.343199831525	4548.501988768793	5156.027189425571	4735.6581671054755
Myef2_p1_9	Myef2_p1	4300.510604176165	7127.425900079813	6416.960994184963	5996.883385643455	6501.5688804991905	5620.235175044215	6228.457868780112	5176.1015690190225	6100.520346271245
Myc_p1_11	Myc_p1	5408.017249901365	6945.906217593373	6351.051370169094	6336.045202594383	7081.603435463381	6050.198521768909	5705.233097981546	5206.985229932024	5728.285206498763
Cebpg_p1_3	Cebpg_p1	4995.760449072889	2285.666206002726	2160.9568727336105	2130.4386724028695	2217.336706512965	2303.3750717394323	2067.1667174172826	2588.0507845095112	2710.4232770100043
Klf16_p1_7	Klf16_p1	2008.3173916162405	2280.7268949146596	2697.9006097162196	1901.818484680392	2285.0352640808314	2415.984519691138	2935.9404000781324	2143.326067362292	2233.4108386348967
BRDN0000738255	NT	3031.7080122106386	4587.385173041668	4089.0330739444853	4375.187438666978	3970.8129259868438	3695.637337324156	2836.686989224072	2410.4697342597533	3759.574911702076
Hic2_p1_8	Hic2_p1	6134.794840349365	7002.708295106137	6732.448394474253	7521.855407045037	8165.616141210579	7314.495505590331	7572.667642939424	7824.375492308885	7691.480906632153
BRDN0000737996	NT	2543.532400094691	2849.982497814312	3015.145599979267	2752.235336812905	2564.187340965615	2218.917985775653	1893.166910734856	1734.1175602650244	2553.257329106067
gRNA_4573	RE97	3356.443791388775	2694.3941985402203	1674.9832449899395	2571.3490344390766	3155.922881188449	3659.8070584304314	3128.32046802983	3760.0857161579115	3698.9143704058197
