sgRNA	Gene	R1_Unsorted	R2_Unsorted	R1_Selected	R2_Selected	R1_Negative	R2_Negative	R1_Low	R2_Low	R1_High	R2_High	PlasmidLib
Trp73_p1_5	Trp73_p1	424.11253449585786	576.5189953239352	440.99504410406007	366.8788380715089	551.5137672460096	538.5915953248308	449.7287443955467	522.4713354901617	490.43037718975376	457.61416273321237	394.7918056056883
Zfp57_p2_6	Zfp57_p2	735.5104764905643	588.0206211658092	609.9082834741931	620.7316490104288	917.5540433719199	834.3755042327298	786.7317460705386	531.7804016013449	860.3172609961673	710.5405090871816	563.1864146318113
Thap4_p1_2	Thap4_p1	290.3833569521189	661.3434859077561	368.1701744354997	410.6308485744466	499.5026824345532	635.7146698916036	293.5566216681114	636.5073953521568	276.5895224891709	689.680604233246	345.2089485035521
Arid1a_p2_12	Arid1a_p2	810.9719409616741	924.4431770406242	680.7102400964046	801.6644424444523	653.5732544232071	676.550508061724	785.5575195838661	901.8157795208804	875.178787577675	825.2699857838275	783.0349319714719
Ubtf_p3_9	Ubtf_p3	837.7177764704219	615.33698254026	735.3288923478249	673.1429115920729	795.867731737569	611.4339012499104	789.0801990438835	681.8890926441753	726.5635217625982	690.984348286617	696.966576247009
Creb1_p1_6	Creb1_p1	360.1135709570685	437.0617819912127	611.931196520542	642.151904152492	262.99944772585513	358.6931731159222	396.88855249528666	474.7623716703473	341.81511137467686	457.61416273321237	682.9336921614987
Ahr_p1_7	Ahr_p1	398.3219073981368	251.59806529099416	374.23891357454636	308.54282406759194	365.0589349030526	301.30226541737466	339.3514546483368	203.63582118213426	341.81511137467686	192.95411989890437	311.5300266983275
Zfp236_p2_6	Zfp236_p2	467.09691299205963	500.3207241215198	331.7577396012195	397.8698455110898	560.3458382517287	430.4318077391066	391.0174200619244	486.39870430932643	511.0713863307367	439.3617459860187	275.04452807600086
Mkrn2_p1_5	Mkrn2_p1	1133.832383888701	805.1138089311813	813.2110446322575	845.4164529473901	1320.8852859664216	882.9370415161161	999.2667401582513	827.3432506314141	1110.4862917848802	787.4614082360691	775.5507271258664
Tsc22d1_p1_12	Tsc22d1_p1	960.9396614928671	864.0596413707856	985.158653571914	1001.7387404735113	1141.2998421834682	980.060116082889	960.5172660980605	965.8156090352654	1128.650379828945	878.7234919720374	1031.8847430878536
Olig2_p1_10	Olig2_p1	503.3948326110745	301.91767834919295	272.08180473392696	284.8438183785007	703.6216567889481	221.83793168092419	401.5854584419764	303.7082818773545	415.297103916576	264.660042834308	295.6260914014159
Jun_p1_6	Jun_p1	719.2719335031103	912.9415511987502	463.247087613898	557.8381339124558	862.5989348918905	718.4900175337395	806.6935963439702	809.8887516729454	1005.6299653486869	895.6721646658601	565.9929914489134
Zfp472_p1_3	Zfp472_p1	1136.698009121781	954.6349448755435	856.7036751287588	921.5267212181254	1102.0461932691614	1072.768505442081	1193.0141104592049	905.306679312574	1198.0041705426477	1013.0091294692479	928.9769264607785
Aff1_p1_5	Aff1_p1	494.79795691183415	405.43231092605913	455.15543542850236	439.3431054669995	495.5773175431225	419.39509472015516	520.1823335958934	342.10817958598557	548.2252027845059	336.36596576971164	338.6602692636473
Paxbp1_p1_6	Paxbp1_p1	1570.362627727906	1580.0358500274433	1388.7298063185194	1546.8158713226103	1809.5932149495404	1225.0751451036112	1485.3965056406437	1345.1600530659841	1696.6909513887945	1401.5248573737986	1629.6856051305901
Zfp449_p1_2	Zfp449_p1	1074.6094624050452	1007.8299643942108	662.5040226792645	731.9346757053954	1133.449112400607	986.6821438942598	1134.3027861255825	1029.8154385496505	1084.065800084422	1089.9300286181356	660.4810776246824
Zfp239_p2_5	Zfp239_p2	1602.8397137028142	934.507099652264	982.1242840023906	938.8452253755383	1828.238698183836	1110.293329706516	1460.7377494205225	1076.3607691055668	1635.5935643314851	958.2518792276669	743.7428565320431
Zfp42_p1_5	Zfp42_p1	290.3833569521189	277.4767234352107	219.4860655288556	283.0208179408783	217.85775147440236	259.36275594535914	191.39891732760864	360.72631180835214	231.1793023790085	271.1787631011629	218.91299173395987
Zfp874b_p1_7	Zfp874b_p1	175.75834762891407	488.8190982796458	301.414043905986	454.83860918678994	230.61518737155205	430.4318077391066	287.6854892347492	508.5077363233867	260.0767151763846	453.7029305730994	412.5667921140013
Zfp738_p2_3	Zfp738_p2	1074.6094624050452	688.6598472822069	478.4189354615147	559.6611343500782	861.6175936690328	737.2524296659569	1072.0687823319429	747.0525554224583	1074.9837560623896	615.3671931911005	432.21282983371566
Zfp985_p1_7	Zfp985_p1	790.9125643301132	1181.7920552525554	754.5465662881395	788.9034393810955	947.9756212805077	1113.6043436122015	796.1255579639181	1115.9243000780957	715.0045566436477	1143.3835348063456	607.1561180997434
Zfp91_p1_10	Zfp91_p1	412.65003356353736	539.1387113378446	576.5302182094363	559.2053842406726	255.14871794299376	515.4144979850328	415.6761762820458	555.0530668793032	411.1689020883794	585.3810799635679	565.0574658432126
Mta2_p1_2	Mta2_p1	348.651070024748	329.2340397236438	451.1096093358046	421.56885120018103	346.4134516687569	217.4232464733436	368.7071168151479	373.52627771122917	307.1382160178256	256.83757851408217	398.53390802849106
Gmeb2_p2_5	Gmeb2_p2	636.1688017437867	809.426918621884	646.3207183084734	542.3426301926653	635.9091124117691	765.9478835152307	530.7503719759454	719.1253570889085	643.9994851986665	717.0592293540365	455.6009699762327
Nr0b1_p1_11	Nr0b1_p1	926.5521586959056	931.6316931917955	562.369826884994	562.3956350065118	917.5540433719199	1007.6518986302675	939.3811893379566	1011.1973063272839	983.3376754764255	793.980128502924	511.7325063182737
E4f1_p2_3	E4f1_p2	2290.589769642043	1746.8094247346164	1426.153697675974	1416.9270901420139	2236.476646892626	1876.2412132217469	2193.4550771041286	1532.5050085535477	2163.1777579750083	1690.9560372221551	1339.6726673633784
Cbfb_p1_2	Cbfb_p1	1258.9646857331995	1227.7985586200514	927.5056317509703	1065.5437557902953	1310.0905325149872	1272.5330110851023	1286.9522293930004	1438.250714177817	1370.5630069612648	1164.243439660281	1054.33735762467
Zfp971_p1_6	Zfp971_p1	484.29066439054037	536.2633048773761	394.4680440380354	476.2588643288532	551.5137672460096	504.3777849660813	568.3256195494637	511.99863611508044	544.9226413219486	352.01089441016336	434.08388104511704
Foxn3_p5_1	Foxn3_p5	834.8521512373418	534.8256016471419	313.5515221840794	374.6265899314041	1091.2514398177273	700.8312767034172	898.283262304421	573.6711991016697	781.055785894793	581.4698478034551	308.72344988122546
Nr3c1_p1_2	Nr3c1_p1	1304.8146894624815	1177.4789455618527	1054.949153670951	909.6772183735799	1500.4707297493749	1153.3365104804268	1170.7038072124283	1227.6330934122952	1553.0295277675536	1286.7953806771527	1030.949217482153
Lcor_p1_8	Lcor_p1	637.1240101548135	704.4745828147836	735.3288923478249	693.6516665153249	631.0024062974808	603.7082021366444	661.0895119965869	646.980094727238	658.8610117801743	674.0356755927943	637.0929374821653
Nkrf_p1_5	Nkrf_p1	693.4813064053892	1009.2676676244452	823.325609864002	879.5977111528101	699.6962918975175	789.1249808550288	770.2925752571243	976.2883084103465	690.2353456744682	868.2935395450696	887.8137998099484
Bclaf1_p1_11	Bclaf1_p1	2049.8772500633127	1680.675076143841	2040.107807242865	2162.9900192389828	2265.916883578356	1762.563069126547	2309.7034992847007	1551.1231407759142	2287.0238128209057	1683.1335729019293	2171.354930831286
Klf11_p1_5	Klf11_p1	1182.548012851063	1697.927514906652	962.9066100620761	1095.1675129016594	1119.7103352805996	1375.174442161351	1282.2553234463107	1421.959848483246	1175.711880670386	1606.2126737530418	1037.4978967220577
Lbr_p1_5	Lbr_p1	1400.335530565152	1723.8061730508684	1076.1897406576145	1135.2735225293525	2117.7343589268485	2191.8912055637584	1329.2243829132085	1252.0693919541513	1293.7784529568082	1599.693953486187	1034.6913199049557
Nr2c2_p1_3	Nr2c2_p1	670.5563045407482	363.73891724926585	826.3599794335254	887.3454630127054	772.315542388985	263.7774411529397	648.1730206431901	330.4718469470065	646.4764062955845	272.4825071545339	859.7480316389278
Zfp36l2_p1_3	Zfp36l2_p1	280.8312728418518	248.72265883052563	357.04415268058074	399.6928459487122	289.49566074301214	195.3498204354407	293.5566216681114	247.85388521025484	307.9638563834649	265.96378688767896	394.7918056056883
E2f3_p2_8	E2f3_p2	1299.0834389963213	1820.1322894765633	1111.5907189687202	1222.7775435352278	905.7779486976278	1060.6281211212345	1285.778002906328	1701.2318318187445	2054.1932297106187	2065.130580539625	1321.8976808550653
Kansl1_p1_1	Kansl1_p1	1245.5917679788258	1486.5851400622169	1569.780523966746	1636.5986428755136	1079.475345143435	1508.7186696906635	1135.477012612255	1575.5594393177703	1411.0193848775912	1529.2917746041542	1595.0711577196648
Zkscan6_p1_1	Zkscan6_p1	319.0396092829201	458.62733044472645	387.3878483758142	378.2725908066489	385.66710058306364	467.95663200354153	375.7524757351826	470.1078386147557	331.0817866213657	492.8152521742287	381.69444712587875
Ubtf_p3_7	Ubtf_p3	617.0646335232526	1033.7086225384273	625.0801313218099	758.8239321603259	767.4088362746967	881.833370214221	774.9894812038142	915.7793786876553	705.9225126216153	893.0646765591182	700.7086786698118
Zfp62_p1_2	Zfp62_p1	768.942770876499	846.8072026079745	642.2748922157756	684.0809142178073	844.9347928804524	884.0407128180112	811.3905022906599	880.8703807707179	664.6404943396494	868.2935395450696	517.3456599524778
Zfp57_p3_12	Zfp57_p3	640.9448437989203	442.8125949121497	292.310935197416	235.16705645329017	406.2752662630747	416.08408081446976	646.9987941565175	442.18064028120585	753.8096538286956	417.1980970787121	290.9484633729125
Zfp219_p2_9	Zfp219_p2	499.5739989669677	815.177731542821	492.579326785957	556.9266336936446	525.0175542288525	940.3279492146637	558.9318076560842	783.1251866032935	630.7892393484375	677.9469077529072	461.21412361043684
Klf2_p1_2	Klf2_p1	213.01147565895562	448.5634078330867	434.92630496501334	484.0066161887484	156.03325443436927	354.2784879083416	152.64944326741795	385.16261035020824	206.41009140982902	509.7639248680514	420.0509969596068
Zbtb6_p2_5	Zbtb6_p2	1558.9001267955855	1092.6544549780317	1055.9606101941254	990.8007378477769	1802.7238263895367	1095.9456027818792	1675.62119648158	1281.160223551599	1649.6294505473536	1071.6776118709417	879.3940693586422
Etv5_p1_10	Etv5_p1	1717.4647230260189	1713.7422504392287	1399.8558280734383	1434.2455942994268	1740.8993293495037	1678.6840501825159	2032.5860484300035	1867.6313885561458	1116.2657743443553	1302.4403093176045	1407.9660365795282
Tcf3_p1_8	Tcf3_p1	915.0896577635851	1804.3175539439867	919.4139795655748	975.760984237392	969.5651281833764	1705.1721614279993	940.555415824629	1689.5954991797655	973.4299910887537	1589.264001059219	1045.9176271733638
Sox4_p1_10	Sox4_p1	508.170874666208	553.5157436401871	469.31582675294464	416.09984988731384	758.5767652689776	513.2071553812425	729.1946482235887	598.1074976435258	608.4969494761759	611.4559610309875	464.0207004275389
Smad2_p1_1	Smad2_p1	1682.1220118180308	1082.590532366392	1155.0833494652215	1378.6440809519434	1844.9214989724164	1073.8721767439763	1821.2252808289632	1094.9789013279335	1581.1013001992903	986.9342484018284	1510.8738532066034
Zfp119b_p1_5	Zfp119b_p1	2013.579330444298	1952.4009866581146	1498.9785673445344	1792.4651802922292	1775.246272149522	2253.6967984698863	2131.221073310489	2028.2127789740573	2287.0238128209057	2033.8407232587217	1471.5817777671748
Zfp516_p4_3	Zfp516_p4	1010.6104988662559	526.1993822657363	510.78554420309706	409.26359824622983	970.546469406234	520.9328544945085	858.3595617575578	605.0892972269132	838.8506114895451	576.2548715899711	387.30760076008283
Rxrb_p2_3	Rxrb_p2	150.92292894221967	112.14085195827168	152.7299349993419	91.15002188112022	192.34287968010298	104.84877368003879	153.8236697540904	90.76339458403699	172.55883641861706	119.94445291012974	125.36043116389155
Atf4_p1_3	Atf4_p1	568.3490045608905	593.7714340867462	605.8624573814953	633.4926520737855	753.6700591546893	540.7989379286212	495.52357737577205	456.14423944798074	650.6046081237811	470.6516032669221	789.5836112113766
Zfp874b_p1_11	Zfp874b_p1	887.3886138438106	596.6468405472147	686.7789792354513	534.5948783327701	928.3487968233543	491.1337293433396	839.5719379707987	577.1620988933635	931.3223324411485	484.99278785400287	445.3101883135252
Zbtb32_p2_3	Zbtb32_p2	646.6760942650806	415.4962335376989	340.86084830978956	385.10884244773297	553.476449691725	460.23093289027554	638.7792087498104	402.6171093086769	639.0456430048307	375.4782873708409	362.0484094061644
Gata2_p1_4	Gata2_p1	1007.7448736331758	907.1907382778132	800.0621098309897	738.7709273464794	1028.4456015548365	880.7296989123258	1096.7275385520643	702.8344913943378	1085.7170808157007	912.6208373596828	826.0691098337032
Tcf25_p1_1	Tcf25_p1	1351.6199016027902	948.8841319546065	898.1733925789113	679.9791632331569	1433.7395265950533	922.6692083843413	1382.0645748134687	859.9249820205556	1413.4963059745091	839.6111703709082	659.5455520189817
Etv5_p1_11	Etv5_p1	123.22188502244518	135.1441036420197	180.03926112505204	132.62328183702994	156.03325443436927	92.7083893591922	123.2937811006068	116.36332638979101	154.3947483745521	126.46317317698461	77.64862527315671
Zfp512_p1_7	Zfp512_p1	581.7219223152645	1025.0824031570219	720.1570445002081	832.6554498840333	468.0997633031078	1001.0298708188967	677.5286828100011	918.1066452154511	660.5122925114529	990.8454805619414	690.4178970071042
Zfp871_p1_3	Zfp871_p1	801.4198568514071	265.97509759333667	391.43367446851204	436.15285470116027	946.0129388347923	192.03880652975525	732.7173276836061	226.90848646009246	624.184116423323	242.49639392700144	409.7602152968993
Hnrnpk_p4_4	Hnrnpk_p4	373.48648871144235	425.5601561493387	456.1668919516768	444.81210677986667	300.2904141944465	435.9501642485823	327.6091897816123	346.7627126415772	404.5637791632649	425.020561398938	339.595794869348
Zfp37_p2_12	Zfp37_p2	250.2646036889972	143.77032302342522	267.02452211805473	233.34405601566777	321.8799210973152	205.282862152497	193.74737030095355	134.98145861215758	269.15875919841704	152.53805424440412	181.49196750593254
Zkscan17_p1_12	Zkscan17_p1	2125.3387145344227	2635.3100210193843	1473.6921542651733	1802.947432808558	2740.886035441468	2553.895392585366	2516.367360939051	2938.173991342223	2475.2698161866697	2527.9597194863213	1707.334230403747
Cenpt_p1_3	Cenpt_p1	949.4771605605466	540.5764145680788	586.6447834411808	608.4263960564775	1057.8858382405665	460.23093289027554	955.8203601513708	534.1076681291407	989.1171580359007	464.13288300006724	522.0232879809812
Zfp692_p1_12	Zfp692_p1	1084.1615465153122	953.1972416453093	879.9671751617713	797.1069413503964	1246.3033530292387	946.9499770260345	1138.9996920722724	861.0886152844535	1093.9734844720938	1026.0465700029577	870.0388133016354
Zbtb33_p1_3	Zbtb33_p1	589.3635896034781	235.78332975841738	378.2847396672442	353.66208489874646	521.0921893374219	359.79684441781734	432.11534709546	387.48987687800405	464.00988548929564	254.2300904073402	333.0471156294432
Mxi1_p2_6	Mxi1_p2	800.4646484403803	918.6923641196872	658.4581965865667	811.6909448513755	873.3936883433248	895.0774258369628	831.3523525640916	1019.3427391745693	776.1019437009571	947.8219268006991	749.3560101662473
Zfp267_p1_5	Zfp267_p1	1762.3595183442742	1260.8657329154391	1089.3386754588823	1110.66301662145	1924.4101380238876	1179.8246217259102	1710.8479910817534	1338.1782534825966	1400.28606012428	1254.2017793428784	1039.3689479334591
Atf3_p2_2	Atf3_p2	446.0823279494721	478.755175668006	500.6709789713526	481.72786564172037	511.2787771088452	469.0603033054367	420.37308222873554	521.3077022262637	530.0611147404409	449.79169841298653	380.7589215201781
Zkscan6_p1_6	Zkscan6_p1	324.77085974908033	457.18962721449225	358.0556092037552	397.41409540168416	406.2752662630747	408.3583817012037	354.6163989750786	344.4354461137814	391.3535333130358	488.90402001411576	378.8878703087767
Hmgb1_p2_2	Hmgb1_p2	1078.430296049152	1022.2069966965533	984.1471970487395	1080.1277592912747	1182.5161735434904	1031.9326672719608	1025.0997228650451	1186.9059291758683	1056.8196680183246	1162.9396956069102	1251.733260427514
Sall4_p1_7	Sall4_p1	2305.8731042184704	2284.5104328422267	3584.6019181302495	3974.140954016842	3153.0493490416884	2600.249587264962	2087.7746933036083	1712.8681644577237	1946.034341811868	2149.8739440087384	4237.930993824095
Zfp296_p2_9	Zfp296_p2	829.1209007711815	1078.2774226756892	503.70534854087595	640.7846538242752	922.4607494862082	868.5893145914793	920.5935655511975	1061.233536674894	843.8044536833811	1076.8925880844256	565.9929914489134
Crebzf_p2_2	Crebzf_p2	154.7437625863265	448.5634078330867	255.89850036313578	369.6133387279425	185.4734911200993	502.17044236229106	211.3607676010402	472.4351051425515	162.65115203094527	357.22587062364727	265.689272018994
Klf4_p2_3	Klf4_p2	903.6271568312646	843.9317961475061	681.7216966195791	657.6474078722824	854.7482051090291	796.8506799682948	698.6647595701052	733.0889562556833	992.4197194984579	805.7138249832628	586.5745547743284
Creb3_p1_10	Creb3_p1	973.3573708362143	793.6121830893072	1044.8345884392065	965.7344818304688	1002.930729760537	682.0688645711997	914.7224331178352	706.3253911860314	968.4761488949177	756.1715509551658	983.2374115914181
Hmgb1_p1_8	Hmgb1_p1	2900.012735877082	2280.197323151524	1698.235502409901	1936.9379649738048	3386.6085600818133	2166.50676562017	3031.8527885882545	2564.647713630994	2831.120813777215	2241.1360277447066	1716.6894864607536
Mybl2_p1_8	Mybl2_p1	595.0948400696384	533.3878984169075	554.2781746995984	558.2938840218613	867.5056410061788	525.3475397020891	663.4379649699318	441.01700701730795	608.4969494761759	567.1286632163743	478.9891101187498
Zfp941_p1_6	Zfp941_p1	182.444806506101	258.7865814421654	296.35676129011375	326.772828443816	190.38019723438765	176.58740830322324	172.61129354084952	204.79945444603217	94.12300168288203	237.28141771351753	309.6589754869261
Hbp1_p2_4	Hbp1_p2	1595.1980464146004	1439.1409334644866	1326.0195018817035	1270.631305022816	1520.0975542065282	1446.9130767845354	1642.7428548547514	1414.9780488998588	1877.5061914638047	1422.3847622277342	1231.1516971020992
Nfatc4_p1_10	Nfatc4_p1	771.8083961095791	600.9599502379175	433.9148484418389	317.657826255704	713.4350690175249	396.21799738035713	698.6647595701052	566.6893995182822	804.9993564983332	640.1383302051489	267.5603232303954
Zfp777_p1_4	Zfp777_p1	1076.5198792270985	1572.847333876272	1372.5465019477283	1340.8168218712785	1433.7395265950533	1567.2132486911062	1134.3027861255825	1562.7594734148934	1092.3222037408152	1578.8340486322513	1332.188462517773
Foxa2_p1_3	Foxa2_p1	340.05419432550764	457.18962721449225	368.1701744354997	391.945094088817	292.4396844115852	412.7730669087843	389.843193575252	461.96240576747033	243.56390786359825	374.17454331746995	294.6905657957152
Snapc4_p1_12	Snapc4_p1	689.6604727612823	500.3207241215198	524.9459355275394	494.9446188144828	911.6659960347739	414.98040951257457	894.7605828444036	520.14406896236585	757.9378556568922	469.34785921355115	483.6667381472532
Foxn2_p1_11	Foxn2_p1	311.39794199470646	265.97509759333667	308.49423956820715	302.61807264531916	195.286903348676	269.2957976624154	298.2535276148012	239.7084523629695	246.8664693261555	235.97767366014656	280.65768171020494
Rcor2_p3_6	Rcor2_p3	1257.0542689111462	866.9350478312541	797.0277402614663	648.988155793576	1339.5307692007173	983.3711299885744	1090.8564061187021	890.1794468819012	1063.4247909434391	851.3448668512469	597.8008620427365
Zfp292_p1_9	Zfp292_p1	831.0313175932349	618.2123890007285	428.8575658259667	448.4581076551115	877.3190532347555	679.8615219674094	801.9966903972804	643.4891949355443	726.5635217625982	584.077335910197	382.6299727315794
Aff4_p1_9	Aff4_p1	1642.003258554909	1614.5407275530654	1244.0915235045732	1265.6180538193544	1595.6608283665687	1540.7251374456227	1753.1201446019613	1530.1777420257517	1580.275659833651	1663.5774121013646	1368.6739611400994
Thap4_p1_12	Thap4_p1	1614.3022146351345	1713.7422504392287	1438.2911759540675	1585.0988805126808	1793.8917553838178	1210.7274181789742	1841.187131102395	1430.1052813305316	1654.5832927411893	1512.3431019103316	1412.6436646080317
Zfp57_p1_1	Zfp57_p1	901.7167400092112	671.4074085193959	444.0294136735834	403.7945969333626	962.6957396233727	763.7405409114405	791.4286520172284	552.7258003515072	793.4403913793827	662.3019791124556	382.6299727315794
Gata1_p1_10	Gata1_p1	1074.6094624050452	715.9762086566576	687.7904357586258	706.8684196880873	1120.6916765034573	727.3193879489007	1089.6821796320296	801.74331882566	871.8762261151178	767.9052474355045	614.6403229453489
Zfp445_p1_7	Zfp445_p1	5071.201454140786	4978.766286301216	3409.61993962107	3660.1291286363826	5073.5341221741455	4782.207751111664	5136.066652705277	4590.533226077256	5133.831793545268	4732.590913736641	3824.428676104393
Hesx1_p2_6	Hesx1_p2	610.3781746460656	751.9187894125139	640.2519791694266	748.341679643997	522.0735305602796	523.1401970982988	519.008107109221	712.143557505521	565.5636504629315	619.2784253512133	716.6126139667233
Pou5f1_p2_10	Pou5f1_p2	1111.8625904350868	921.5677705801558	758.5923923808373	789.8149395999068	1246.3033530292387	870.7966571952695	1157.7873158590314	798.2524190339664	1077.4606771593076	813.5362893034886	736.2586516864377
Zfp27_p1_2	Zfp27_p1	974.3125792472409	874.1235639824254	500.6709789713526	599.7671439777711	911.6659960347739	992.2005004037355	1066.1976498985807	742.3980223668666	723.2609603000409	870.9010276518115	400.40495923989243
Maff_p2_9	Maff_p2	917.0000745856386	1296.8083136712955	1212.7363712861652	1181.7600336887238	1190.3669033263518	1477.8158732375994	1111.992482878806	1186.9059291758683	1108.8350110536014	1229.43064232883	1480.001508218481
Arid3a_p1_12	Arid3a_p1	1145.2948848210215	1800.004444253284	917.3910665192259	1089.6985115887924	1043.1657198977014	1900.52198186344	1130.7801066655652	1662.8319341101135	1345.7937959920853	1857.83527605364	1054.33735762467
Gpbp1l1_p1_10	Gpbp1l1_p1	552.1104615734365	747.6056797218112	743.42054453322055	710.9701706727377	781.147613394704	664.4101237408773	609.4235465829993	788.9433529227831	673.7225383616819	903.494628986086	688.5468457957029
E2f2_p1_5	E2f2_p1	1235.0844754575319	1439.1409334644866	801.0735663541641	865.0137076518309	1276.7249309378265	1592.5976886346946	1421.9882753603317	1318.396487996332	1035.3530185117024	1427.599738441218	735.323126080737
Hnrnpk_p2_7	Hnrnpk_p2	111.7593840901247	277.4767234352107	355.02123963423185	478.53761487588116	78.50729782861347	358.6931731159222	146.7783108340557	292.07194923837545	123.84605484589741	260.7488106741951	420.0509969596068
Nr2c2_p2_5	Nr2c2_p2	688.7052643502557	556.3911501006556	433.9148484418389	468.05536235955236	903.8152662519126	570.5980630797901	735.065780656951	431.70794090612463	651.4302484894204	546.2687583624387	397.5983824227904
Zfp146_p1_2	Zfp146_p1	334.3229438593474	589.4583243960434	543.1521529446795	609.3378962752887	404.3125838173594	495.5484145509202	382.7978346552173	693.5254252831544	302.1843738239897	631.0121218315521	636.1574118764646
Gm15446_p1_3	Gm15446_p1	1071.743837171965	726.0401312682974	769.7184141357562	686.8154148742409	1038.2590137834131	714.0753323261589	1023.9254963783726	593.4529645879342	1146.81446787301	698.8068126068429	578.1548243230222
Id3_p1_8	Id3_p1	1442.3647006503272	1063.9003903733467	859.7380446982822	813.0581951795924	1530.8923076579626	1108.0859871027258	1207.1048282992742	1015.8518393828755	1354.0501996484784	1105.5749572585871	737.1941772921384
Nr2c2_p2_6	Nr2c2_p2	934.1938259841193	618.2123890007285	590.6906095338786	440.7103557952163	937.1808678290732	456.9199189845901	860.7080147309026	648.143727991136	668.768696167846	590.5960561770519	458.4075467933348
Cbfb_p2_11	Cbfb_p2	374.44169712246907	238.65873621888588	364.1243483428019	426.12635229423705	269.8688362858588	254.94807073777852	400.41123195530395	302.5446486134566	340.1638306433982	368.95956710398605	417.24442014250474
Zfp84_p1_7	Zfp84_p1	298.98023265135924	396.8060915446536	524.9459355275394	493.57736848626604	285.5702958515815	444.7795346637435	300.6019805881461	446.8351733367975	323.6510233306119	363.74459089050214	538.8627488835936
Zbtb41_p2_10	Zbtb41_p2	212.05626724792893	347.9241817166891	303.4369569523349	246.5608091884302	302.25309664016186	349.863802700761	157.34634921410773	319.9991475719253	257.5997940794666	344.1884300899375	186.16959553443596
Stat6_p2_7	Stat6_p2	258.86147938823757	241.53414267935437	289.2765656278926	194.60529671619167	221.78311636583305	275.9178254737863	232.49684436114424	272.290183752111	211.36393360366492	254.2300904073402	136.58673843229974
Zfp930_p1_7	Zfp930_p1	1079.3855044601787	658.4680794472876	622.0457617522866	627.5679006515128	1089.2887573720118	523.1401970982988	1075.5914617919602	578.3257321572613	1082.4145193531433	657.0870028989716	542.6048513063963
Hmg20b_p1_8	Hmg20b_p1	1198.7865558385172	990.5775256313998	771.7413271821051	665.3951597321776	1626.0824062751565	978.9564447809938	1216.4986401926537	928.5793445905323	1062.5991505777997	853.9523549579889	624.9311046080564
E2f3_p1_1	E2f3_p1	395.4562821650566	632.589421303071	383.3420222831164	422.0246013095866	326.78662721160356	640.1293550991842	314.69269842821546	641.1619284077485	482.9996138989999	928.2657660001345	429.4062530166136
Lyar_p1_10	Lyar_p1	818.6136082498878	622.5254986914313	583.6104138716574	633.0369019643799	897.9272189147665	677.6541793636192	833.7008055374364	697.0163250748482	846.281374780299	591.8998002304229	538.8627488835936
Hnrnpu_p2_7	Hnrnpu_p2	796.6438147962735	290.41605250731897	498.64806592500366	510.89587264367884	793.9050492918536	250.53338553019796	742.1111395769857	363.05357833614795	681.1533016524357	320.72103712925997	477.1180589073484
Rbak_p1_11	Rbak_p1	1258.9646857331995	1102.7183775896715	905.2535882411324	898.7392157478454	1410.1873372464695	1275.8440249907878	1161.3099953190488	1167.1241636896038	1289.6502511286117	1143.3835348063456	919.6216704037716
Sp2_p2_9	Sp2_p2	980.9990381244279	1255.1149199945023	885.0244577776434	865.4694577612365	1119.7103352805996	1365.2414004442946	1083.8110471986674	1150.833297995033	1070.0299138685536	1275.061684196814	672.6429104987913
Sox2_p1_10	Sox2_p1	705.8990157487364	963.261164256949	837.4860011884443	938.3894752661328	1075.5499802520044	1493.2672714641315	482.60708602237514	743.5616556307646	472.2662891456888	750.9565747416818	867.2322364845334
Elmsan1_p1_8	Elmsan1_p1	1114.728215668167	576.5189953239352	545.1750659910284	537.3293789892037	1324.8106508578524	698.6239340996269	1005.1378725916135	571.3439325738739	1041.958141436817	658.3907469523426	529.5074928265867
Zfp37_p1_1	Zfp37_p1	1436.633450184167	1043.7725451500671	913.3452404265281	878.686210933999	1535.7990137722509	919.358194478656	1704.976858648391	812.2160182007412	1692.562749560598	874.8122598119245	743.7428565320431
Mbd3_p1_6	Mbd3_p1	1203.5625978936507	1637.5439792368134	1497.96711082136	1590.5678818255478	1359.1575936578706	1701.8611475223138	1041.5388936784593	1461.523379455775	839.6762518551844	1406.7398335872824	1631.5566563419916
Ahctf1_p1_8	Ahctf1_p1	1803.4334800184224	2228.440006863091	1740.7166763832279	1790.6421798546069	1805.6678500581097	2254.8004697717815	2188.758171157439	2529.7387157140565	1892.3677180453124	2375.4216652419173	1648.3961172446038
Nfyb_p1_6	Nfyb_p1	1737.5240996575797	2308.951387756209	1148.0031538030005	1351.2990743876073	1923.4287968010299	2509.74854050956	1494.7903175340234	2189.957802655867	1874.2036300012476	2114.672854567722	1360.2542306887933
Klf16_p1_7	Klf16_p1	2546.5856237972002	2429.7184590958864	1537.4139152251635	1472.5286034894973	2100.07021691541	2116.8415570348884	2329.665349558132	2383.12092446292	2372.064770481755	2491.454885991934	1439.7739071733515
Ybx3_p1_11	Ybx3_p1	455.63441205973913	605.2730599286202	499.65952244817817	430.6838533882931	422.95806705165506	615.848586457491	602.3781876629646	468.94420535085777	472.2662891456888	598.4185204972778	553.8311585748045
Arid5b_p2_8	Arid5b_p2	628.5271344555731	245.84725237005713	358.0556092037552	405.617597370985	532.8682840117139	199.76450564302127	642.3018882098278	166.39955673740116	643.1738448330273	189.04288773879145	345.2089485035521
