sgRNA	Gene	noRE_High_R1	RE57M_High_R1	RE97_High_R1	RE93_High_R1	RE95_High_R1	RE96_High_R1	RE58_High_R1	RE61_High_R1	RE85_High_R1	RE127_High_R1	RE57L_High_R1	RE57R_High_R1	noRE_Low_R1	RE57M_Low_R1	RE97_Low_R1	RE93_Low_R1	RE95_Low_R1	RE96_Low_R1	RE58_Low_R1	RE61_Low_R1	RE85_Low_R1	RE127_Low_R1	RE57L_Low_R1	RE57R_Low_R1	noRE_Unsorted_R1	RE57M_Unsorted_R1	RE97_Unsorted_R1	RE93_Unsorted_R1	RE95_Unsorted_R1	RE96_Unsorted_R1	RE58_Unsorted_R1	RE61_Unsorted_R1	RE85_Unsorted_R1	RE127_Unsorted_R1	RE57L_Unsorted_R1	RE57R_Unsorted_R1	noRE_High_R2	RE57M_High_R2	RE97_High_R2	RE93_High_R2	RE95_High_R2	RE96_High_R2	RE58_High_R2	RE61_High_R2	RE85_High_R2	RE127_High_R2	RE57L_High_R2	RE57R_High_R2	noRE_Low_R2	RE57M_Low_R2	RE97_Low_R2	RE93_Low_R2	RE95_Low_R2	RE96_Low_R2	RE58_Low_R2	RE61_Low_R2	RE85_Low_R2	RE127_Low_R2	RE57L_Low_R2	RE57R_Low_R2	noRE_Unsorted_R2	RE57M_Unsorted_R2	RE97_Unsorted_R2	RE93_Unsorted_R2	RE95_Unsorted_R2	RE96_Unsorted_R2	RE58_Unsorted_R2	RE61_Unsorted_R2	RE85_Unsorted_R2	RE127_Unsorted_R2	RE57L_Unsorted_R2	RE57R_Unsorted_R2	noRE_High_R3	RE57M_High_R3	RE97_High_R3	RE93_High_R3	RE95_High_R3	RE96_High_R3	RE58_High_R3	RE61_High_R3	RE85_High_R3	RE127_High_R3	RE57L_High_R3	RE57R_High_R3	noRE_Low_R3	RE57M_Low_R3	RE97_Low_R3	RE93_Low_R3	RE95_Low_R3	RE96_Low_R3	RE58_Low_R3	RE61_Low_R3	RE85_Low_R3	RE127_Low_R3	RE57L_Low_R3	RE57R_Low_R3	noRE_Unsorted_R3	RE57M_Unsorted_R3	RE97_Unsorted_R3	RE93_Unsorted_R3	RE95_Unsorted_R3	RE96_Unsorted_R3	RE58_Unsorted_R3	RE61_Unsorted_R3	RE85_Unsorted_R3	RE127_Unsorted_R3	RE57L_Unsorted_R3	RE57R_Unsorted_R3
Sub1_p1_10	Sub1_p1	712.0263634951343	334.95202883658783	347.3483326971828	554.7122383765947	416.8322659586509	397.26108069521666	432.3324240080194	385.78322201947213	696.2082700010865	452.7597308041894	277.6488992440048	692.1523464927994	492.51091648396834	829.7504613419336	384.4407961476965	428.5860529781077	979.788753362121	506.4111747475263	313.73234609633545	682.4689205999242	1449.3268975681174	535.8945527282696	510.9549013533267	762.3775814417597	326.01726511453364	602.0553452210555	473.8015114049766	535.4055613249095	704.0064658549334	472.06381476718667	395.54828744109557	589.9443469733603	596.4748619517353	795.4077531662739	388.1413170547279	623.4727959139045	397.3959016434527	384.696703485787	366.50539308560747	629.2796357957486	477.7396680984728	475.4310494186235	557.835860671184	561.7767903761958	314.7569278340472	306.8306729213169	424.36057851517484	428.07384440773205	371.9880380404312	539.1518737655211	486.3688647477886	568.047683594273	590.2317037876049	494.9819321640985	309.43748442658364	543.0886260230315	679.3721191468774	825.5724350329663	307.00751674974435	766.3948951123957	420.05246848661585	440.1870117714264	483.9223154689227	410.0172024723328	602.9316555123536	487.59853889706284	462.71653482037664	571.718795990428	329.76759627493294	811.6547758066855	495.8618285028732	547.0636896422511	994.6311169016726	371.1459834394292	430.7313759884275	422.92414756610947	652.7505100427657	600.7152982566108	463.8798040738196	258.4799099052866	526.6236120450573	630.4946341309658	382.47619313905477	762.7031020333287	619.5777160304953	514.7950608069822	540.5414858518867	340.8794008983217	533.1068222030364	541.9745424180538	515.6780053113407	615.8208296126531	767.2230850394901	612.0468720095251	941.3559535240256	411.50326397089	461.9535579365748	355.76996389550993	412.27293922389094	458.6842859248802	356.1376493521861	520.0866840170754	629.5749209946309	361.23425813823957	508.2982085807991	476.3317854893364	558.5668603952101	403.3055172343134
gRNA_2507	RE57	479.2485138909558	441.7179880282502	711.2674115413871	577.7338925384691	268.5656419457852	370.4794348056515	727.296066118754	392.1372986174399	572.5496169900632	543.7705550705721	241.15045239502763	111.71876466449312	357.89126597835036	401.6813187415014	448.05330198508517	324.4719882216334	383.2811458611629	330.5202705413244	372.64921860268953	378.3815028136289	437.3549133794226	357.66717885710295	615.3734779241701	1099.2420941718397	489.02589767180046	412.6155167678786	463.2255848111155	517.6026670444014	372.97605034826586	412.59120818234425	437.41288720675897	585.883766414055	418.97978808870295	563.0933030151958	280.28352195634415	386.33119852278855	477.2956067357871	405.33896562404874	455.2194124388474	304.86839498179125	564.2534220970745	490.6855215924831	989.6945261828694	433.5861133776008	501.7983483008763	336.08227865620916	774.7300818020627	253.10158450774102	488.965408493397	397.82080005999615	797.6847229605859	492.4638354342669	248.6127479590215	531.4969927335812	242.09875724566908	463.41613579892595	439.7305839683556	465.54836562009376	590.4761211222652	1650.5405290764973	545.8549844293079	551.7664492956598	738.618270978882	316.8314746377117	315.969338369876	496.93950707516746	474.63198206897005	349.59198508922896	469.74089253551597	417.4224561291525	676.3847250143763	395.4677274522297	445.1418279883602	518.5127709815555	351.26064241122685	564.4506235618135	631.5263726890195	292.8376490764922	471.83852620253714	464.2280349118626	332.604386554773	604.3913531000659	727.7133248771468	168.75610135979335	621.3632425896609	721.9947325840662	341.4581261073302	521.7705924127613	501.7475973675636	332.1779453530007	269.8875541816363	418.46578629465154	479.42795124649837	485.893593869264	499.8078841186195	2430.178714521965	499.07482598504953	578.7410011756452	256.9611060494339	409.9678176485449	489.2603930406719	304.9999875761154	294.2578435083601	411.30633352373815	407.5408713769129	574.678895428677	628.1805343910523	633.6785172302773
Sox2_p1_4	Sox2_p1	528.5426467483113	822.7259208298689	744.4089038354302	789.3138569785536	757.0409536160793	816.8401996317376	419.69112506041654	605.452727263501	705.7591415751086	828.2749805083398	516.1923197212484	598.9133774870946	443.2598248355715	489.6407316046039	667.9313112925806	518.548691457003	538.0677624589403	738.3552242502101	690.8003301370015	1075.5364634770958	732.0648396258642	902.0487493887614	772.6974666242406	755.2856969632318	630.0063366402475	703.2629248056296	618.6917057408734	544.6366916925804	542.4590884244535	780.5779614260567	509.59323163031655	732.0646665490469	754.9253999925538	796.946259458665	574.5078473607787	618.9518989099145	645.5055121933332	750.6277141186088	670.2837017800351	907.5697604457939	968.4946797188592	541.533762172015	652.8712885985253	819.4149157165093	1041.4993633042818	705.7727851780393	607.8874611892589	570.7651258769761	676.1292012181423	804.3657404721853	1574.48243945961	1226.4842990087598	898.314767355529	639.0135599659469	643.9933829603339	780.6442161407774	949.2596733285136	919.7166600805851	645.0663647205068	474.0482331357468	724.9636511951746	839.9111505945043	796.201704398525	855.2379021266336	919.9369589260654	726.7273242565419	772.5181632838048	700.1212141063111	771.0393438082965	664.2317655071038	628.7574076368733	496.9711108316353	908.0449259213931	984.2645933369175	629.4082099314292	806.5353851334123	732.8824571946645	1058.1082425845457	457.0580422492047	959.0593378452983	1003.3565661068985	790.1262373583918	556.2584796768808	2107.3354683344305	616.0066629121638	1035.9983588854207	737.2117139631758	617.4419337026204	593.8405108084455	846.4709923249712	408.44589673024416	878.3517668659207	543.7667672146432	648.6720172760527	2946.1068408660713	404.1549913999812	711.4909709290995	732.853335766327	777.075152029011	780.9624606760216	685.5135100247281	728.1213576239056	563.4239329191081	709.9504974301045	661.6899756673124	804.5504536001479	865.1985196626104	482.13341378465645
Smarce1_p2_3	Smarce1_p2	1388.451408815512	933.6787803819886	980.8607046256226	869.3415119222126	871.9763210679131	1040.0205820447807	1768.9390994012335	1100.1629766767064	749.994757286369	846.6301047301313	1895.312204229028	1194.4667921271368	866.8192130117843	1225.5678192258947	840.7913815028759	1071.4651324452693	919.2429679582286	900.7160589020888	1297.6441169524485	1021.1117267710259	1026.1019121594145	1000.2556696851185	1763.9778202034468	1400.6471845092797	909.7643952182594	991.3152667001863	852.4196834652034	842.6703292773823	950.0119458718747	949.7031864017024	1333.8927649473442	1125.9409808016642	623.8989935357231	1055.4153165803943	1351.5242079675024	1195.5717622370128	899.9229941978717	881.9875640893653	713.2965596482727	1044.3696812709568	952.4169024270836	788.1477289827449	855.3188513460707	1072.025955684329	887.4167834483477	1018.2048294102929	992.7135926461824	662.9296584980943	842.2370672613537	799.1312562608695	724.0828906674644	794.020013144807	731.5295965125165	937.2198879500554	790.4283928616878	822.3078119460437	881.7877847831046	1228.0131333134473	959.5863003140458	1470.869143070015	840.1049369732317	831.3281169387941	927.9791770319387	953.6006148409559	925.1167841452436	915.4148814542558	869.8276491473175	721.6778244469338	839.8397775634983	1020.9181499772527	912.6008555560238	1149.4928611278144	548.3792095417705	873.2846669163039	549.9374763542285	827.6402105011928	929.0974413017467	802.4282408228955	1135.8233437983968	635.1355163246477	753.9032761908188	1080.2742457403172	2188.5706710857476	1292.1605594590394	892.7632795828462	741.2194443984349	769.7889910122851	760.5469652118215	798.6678527717864	627.9328703822075	1610.8913390216414	887.4885744269393	810.1156290182533	770.755834831144	1364.5061867042066	1419.791236022012	882.6612624859554	724.6558711604396	686.777574602001	850.6644845175475	863.239234845954	791.5895631310741	1763.2659924958323	753.7635633924158	998.550326916126	735.8259671365122	1399.4558431068915	910.4927586047378
Zfp771_p2_9	Zfp771_p2	1040.653915877504	929.4918800215313	848.2947354494501	840.8385115313204	925.2297079872628	649.4549128219553	1286.884232865976	904.0943273679865	994.2959986008296	759.4432646766218	2127.3380449118113	2486.372506818794	1096.6576407043028	1081.9007782161607	670.6970724159454	968.3618838514792	1039.808053675545	1068.8754947915345	1705.6434590589506	1166.2443579872124	955.4522723058155	1003.892963029428	3067.121655807571	2082.3545800077836	1072.7730277755263	1027.6461927049052	990.9643218447836	847.2858944612177	1105.3241613664413	892.0890987726362	1779.96729348493	984.400744163021	841.7684833418487	1266.190678637995	1915.7598843665303	1565.4633352907465	1110.1853760198044	602.3787405801835	1317.268772214775	795.7846822858038	691.3444235463477	854.2504417361364	1281.8732139036717	1246.7171723784927	1079.402030006811	817.1778368066715	1882.4200021314164	1585.9785055106138	982.6099118049126	832.2829895992026	1004.5655488655757	1008.3041187530719	1137.984610711708	1026.4789248976797	1862.5036843292644	804.7652452911947	788.723110927368	1171.1127775154357	707.6698550854628	1862.6948775248293	895.5433338293333	903.6708291797806	1106.26634588891	893.5475902364223	794.5851886219506	965.856109616021	1323.276613885455	861.3271696970546	1247.8975225943507	1071.7155917284194	1708.8220565525041	2269.9847555757983	1246.619134241717	1000.6386808415982	870.9992400061191	1063.5176704940327	853.2969507526532	1549.1200106735282	1557.635616620424	984.0127717705809	704.0126182076028	688.7250302768192	2042.7176805986435	1105.2932215440828	887.4066999053491	1151.3466297716323	734.7985823299085	820.8440290499681	839.1569785087258	901.833983217138	2116.9305031122094	1170.1204883144478	879.9889667901095	865.1673204070814	1734.9159560387418	1618.719472048756	952.7792132441855	1062.3914129229975	759.0156365436089	819.9356352970898	930.4868063999313	1096.5895507071896	2313.00351408897	962.9933069675347	691.7667927430994	817.584407929458	1888.961518982417	1495.2857585944923
Zic3_p1_1	Zic3_p1	440.90863277967935	108.85940937189105	432.75140899337083	372.7315435732059	619.5016305653846	426.27453040891226	151.6955873712349	278.67164508230104	565.5121326723627	536.8873834874003	105.58479267025534	353.6360896522677	334.9074232090985	853.2063047720942	543.4720607411681	414.43462670052867	581.2395398773679	461.95523192617856	354.9741568507833	545.1112517703192	534.2458480357869	508.0086370885632	524.8773782294392	563.8048160429759	458.18642664745266	443.7563104862091	521.3931810773515	456.28158674487366	268.67879614753497	460.91270103252873	319.0371223521245	497.7111599834249	473.82805125667863	380.0110542206376	318.43729981427583	664.1608689498153	296.469958368925	270.22597708269916	317.21982677825196	544.0728279675044	336.86771468482056	320.34391565105113	235.15743096439772	325.5037778689815	212.5845219402727	496.03254831296056	133.8367978394013	377.079255292494	524.0586196292868	567.0691228925384	325.24052918717155	390.3866796717844	405.1135785087652	383.4081359795681	317.45399956716875	622.761116247137	472.3032198178634	526.586929112506	425.2029065587813	346.14656852096283	560.7807066597968	467.16226040365865	411.94302369436895	689.5743859761961	415.4219825780993	491.33492616830466	240.9568221382219	582.0284791968128	346.37459752618855	600.7349633181454	318.79575341393087	375.6943410796182	438.48135175910795	261.9854000748912	441.06257135346357	293.39845462267283	395.46198783612806	523.7458859615812	370.6490591374147	423.7375572217813	354.7780123250912	429.7001646625053	138.87066647442353	300.44341014406535	383.8882102206239	610.9186198788253	603.2829083168378	519.3587098592354	547.3971018748973	469.12850177046596	636.1635205709998	265.5765397736071	965.082239522172	441.9434195494311	226.29338557027066	315.97572054907624	358.8389244685893	460.69751085086773	486.57494579240193	480.41932561739907	426.8162194548358	511.27165547441314	456.21371086567456	431.87165019992506	581.986410416477	624.4449028678614	318.78642774286476	433.24789654413365
Id2_p2_12	Id2_p2	1333.680150085117	1387.957469491611	704.2567112484165	938.4064744078361	563.5664184054922	821.3038072799985	882.362666542683	766.1200926692576	660.5181709613196	695.2003299003517	723.4513571850829	1026.4686497745156	646.8310036489452	903.0499720611856	900.2552456552174	736.8849825967936	783.4098146173219	715.1608192999417	839.5654332155456	614.2220285399318	711.8792282391217	1106.9496077848644	959.2586567641474	754.3992114034157	810.6375240685701	996.5053989865747	814.3463477273035	936.9597323185917	777.1279103760979	708.09572215078	840.1792090902103	688.5584462707756	892.8078393453816	1000.0290900543094	801.229335016565	915.2761479896278	771.6629412864928	1047.1256611954593	984.8152249415223	597.2293686309962	1085.632771416081	961.0317469531534	761.1674739110769	759.0898912465823	1202.1737112823948	871.3244261457274	645.608401501719	906.6744376635899	1158.0759674843614	1097.4968563058667	977.7108262721395	799.4745176511992	884.4532652211232	935.1912734739731	775.464231265929	747.7519036629357	1251.7198633596577	1104.9014544050224	848.402501425884	1033.3642426813494	1017.0813577061714	849.7203319153161	891.4358442848576	561.1851609596071	827.7360700246917	1085.4205022957606	847.9826625248963	839.7705593564319	1209.1478530080874	1110.9179652537764	798.9098398806942	1154.7657641605108	1037.9242123918125	960.6131336079343	685.0377234354696	743.6347291353217	1023.9563409031838	1241.2423614934094	717.421951888677	909.6232895027572	803.7939341740347	840.3248547255068	1045.7969743437036	608.3344315818428	1146.3080509843744	719.8586534935808	610.5223032166399	884.3569362928157	783.1867164606036	807.1341303752738	1259.073634463437	848.5048621665933	890.3661951720684	739.8279343838542	802.7589206273287	1193.569416160464	901.2218965101928	873.849726987589	649.6265713177455	769.7201987660981	977.1483866618748	1047.2253908682808	823.4657481125427	870.0023098230374	702.2936787196247	824.6938375636272	519.3401075880292	853.66334481263
Zfp236_p1_8	Zfp236_p1	416.2615663510016	554.7642977605987	660.2805003197824	920.8661664749793	351.7022244026117	325.8433583230429	227.54338105685233	565.5128172191321	288.03417957445674	712.7906572795684	139.4762076014484	423.3553187286055	114.91921384625928	105.55129543572299	199.13480088226007	100.0708001057374	91.08192065107305	144.96503093917738	53.02518525571867	69.97466147923274	36.33410049613665	58.19669350895235	97.45733813278711	58.50804694785598	182.83400678720466	163.48916702123492	244.30390431819106	290.7806065816319	506.7486155187685	120.80373212546115	96.72166152756716	172.2846323019548	92.93733481240321	143.0810851923858	72.63892322952374	136.03790075642874	473.09035909934846	277.73225422388526	306.46661231119253	783.2772609532175	474.67723432861084	350.85285999877027	351.85209595424925	816.9013730302623	821.4991022265577	509.72478929525056	565.4514033377415	596.9641808352635	259.6897624055841	136.0965894942092	287.44499368529836	195.5829473006345	71.09609159259787	107.51656723236566	69.47646455173727	212.7036206900433	265.2343204888494	60.00401156881208	44.07285721692904	89.32814671508719	215.3568493256254	155.7207534678862	274.62868246291265	280.59258047980353	214.44476407398145	138.24632903594883	112.53477957004868	197.7584687770169	287.0638787717042	214.78483523047663	175.14561874307526	188.50628341889617	407.39912935593065	332.9397792618409	522.1227196022082	741.1518085038181	500.28323762401743	396.34823802498033	328.5815278856223	579.5788143777919	432.3857025212049	607.4032701420928	450.74780570748646	243.23221429691378	214.26318709988308	66.2184518050475	219.59497862732897	34.570316600537346	78.1995859821282	48.078386827408	72.29130915579543	63.95765292713015	57.420663713505576	31.741792564323777	74.81786731591605	258.23929320622176	210.3538522746903	127.88044785184228	212.58629657101758	170.1328969035095	215.46670885662127	149.85548522525903	70.71312518417956	224.43019503143103	127.82647257209445	100.716919817397	240.88541160466036	148.4897586180881
Esrrb_p3_7	Esrrb_p3	690.1178600029764	334.95202883658783	698.5206837359859	540.4607381811486	768.1513724697566	1111.4383044169545	518.2932568517192	711.656578972391	898.7872828606085	647.0181288181491	499.2466122556518	619.9131452811723	505.64454092354083	548.2803401800056	1662.2224351421987	1132.1141022063223	898.1835643394834	483.21676979725794	783.5944043345092	596.9443343475286	357.9581752582351	846.2769181093487	1878.1421305875688	534.5507925690479	555.11047843826	384.06978919274235	969.8124686570615	770.1400192456827	593.4740497182893	518.5267886615949	532.6909418458549	655.4937188592893	1006.3132728457756	352.31794095759517	689.7029074318416	552.7824063969688	683.3527409212811	347.16531777985654	720.465369292979	927.8943201112467	892.6994439147745	495.7703456504363	389.424241879012	903.6185957057826	1228.540783771111	767.3878695983442	512.8597077097925	570.7651258769761	783.7483820348708	581.027747456047	1183.5970328218168	1275.5748395662895	1085.6686187850794	346.89307541008543	979.0837158367897	502.15597049505067	693.331820225238	657.9750234097324	3355.547083561643	994.7907247816528	526.664770132965	510.0774286822099	864.8588750142532	871.8042537416774	996.5983721699041	480.1257643545791	507.0684773568076	570.7815520625749	971.114168406757	759.7530418435368	1021.6827760012724	689.4320715250537	734.872543960834	589.4671501685051	549.9374763542285	633.1447610334125	570.452834589464	755.5388287351188	378.60778126613224	1109.2507609050185	1158.571946499126	1054.1709647094171	682.7161256843168	1069.5785401128728	492.8053303297311	790.3492634795992	898.8915333920884	942.2421175774364	911.4022812942453	603.1652165620277	779.541283729994	473.28663166076313	407.4791677982504	741.4557186179221	1346.7216116864888	1497.9978512409693	645.4976055095889	749.2482649781016	586.6762601972015	627.3182145737333	569.545759079604	675.2311863679319	650.1045379835863	502.50904226161055	824.1047878765618	658.8071460996792	420.4444913558407	697.2296896429569
BRDN0000738140	NT	835.261695638523	1178.6124514687435	778.8250689100136	522.9204302482918	709.1512171778152	1011.0071323310851	1073.6676572830736	636.3153850250587	800.7651798640655	989.6471142915898	808.1798945130656	449.3950307932618	945.6209596492192	856.1382852008643	724.6294143215575	634.7925501656878	882.3890116254245	767.3482304380456	612.7354740660824	843.1514765892736	698.4221539812933	647.4382152870949	1571.847639313095	798.7234893942158	766.5811368909305	905.6780839747776	571.1000360684985	713.4345041299903	735.1822755344997	869.7868713033204	733.3522993433451	664.1949629149435	856.2423305667311	601.5559603249769	897.347506158662	578.2638258740037	994.5410660177414	790.0356691098357	784.9846560953354	751.226993788465	885.808967932585	1207.6457137638834	614.4150921814152	956.4029921169688	524.0455657132304	1091.0226564524717	785.6111222768108	589.0108962943548	715.9015071721507	746.7864141477121	915.049806887455	1009.0833336825565	667.1406833720505	981.8494064238675	737.5193929338263	1108.8364006419094	867.8280837047441	562.7962464385133	566.9372087450417	710.5648034154663	906.2045639939682	735.6885990608797	925.7644295927216	720.6362952544031	831.8799302000343	932.2286241748442	675.2086774202921	760.1048254889133	756.8047713072202	774.6609867052923	783.1620978445844	727.6606185121027	539.498574569434	884.2007252527577	805.0385311370426	1070.5526122832928	774.4644405815958	1161.618831533034	1199.4931208281366	696.8128718758181	1092.0510691881714	720.8521453917729	480.22872931658196	1003.7348857207367	648.1461409771463	1189.7960534003696	798.7465706114933	947.8698435356634	689.9029463804	890.178616713524	639.7780860287895	970.3289629801745	837.7882380368103	681.2277019574103	1013.7207760099117	702.2849071339933	814.605604397085	855.8153048546368	798.7465706114933	941.352063924264	641.5967286017226	848.0057458041128	647.8234694292579	754.6577075957283	977.4965549630751	646.9580967093972	631.4954712479972	670.3426551606694
Trp53_p1_1	Trp53_p1	868.12445087676	424.97038658642083	537.9119133879308	448.3741215336506	572.3781299101328	1216.3330841510847	818.3134185414949	419.36905546587326	509.7149355820229	350.2769538991871	388.44775574982833	546.8339533577821	489.2275103740752	463.25290774567316	681.7601169094042	497.3215520406344	380.6487204088197	394.30488415456244	493.4288072407154	493.2781691931098	534.2458480357869	549.2312949907378	778.2664573746856	466.2914044632159	500.0399944662104	521.6082947820352	577.4455920248153	506.3934373122297	773.1600800532441	527.8193834404765	718.9162304586335	501.77174054273024	420.5033509544801	396.9346234369413	308.8988553497929	465.6523914109781	332.2145632786536	478.5251677506131	372.77810152472546	313.46724714794436	408.0692998341122	633.0605952151725	1151.4757662824363	521.5601073962445	597.3789860724718	433.79508930255145	578.8713532565974	535.6771058435554	563.8309255832951	478.08289130017084	614.6747615830948	612.4629345748953	533.4442595595551	428.0376544533803	430.754080220771	757.2541272676456	553.7348094416329	545.2088637373098	814.3462026673479	529.8783248326763	626.8803336805333	543.1834156399495	501.640294982659	448.3268905821215	605.003585600025	700.5726133578489	654.0256600894594	492.05306212290935	548.8218508748284	435.0911315208627	551.1709712638443	553.6548184331216	697.1298453284045	662.2408724115305	508.61269489408414	361.67877198902124	616.7994202394813	499.8588269734685	794.7352525676469	585.6994679821065	426.84229607862534	796.1500714424456	505.0547702505571	518.2860404851426	439.2395335547603	600.2382244263983	393.34045622257827	591.7151864650112	606.1460294147703	649.7866825764839	728.9373673209373	459.88598057126916	347.29124318288916	588.4440006155409	323.188656356457	617.7797725685427	437.20604590425825	483.6504117473522	431.36442702274445	466.9286113254908	493.37759129907863	553.5837924791922	677.4773606355268	541.8513872073594	454.1599378443826	407.6072990257008	392.2675280718093	542.0181724042969
gRNA_1940	RE49	462.81713627183734	613.3809028070015	661.5551731003225	621.584662370611	663.1770701970815	691.8591854804336	974.2227722285974	704.394777146142	1050.0931956911695	644.7237382904251	946.352586155622	1182.7069221624533	423.5593881762128	436.8650838867424	766.1158311720284	888.507406999426	903.4484152441697	616.5845982613012	631.8834576306475	629.7719533130946	814.8258463115088	1088.7631410633169	825.602878753468	825.3180561886958	526.4738267727942	531.9885593548121	731.854120295187	552.549089150584	647.3231755284493	576.1408762906609	640.9614584811914	704.2206855709533	808.2501002947524	658.480693143453	849.6552838362475	747.5919682052685	473.09035909934846	457.88290561235135	850.4000441032799	648.8224816279147	738.0465385367432	528.821702027132	945.4920015655014	751.5492631878413	693.7835948593396	957.8344941701961	488.1960159670302	901.5281947253548	589.5659470829476	497.2760000749952	928.9744778618294	795.5784430037762	807.9914308668199	716.1009100570769	904.2629078579957	806.9580661230508	811.9892793913021	953.856873559392	620.525796497444	876.0248933536391	530.9292621988191	469.61455573386155	973.381499535888	695.7867678318376	701.3483346767413	566.0626715931419	926.0950389323418	730.1130197976122	670.6065267173697	559.3240053688247	473.9686261599888	891.120612525691	493.9853203362102	400.2554723366393	641.3288199680093	593.4180309293552	676.573521358195	730.7670638585575	1101.7145346753216	672.8010769665839	737.2730568630801	754.9872052014111	782.7961031994042	836.3328955052547	501.73296312555954	343.9087335681499	667.2308965984226	838.5311677758244	722.4530278551945	531.7760967273915	859.061723801369	632.2670832224866	684.2052579838195	616.1163325946949	1331.390081498801	937.4296294030734	480.5141919608121	281.992782442524	649.6265713177455	664.0429368128168	739.0370873840162	546.5317696450624	755.0336914826914	663.4549988578559	600.0325006619493	686.0599596973278	793.3748877621383	864.0515172262411
Ahctf1_p1_7	Ahctf1_p1	643.5622900821406	774.5765666846094	716.3661026635476	833.1646268106956	1010.28187990162	671.7729510632597	471.09907411400167	595.4677497524087	610.7531032861517	793.0943257499061	651.7579794460206	480.4746871284967	771.6004358248838	606.9199487554072	647.1881028673453	703.5280492282145	853.9588167401184	755.7510279629114	335.82617328621825	642.730223957397	663.4337609109396	997.8308074555788	956.4741613889249	384.7347329601439	691.685278688943	726.6185200943775	509.7596618241043	654.0915231949634	662.0608310133351	689.5105325930168	438.8564940952301	685.0779486485138	699.3153553916896	516.9381142434585	686.034274945502	457.8435693131771	1299.4215196595437	855.715594095214	511.6737883909092	1238.2347119260444	799.2952139339834	816.1142613014874	641.3786321980095	727.6706076684952	1066.218493762453	522.7946556874365	674.9872107835388	845.3873626718818	526.3981670383461	779.9381474860451	366.019922754982	565.7100388058193	621.9790151276959	785.0738022438776	615.6683627969333	755.0613064357894	697.9850539180247	458.30650215489226	481.79646184870154	653.7196191422289	874.2208735000635	866.8863992267367	620.1292829807704	1213.4852558019547	580.1404245479691	642.6586106536	647.4059671735743	662.6314569921846	742.5701988061439	607.3607165900368	573.8323561450756	661.7493306033978	838.1099255142443	835.0784627387156	526.8909636168403	840.0548136587106	487.72201347588197	861.7035353489529	1125.5907010614742	670.4469794264628	820.4241535017734	727.879951823169	222.6585546265897	763.3801576054844	737.422468935431	713.4504162221247	638.2733169992144	756.5271609559451	635.917445397814	909.1185872818968	1778.3662052325676	740.690532946574	722.9469106097991	805.7531958636037	469.14482374324405	701.7600305217856	703.2418002516607	827.9439251946199	550.0412430696717	785.459365439991	609.3453422442028	775.722511754282	1325.3008300647846	597.2883278127327	709.8128829885715	567.5694657945078	392.8200175479668	674.0090689537086
Klf16_p1_2	Klf16_p1	449.1243215892386	295.17647541224306	315.4815131836798	293.8001578753505	341.74115922345277	147.29905239260842	596.6693103268573	260.5171405166788	418.73031690318055	322.7442675664999	178.58168636820966	595.5534146400422	394.0087331871747	492.572712033374	251.68426222618982	298.1907679918438	522.7996948353499	467.75383316374564	187.0610702076742	260.8931823052875	346.519662139081	429.20061462852357	215.79839157974288	355.4807094862159	403.11594267540306	399.64018605190756	214.69130985538	391.66367417117766	202.3593464655485	241.6074642509223	346.4656532330764	381.1144896376575	214.06058264168277	301.5472333086841	192.97006878146206	488.2568764309285	264.93060109563515	377.1904263446009	432.8168822991404	286.8889768161984	297.82168411908003	310.17426753514474	258.58476901160276	287.80063757527705	384.79446413219904	309.94254587183735	214.7191987016953	297.5464098834072	400.062606949143	280.91731934061136	328.2243872531089	307.7898971464168	378.28486470023773	253.57680951029639	324.40164602234245	431.25476359836955	276.86740472081647	441.7536713772889	275.95618552872617	497.3953623908264	368.87856369636825	318.7983929263812	543.7204963277827	281.62797745574375	375.0193458685086	270.8880771650349	302.5199662559544	289.60837370662665	272.03849668723484	215.33698133646757	231.99112658074006	407.3317592757966	216.46547745069884	494.86131125257225	371.923033141299	330.2284439899759	529.7371425230938	360.07529659858704	230.80294173280734	468.4654104840804	376.9516380954094	303.19964889737525	191.62600345912074	146.58253137169612	357.10531183313844	275.554202672617	465.73440522059883	451.02203750933603	560.8934771205438	319.0656580364349	449.4109719185283	436.73940141668874	315.4677428115487	409.3877348680733	163.12748119699728	435.6475881324473	385.64872917026554	355.76996389550993	405.0491330297301	365.748254136179	486.515594201734	280.317907656661	415.15447688776385	333.5157878355529	394.00630369280873	260.679086586204	207.73604303521168	292.7020344776305
