sgRNA	Gene	reporter	replicate	lfc	noRE	norm_lfc	zfc	pval	fdr
Yy1_p1_5	Yy1_p1	RE57L	R3	-2.357485563629327	-0.5400998998282515	-1.8173856638010752	1.4945637509540393	0.5358027256453952	1
Yy1_p1_5	Yy1_p1	RE57R	R3	-0.5045637592995249	-0.5400998998282515	0.035536140528726556	-0.15310215542909206	0.7307885223569486	1
Ubp1_p2_7	Ubp1_p2	RE57M	R1	0.25999803312424086	0.1401890321370084	0.11980900098723246	-0.33287438545516274	0.7720380371747146	1
Ubp1_p2_7	Ubp1_p2	RE97	R1	-0.3263542390398134	0.1401890321370084	-0.4665432711768218	0.6778815579940348	0.09029262381394287	1
Ubp1_p2_7	Ubp1_p2	RE93	R1	-0.4714650842829847	0.1401890321370084	-0.6116541164199931	1.178273124914402	0.4328409065274469	1
Ubp1_p2_7	Ubp1_p2	RE95	R1	0.31373445838155406	0.1401890321370084	0.17354542624454566	-0.6211181414511885	0.39285516656394925	1
Ubp1_p2_7	Ubp1_p2	RE96	R1	0.36814580949006803	0.1401890321370084	0.22795677735305964	-0.48726272930931464	0.7976105535800608	1
Ubp1_p2_7	Ubp1_p2	RE58	R1	0.7309662814865254	0.1401890321370084	0.590777249349517	-1.0967637587612344	0.029833194987488005	1
Ubp1_p2_7	Ubp1_p2	RE61	R1	0.5341581811340225	0.1401890321370084	0.3939691489970141	-1.1481543015631905	0.48917625651898344	1
Ubp1_p2_7	Ubp1_p2	RE85	R1	-0.0570680672563681	0.1401890321370084	-0.1972570993933765	-0.06601686136375039	0.34988965819775475	1
Ubp1_p2_7	Ubp1_p2	RE127	R1	0.12288017996839602	0.1401890321370084	-0.017308852168612374	-0.03069694948267874	0.9961332623330917	1
Ubp1_p2_7	Ubp1_p2	RE57L	R1	-0.824629572544073	0.1401890321370084	-0.9648186046810814	0.6485466938178531	0.1632089657585395	1
Ubp1_p2_7	Ubp1_p2	RE57R	R1	0.49342070140684247	0.1401890321370084	0.35323166926983407	-0.8864058919641393	0.09078948085207084	1
Ubp1_p2_7	Ubp1_p2	RE57M	R2	0.32615795776840506	0.1401890321370084	0.18596892563139666	-0.4114782086317969	0.7720380371747146	1
Ubp1_p2_7	Ubp1_p2	RE97	R2	-0.4091394682414625	0.1401890321370084	-0.5493285003784709	0.6332234312499774	0.09029262381394287	1
Ubp1_p2_7	Ubp1_p2	RE93	R2	0.318392199112092	0.1401890321370084	0.1782031669750836	-0.4119551300079675	0.4328409065274469	1
Ubp1_p2_7	Ubp1_p2	RE95	R2	-0.7587981775039949	0.1401890321370084	-0.8989872096410033	1.4024147845801544	0.39285516656394925	1
Ubp1_p2_7	Ubp1_p2	RE96	R2	0.1196493660690771	0.1401890321370084	-0.020539666067931298	-0.15329699033538718	0.7976105535800608	1
Ubp1_p2_7	Ubp1_p2	RE58	R2	-0.5108627473179734	0.1401890321370084	-0.6510517794549818	0.8803474493649929	0.029833194987488005	1
Ubp1_p2_7	Ubp1_p2	RE61	R2	-0.4790293545567559	0.1401890321370084	-0.6192183866937643	0.8880812727182702	0.48917625651898344	1
Ubp1_p2_7	Ubp1_p2	RE85	R2	-0.17007753368659442	0.1401890321370084	-0.3102665658236028	0.08360759275502813	0.34988965819775475	1
Ubp1_p2_7	Ubp1_p2	RE127	R2	0.8132741139430597	0.1401890321370084	0.6730850818060513	-1.70018793336832	0.9961332623330917	1
Ubp1_p2_7	Ubp1_p2	RE57L	R2	-0.33871173570520235	0.1401890321370084	-0.47890076784221075	0.3311804496948642	0.1632089657585395	1
Ubp1_p2_7	Ubp1_p2	RE57R	R2	0.9291063776520158	0.1401890321370084	0.7889173455150074	-1.4401043235160327	0.09078948085207084	1
Ubp1_p2_7	Ubp1_p2	RE57M	R3	-0.5254495426252682	0.1401890321370084	-0.6656385747622766	0.607778080855924	0.7720380371747146	1
Ubp1_p2_7	Ubp1_p2	RE97	R3	-0.35178758995873705	0.1401890321370084	-0.49197662209574544	0.7462342810992386	0.09029262381394287	1
Ubp1_p2_7	Ubp1_p2	RE93	R3	-0.2640367038936598	0.1401890321370084	-0.4042257360306682	0.6851248109719684	0.4328409065274469	1
Ubp1_p2_7	Ubp1_p2	RE95	R3	0.24128116777670883	0.1401890321370084	0.10109213563970043	-0.1160328984577958	0.39285516656394925	1
Ubp1_p2_7	Ubp1_p2	RE96	R3	0.42623128935421456	0.1401890321370084	0.28604225721720616	-0.6463775572534519	0.7976105535800608	1
Ubp1_p2_7	Ubp1_p2	RE58	R3	-1.4238502930580408	0.1401890321370084	-1.5640393251950493	1.5244082321815893	0.029833194987488005	1
Ubp1_p2_7	Ubp1_p2	RE61	R3	0.13908833265434234	0.1401890321370084	-0.0011006994826660566	-0.1791631508335833	0.48917625651898344	1
Ubp1_p2_7	Ubp1_p2	RE85	R3	-0.08093997788457837	0.1401890321370084	-0.22112901002158675	0.05472806844278861	0.34988965819775475	1
Ubp1_p2_7	Ubp1_p2	RE127	R3	-0.19195183275426822	0.1401890321370084	-0.3321408648912766	0.8432729346014443	0.9961332623330917	1
Ubp1_p2_7	Ubp1_p2	RE57L	R3	-0.25514794709038574	0.1401890321370084	-0.39533697922739414	0.2788407351194955	0.1632089657585395	1
Ubp1_p2_7	Ubp1_p2	RE57R	R3	-0.1967440545713162	0.1401890321370084	-0.33693308670832456	0.3359749865652438	0.09078948085207084	1
Prdm14_p1_12	Prdm14_p1	RE57M	R1	0.020966685506491084	-0.15618482679311238	0.17715151229960346	-0.4117992358699772	0.6555615055361959	1
Prdm14_p1_12	Prdm14_p1	RE97	R1	-0.3735085367236088	-0.15618482679311238	-0.2173237099304964	0.21504312662986613	0.05644019902341019	1
Prdm14_p1_12	Prdm14_p1	RE93	R1	0.16857814308794705	-0.15618482679311238	0.32476296988105946	-0.5688523367013145	0.5853335010212939	1
Prdm14_p1_12	Prdm14_p1	RE95	R1	-0.06226315473420352	-0.15618482679311238	0.09392167205890886	-0.42967207249327793	0.0019158204775657586	0.18966622727901009
Prdm14_p1_12	Prdm14_p1	RE96	R1	0.3168745475617583	-0.15618482679311238	0.47305937435487067	-0.8407490297996096	0.1272390268405285	1
Prdm14_p1_12	Prdm14_p1	RE58	R1	-1.6247529607537208	-0.15618482679311238	-1.4685681339606085	1.6980139578612374	0.9383141424485342	1
Prdm14_p1_12	Prdm14_p1	RE61	R1	0.417443892175772	-0.15618482679311238	0.5736287189688843	-1.457504543632502	3.264955445225906e-4	0.031670067818691285
Prdm14_p1_12	Prdm14_p1	RE85	R1	0.20901650130610788	-0.15618482679311238	0.36520132809922023	-0.7490298319328814	0.01826555290901865	1
Prdm14_p1_12	Prdm14_p1	RE127	R1	-0.6030403317811789	-0.15618482679311238	-0.4468555049880665	0.7278222463373031	0.35117712193863304	1
Prdm14_p1_12	Prdm14_p1	RE57L	R1	-0.42380794468975036	-0.15618482679311238	-0.26762311789663795	-0.09028286505607888	0.6121907094341412	1
Prdm14_p1_12	Prdm14_p1	RE57R	R1	-0.7080164809385742	-0.15618482679311238	-0.5518316541454618	0.6799907240498085	0.13334616228406082	1
Prdm14_p1_12	Prdm14_p1	RE57M	R2	0.20086995311599887	-0.15618482679311238	0.3570547799091113	-0.6554517042374755	0.6555615055361959	1
Prdm14_p1_12	Prdm14_p1	RE97	R2	-0.7098230823164374	-0.15618482679311238	-0.553638255523325	0.6397631861722628	0.05644019902341019	1
Prdm14_p1_12	Prdm14_p1	RE93	R2	-0.5913623375820288	-0.15618482679311238	-0.4351775107889164	0.7498826287964063	0.5853335010212939	1
Prdm14_p1_12	Prdm14_p1	RE95	R2	-0.3831215305664958	-0.15618482679311238	-0.2269367037733834	0.12077717570047555	0.0019158204775657586	0.18966622727901009
Prdm14_p1_12	Prdm14_p1	RE96	R2	-0.9525129530534311	-0.15618482679311238	-0.7963281262603187	1.3182741315512039	0.1272390268405285	1
Prdm14_p1_12	Prdm14_p1	RE58	R2	-0.5018370949808902	-0.15618482679311238	-0.34565226818777783	0.44660230985685273	0.9383141424485342	1
Prdm14_p1_12	Prdm14_p1	RE61	R2	-0.3440669133598434	-0.15618482679311238	-0.18788208656673103	0.2182563043121284	3.264955445225906e-4	0.031670067818691285
Prdm14_p1_12	Prdm14_p1	RE85	R2	-0.2627190197782693	-0.15618482679311238	-0.1065341929851569	-0.16859792727159262	0.01826555290901865	1
Prdm14_p1_12	Prdm14_p1	RE127	R2	-0.270842159863893	-0.15618482679311238	-0.1146573330707806	-0.11950278726696748	0.35117712193863304	1
Prdm14_p1_12	Prdm14_p1	RE57L	R2	-0.030639195290425338	-0.15618482679311238	0.12554563150268705	-0.2851630849939993	0.6121907094341412	1
Prdm14_p1_12	Prdm14_p1	RE57R	R2	-0.13455492828232252	-0.15618482679311238	0.021629898510789863	-0.09463652191187302	0.13334616228406082	1
Prdm14_p1_12	Prdm14_p1	RE57M	R3	0.14144662014395204	-0.15618482679311238	0.29763144693706445	-0.529756478620828	0.6555615055361959	1
Prdm14_p1_12	Prdm14_p1	RE97	R3	1.2868076308271585	-0.15618482679311238	1.4429924576202708	-2.6805859046246128	0.05644019902341019	1
Prdm14_p1_12	Prdm14_p1	RE93	R3	-0.710269107272544	-0.15618482679311238	-0.5540842804794316	0.9769954435459419	0.5853335010212939	1
Prdm14_p1_12	Prdm14_p1	RE95	R3	-0.4130260348536851	-0.15618482679311238	-0.25684120806057276	0.5802415757797977	0.0019158204775657586	0.18966622727901009
Prdm14_p1_12	Prdm14_p1	RE96	R3	-0.05338929449043773	-0.15618482679311238	0.10279553230267466	-0.38106586417909843	0.1272390268405285	1
Prdm14_p1_12	Prdm14_p1	RE58	R3	-0.34768698035193	-0.15618482679311238	-0.19150215355881764	-0.03607817794734169	0.9383141424485342	1
Prdm14_p1_12	Prdm14_p1	RE61	R3	0.16461639619178983	-0.15618482679311238	0.3208012229849022	-0.8056086995236648	3.264955445225906e-4	0.031670067818691285
Prdm14_p1_12	Prdm14_p1	RE85	R3	0.4998050191069837	-0.15618482679311238	0.6559898459000961	-1.1167090168938782	0.01826555290901865	1
Prdm14_p1_12	Prdm14_p1	RE127	R3	0.014852209763675971	-0.15618482679311238	0.17103703655678834	-0.20565523431934077	0.35117712193863304	1
Prdm14_p1_12	Prdm14_p1	RE57L	R3	-2.1244126330032707	-0.15618482679311238	-1.9682278062101584	1.6235201406148412	0.6121907094341412	1
Prdm14_p1_12	Prdm14_p1	RE57R	R3	-0.1536812365548617	-0.15618482679311238	0.002503590238250669	-0.10972819562927143	0.13334616228406082	1
Zfx_p1_2	Zfx_p1	RE57M	R1	-0.006466599161139009	-0.1634233121563628	0.1569567129952238	-0.38400360087288377	0.20321478353217493	1
Zfx_p1_2	Zfx_p1	RE97	R1	0.4718046792871591	-0.1634233121563628	0.6352279914435219	-1.3682743711920342	0.13445970530386966	1
Zfx_p1_2	Zfx_p1	RE93	R1	0.5663188504275879	-0.1634233121563628	0.7297421625839506	-1.3244445501995699	0.03938486581040631	1
Zfx_p1_2	Zfx_p1	RE95	R1	-0.13133084728036268	-0.1634233121563628	0.03209246487600012	-0.28101092503776975	0.01019581667787517	0.9074276843308902
Zfx_p1_2	Zfx_p1	RE96	R1	0.4208202147717575	-0.1634233121563628	0.5842435269281203	-1.001098513024286	0.001121011905707284	0.1053751191364847
Zfx_p1_2	Zfx_p1	RE58	R1	0.33149354324665403	-0.1634233121563628	0.49491685540301683	-0.9666697516657841	0.02545716225436187	1
Zfx_p1_2	Zfx_p1	RE61	R1	-0.10187503966877827	-0.1634233121563628	0.06154827248758453	-0.5757691030837239	0.024720124922832088	1
Zfx_p1_2	Zfx_p1	RE85	R1	-0.06724546145414417	-0.1634233121563628	0.09617785070221863	-0.42234519984568225	0.012494978545566268	0.9121334338263376
Zfx_p1_2	Zfx_p1	RE127	R1	-0.20724105517838726	-0.1634233121563628	-0.04381774302202446	0.01611403703119205	0.023770625707719078	1
Zfx_p1_2	Zfx_p1	RE57L	R1	0.5570635956830743	-0.1634233121563628	0.7204869078394371	-1.1373993600301875	0.5414325981632027	1
Zfx_p1_2	Zfx_p1	RE57R	R1	-0.4281898903214299	-0.1634233121563628	-0.2647665781650671	0.1831660798970946	0.0023938240702569705	0.2513515273769819
Zfx_p1_2	Zfx_p1	RE57M	R2	-0.20371408078028538	-0.1634233121563628	-0.040290768623922585	-0.08882518301965689	0.20321478353217493	1
Zfx_p1_2	Zfx_p1	RE97	R2	-0.6876274294699797	-0.1634233121563628	-0.5242041173136169	0.5950989201593764	0.13445970530386966	1
Zfx_p1_2	Zfx_p1	RE93	R2	-0.14201485432505087	-0.1634233121563628	0.021408457831311928	-0.1149617292245249	0.03938486581040631	1
Zfx_p1_2	Zfx_p1	RE95	R2	0.3450009349462518	-0.1634233121563628	0.5084242471026146	-1.281596965105316	0.01019581667787517	0.9074276843308902
Zfx_p1_2	Zfx_p1	RE96	R2	-0.05843971640959566	-0.1634233121563628	0.10498359574676713	-0.39139850471691373	0.001121011905707284	0.1053751191364847
Zfx_p1_2	Zfx_p1	RE58	R2	0.27672760646140354	-0.1634233121563628	0.44015091861776634	-0.6694384836357777	0.02545716225436187	1
Zfx_p1_2	Zfx_p1	RE61	R2	0.5190885678867376	-0.1634233121563628	0.6825118800431005	-1.1333841929370565	0.024720124922832088	1
Zfx_p1_2	Zfx_p1	RE85	R2	0.6478943822932032	-0.1634233121563628	0.8113176944495659	-1.3048302763713235	0.012494978545566268	0.9121334338263376
Zfx_p1_2	Zfx_p1	RE127	R2	-0.0770215639892644	-0.1634233121563628	0.0864017481670984	-0.522948250148628	0.023770625707719078	1
Zfx_p1_2	Zfx_p1	RE57L	R2	0.7304756923411319	-0.1634233121563628	0.8938990044974946	-1.0686397246348138	0.5414325981632027	1
Zfx_p1_2	Zfx_p1	RE57R	R2	-0.5024747232011247	-0.1634233121563628	-0.33905141104476194	0.5378319102802025	0.0023938240702569705	0.2513515273769819
Zfx_p1_2	Zfx_p1	RE57M	R3	-0.07516814785247321	-0.1634233121563628	0.08825516430388959	-0.28250207220855444	0.20321478353217493	1
Zfx_p1_2	Zfx_p1	RE97	R3	-0.04564481926098073	-0.1634233121563628	0.11777849289538206	-0.3336388591509561	0.13445970530386966	1
Zfx_p1_2	Zfx_p1	RE93	R3	0.3393384667674116	-0.1634233121563628	0.5027617789237744	-1.0813611822038036	0.03938486581040631	1
Zfx_p1_2	Zfx_p1	RE95	R3	0.387415796021946	-0.1634233121563628	0.5508391081783088	-0.9909090237357269	0.01019581667787517	0.9074276843308902
Zfx_p1_2	Zfx_p1	RE96	R3	-0.43894100333350444	-0.1634233121563628	-0.27551769117714164	0.16667064724101285	0.001121011905707284	0.1053751191364847
Zfx_p1_2	Zfx_p1	RE58	R3	0.08844016405332084	-0.1634233121563628	0.25186347620968363	-0.5401563583198358	0.02545716225436187	1
Zfx_p1_2	Zfx_p1	RE61	R3	0.3113548243328538	-0.1634233121563628	0.4747781364892166	-1.105259448193964	0.024720124922832088	1
Zfx_p1_2	Zfx_p1	RE85	R3	-0.257244824507066	-0.1634233121563628	-0.09382151235070318	-0.11529760482400554	0.012494978545566268	0.9121334338263376
Zfx_p1_2	Zfx_p1	RE127	R3	0.24283179211821768	-0.1634233121563628	0.40625510427458045	-0.6959924616861801	0.023770625707719078	1
Zfx_p1_2	Zfx_p1	RE57L	R3	-0.042790461368263324	-0.1634233121563628	0.12063285078809947	-0.16226680545259495	0.5414325981632027	1
Zfx_p1_2	Zfx_p1	RE57R	R3	1.771321453660119	-0.1634233121563628	1.9347447658164818	-2.6468907924043865	0.0023938240702569705	0.2513515273769819
Foxn3_p2_7	Foxn3_p2	RE57M	R1	-0.13508222634197353	0.14695499606383502	-0.28203722240580853	0.22021707052038972	0.6263961102476832	1
Foxn3_p2_7	Foxn3_p2	RE97	R1	0.907941972647373	0.14695499606383502	0.760986976583538	-1.6018278335329164	0.979704312541557	1
Foxn3_p2_7	Foxn3_p2	RE93	R1	0.33199350031067726	0.14695499606383502	0.18503850424684223	-0.30816062668086197	0.7309782667542515	1
Foxn3_p2_7	Foxn3_p2	RE95	R1	-0.1142648573925236	0.14695499606383502	-0.2612198534563586	0.42422447733654844	0.007588902143395517	0.690590095048992
Foxn3_p2_7	Foxn3_p2	RE96	R1	-0.43432865202893745	0.14695499606383502	-0.5812836480927724	0.6798216169896597	0.5626357977364209	1
Foxn3_p2_7	Foxn3_p2	RE58	R1	-0.41785550033552843	0.14695499606383502	-0.5648104963993634	0.4715068711171754	0.9173915103193966	1
Foxn3_p2_7	Foxn3_p2	RE61	R1	0.07881303525142792	0.14695499606383502	-0.0681419608124071	-0.3524595122188482	0.48703626234125774	1
Foxn3_p2_7	Foxn3_p2	RE85	R1	0.4247826176264322	0.14695499606383502	0.2778276215625972	-0.6429288795171585	0.5158745634430848	1
Foxn3_p2_7	Foxn3_p2	RE127	R1	0.5782927152880113	0.14695499606383502	0.4313377192241763	-0.8229439250010446	0.28867992981823204	1
Foxn3_p2_7	Foxn3_p2	RE57L	R1	0.37586223565681004	0.14695499606383502	0.22890723959297501	-0.6164642760740023	0.9593879208339384	1
Foxn3_p2_7	Foxn3_p2	RE57R	R1	0.12701593631690475	0.14695499606383502	-0.019939059746930277	-0.24055785900932294	0.03212788519160073	1
Foxn3_p2_7	Foxn3_p2	RE57M	R2	-0.3737113799967092	0.14695499606383502	-0.5206663760605442	0.5962046614686605	0.6263961102476832	1
Foxn3_p2_7	Foxn3_p2	RE97	R2	1.0867194451365063	0.14695499606383502	0.9397644490726713	-1.626371979301676	0.979704312541557	1
Foxn3_p2_7	Foxn3_p2	RE93	R2	-0.18864833029070013	0.14695499606383502	-0.33560332635453516	0.5612737412459469	0.7309782667542515	1
Foxn3_p2_7	Foxn3_p2	RE95	R2	-1.0658590722578976	0.14695499606383502	-1.2128140683217326	2.0009000193208575	0.007588902143395517	0.690590095048992
