sgRNA	Gene	replicate	reporter	H	L	lfc
FIREWACh_5	FIREWACh	R2	RE97	40.324554251472705	2204.076491372392	-5.772020715733254
FIREWACh_5	FIREWACh	R2	RE93	510.4591331361787	2830.8878388175503	-2.4713640538477093
FIREWACh_5	FIREWACh	R2	RE95	117.1380916972217	2080.1196106211655	-4.150268065440157
FIREWACh_5	FIREWACh	R2	RE96	63.56030072441491	2610.8268307180115	-5.360015573002263
FIREWACh_5	FIREWACh	R2	RE58	81.33264529595711	2296.9988049489752	-4.819600668080922
FIREWACh_5	FIREWACh	R2	RE61	183.48861609602818	4346.901829016108	-4.566149745124873
FIREWACh_5	FIREWACh	R2	RE85	14.007507259630373	3092.0737888568497	-7.785205786544513
FIREWACh_5	FIREWACh	R2	RE127	60.37033524009683	3331.2571939926706	-5.785848497068532
FIREWACh_5	FIREWACh	R2	RE57L	20.31127555286307	5449.007801365772	-8.066861431874969
FIREWACh_5	FIREWACh	R2	RE57R	79.53284540908683	1851.5288591854435	-4.540848846977683
FIREWACh_5	FIREWACh	R3	noRE	133.20952458504544	1299.863335072624	-3.2864936043880877
FIREWACh_5	FIREWACh	R3	RE57M	100.06386808415982	4199.531491894303	-5.391094619410478
FIREWACh_5	FIREWACh	R3	RE97	30.198878759336246	3746.386860647563	-6.954387286383538
FIREWACh_5	FIREWACh	R3	RE93	57.93481473508349	3699.827837108671	-5.9966386633484206
FIREWACh_5	FIREWACh	R3	RE95	46.779731310297734	1943.4780353730946	-5.376312471810626
FIREWACh_5	FIREWACh	R3	RE96	34.50352964949606	2727.3557618456903	-6.304202356411702
FIREWACh_5	FIREWACh	R3	RE58	7.958722128717494	1983.191581173988	-7.959267220517601
FIREWACh_5	FIREWACh	R3	RE61	48.023589818468544	3573.709997366406	-6.21723915948733
FIREWACh_5	FIREWACh	R3	RE85	33.2604386554773	2338.3354620680584	-6.135103388396217
FIREWACh_5	FIREWACh	R3	RE127	78.30984309269957	2738.7469738192185	-5.1279995679689065
FIREWACh_5	FIREWACh	R3	RE57L	1.5516275583734473	1751.4740086414445	-10.131311683017373
FIREWACh_5	FIREWACh	R3	RE57R	813.6515338380407	2680.0199819328627	-1.7197484469781732
Gabpb2_p1_9	Gabpb2_p1	R1	noRE	539.4968984943903	242.97205213209105	1.1507916539850138
Gabpb2_p1_9	Gabpb2_p1	R1	RE57M	586.1660504640287	187.64674744128533	1.6432378595677266
Gabpb2_p1_9	Gabpb2_p1	R1	RE97	209.04633600857974	605.7016860168744	-1.5347394768682305
Gabpb2_p1_9	Gabpb2_p1	R1	RE93	461.5293524832932	460.9321701840026	0.0018679009625160072
Gabpb2_p1_9	Gabpb2_p1	R1	RE95	311.0917279029637	339.58288335226655	-0.12641981767210797
Gabpb2_p1_9	Gabpb2_p1	R1	RE96	258.88924359912994	512.2097759850934	-0.9843722038936522
Gabpb2_p1_9	Gabpb2_p1	R1	RE58	230.07164084637293	356.44707866344214	-0.6315825012158783
Gabpb2_p1_9	Gabpb2_p1	R1	RE61	212.40770341777994	485.5032068065284	-1.192606531068539
Gabpb2_p1_9	Gabpb2_p1	R1	RE85	565.5121326723627	329.0254656039041	0.781340392158697
Gabpb2_p1_9	Gabpb2_p1	R1	RE127	292.9171907060888	452.23680580915055	-0.626568196900079
Gabpb2_p1_9	Gabpb2_p1	R1	RE57L	211.16958534051068	279.8417852098601	-0.4061925743041218
Gabpb2_p1_9	Gabpb2_p1	R1	RE57R	330.11634972290074	328.8861426917359	0.00538620658651268
Gabpb2_p1_9	Gabpb2_p1	R2	noRE	508.834964009077	444.51400772127	0.19496482197978626
Gabpb2_p1_9	Gabpb2_p1	R2	RE57M	354.67159492104264	558.3449825403455	-0.6546581605964564
Gabpb2_p1_9	Gabpb2_p1	R2	RE97	232.9863134529534	301.3696646596727	-0.37127494733303856
Gabpb2_p1_9	Gabpb2_p1	R2	RE93	254.05699581815938	254.02406701197947	1.8699518233660544e-4
Gabpb2_p1_9	Gabpb2_p1	R2	RE95	337.6333231272861	525.3956454169969	-0.6379316735265721
Gabpb2_p1_9	Gabpb2_p1	R2	RE96	495.7703456504363	503.09639006842804	-0.021162434314441127
Gabpb2_p1_9	Gabpb2_p1	R2	RE58	168.85364403834575	499.16167608709696	-1.5636773227868772
Gabpb2_p1_9	Gabpb2_p1	R2	RE61	363.2069181626859	363.27731781082997	-2.795998111134525e-4
Gabpb2_p1_9	Gabpb2_p1	R2	RE85	302.3973626049616	462.9967524322897	-0.6145399689502872
Gabpb2_p1_9	Gabpb2_p1	R2	RE127	362.8443860306851	366.23138095447376	-0.01340409902782501
Gabpb2_p1_9	Gabpb2_p1	R2	RE57L	258.2433606006876	188.81212694070737	0.4517592872746894
Gabpb2_p1_9	Gabpb2_p1	R2	RE57R	288.18960454116166	178.65629343017437	0.6898008697371679
Gabpb2_p1_9	Gabpb2_p1	R3	noRE	407.39912935593065	758.8487876454193	-0.8973531374424727
Gabpb2_p1_9	Gabpb2_p1	R3	RE57M	354.77189593474844	461.3930835448471	-0.3790952529075495
Gabpb2_p1_9	Gabpb2_p1	R3	RE97	498.28149952904806	259.4116505762403	0.9416910752149324
Gabpb2_p1_9	Gabpb2_p1	R3	RE93	284.2944123071597	323.99622302364065	-0.1885850331675484
Gabpb2_p1_9	Gabpb2_p1	R3	RE95	573.9179998717083	367.5777493373132	0.6427810735237861
Gabpb2_p1_9	Gabpb2_p1	R3	RE96	354.7670612678954	276.814954460834	0.35793873170668583
Gabpb2_p1_9	Gabpb2_p1	R3	RE58	118.24387162665991	381.93908337311916	-1.691492911089267
Gabpb2_p1_9	Gabpb2_p1	R3	RE61	219.40189073927786	431.8664373841455	-0.9769768943070216
Gabpb2_p1_9	Gabpb2_p1	R3	RE85	487.8197669470004	336.2221995754664	0.5369199006503675
Gabpb2_p1_9	Gabpb2_p1	R3	RE127	386.5293537267863	292.18727001518556	0.4036726038138514
Gabpb2_p1_9	Gabpb2_p1	R3	RE57L	458.5059434993537	78.4974345609611	2.546070712934965
Gabpb2_p1_9	Gabpb2_p1	R3	RE57R	300.10488235798755	381.5852970750472	-0.3465285288055383
Yy1_p1_3	Yy1_p1	R1	noRE	167.05233912770458	298.7899560002741	-0.8387933924542558
Yy1_p1_3	Yy1_p1	R1	RE57M	92.11180793006166	252.15031687422717	-1.452726622822147
Yy1_p1_3	Yy1_p1	R1	RE97	115.35788663888088	387.20655727106123	-1.746898946342692
Yy1_p1_3	Yy1_p1	R1	RE93	140.322463462854	479.1268611123185	-1.771589017771986
Yy1_p1_3	Yy1_p1	R1	RE95	141.3705019657557	310.0997182860233	-1.1331955689013538
Yy1_p1_3	Yy1_p1	R1	RE96	51.33148795499991	293.79579603673284	-2.5166658437123104
Yy1_p1_3	Yy1_p1	R1	RE58	80.90431326465861	362.33876591407756	-2.162912146222142
Yy1_p1_3	Yy1_p1	R1	RE61	58.0944146099911	515.7391716432339	-3.1499499141495115
Yy1_p1_3	Yy1_p1	R1	RE85	199.56294815193598	152.7377928263522	0.38576464497777696
Yy1_p1_3	Yy1_p1	R1	RE127	87.18684005350946	372.21635223434106	-2.093832437526467
Yy1_p1_3	Yy1_p1	R1	RE57L	23.463287260056745	79.35811819384094	-1.7575397050383048
Yy1_p1_3	Yy1_p1	R1	RE57R	82.31908975278441	156.90794408743196	-0.9305361581454548
Yy1_p1_3	Yy1_p1	R2	noRE	168.2099054575461	191.8428875428639	-0.18965204907920533
Yy1_p1_3	Yy1_p1	R2	RE57M	170.7678049619835	188.4414316073666	-0.14207226663266903
Yy1_p1_3	Yy1_p1	R2	RE97	125.45416878235953	354.0844904912326	-1.496858991582921
Yy1_p1_3	Yy1_p1	R2	RE93	276.72669698347204	249.34877743507187	0.15029098004749591
Yy1_p1_3	Yy1_p1	R2	RE95	74.26401891915363	336.253213066878	-2.1786614089542673
Yy1_p1_3	Yy1_p1	R2	RE96	165.25678188347877	365.15060569482677	-1.1437343562100655
Yy1_p1_3	Yy1_p1	R2	RE58	114.04251351280942	372.50073686585284	-1.7075837675190093
Yy1_p1_3	Yy1_p1	R2	RE61	61.58179581305055	623.4920565244224	-3.33958422045847
Yy1_p1_3	Yy1_p1	R2	RE85	317.2288408798643	186.12934771147326	0.7691863603226419
Yy1_p1_3	Yy1_p1	R2	RE127	164.92926637758413	426.23539252328584	-1.369749343655001
Yy1_p1_3	Yy1_p1	R2	RE57L	29.378809281819795	139.2301625716622	-2.244236590616957
Yy1_p1_3	Yy1_p1	R2	RE57R	202.57483565961527	231.44110739818043	-0.19218127905391028
Yy1_p1_3	Yy1_p1	R3	noRE	43.29309549013977	191.0513418307291	-2.141493838106331
Yy1_p1_3	Yy1_p1	R3	RE57M	87.3284666916304	322.5479426632959	-1.8848692335988833
Yy1_p1_3	Yy1_p1	R3	RE97	107.28549032922088	428.33086490495486	-1.99716988055728
Yy1_p1_3	Yy1_p1	R3	RE93	119.59401041742235	257.26747237609186	-1.1050593728768048
Yy1_p1_3	Yy1_p1	R3	RE95	240.39584145569668	397.349165320357	-0.7249716698864946
Yy1_p1_3	Yy1_p1	R3	RE96	106.16470661383403	877.0663293969582	-3.046262279500099
Yy1_p1_3	Yy1_p1	R3	RE58	63.669777029739954	236.15160990893173	-1.8908672718596289
Yy1_p1_3	Yy1_p1	R3	RE61	101.69701373322751	402.0195326848181	-1.982882313097487
Yy1_p1_3	Yy1_p1	R3	RE85	116.41153529417055	204.77730673732108	-0.8147683478471214
Yy1_p1_3	Yy1_p1	R3	RE127	119.47270933373395	249.05098781238658	-1.0596972027200577
Yy1_p1_3	Yy1_p1	R3	RE57L	73.70230902273875	168.64683206456485	-1.1941133048387231
Yy1_p1_3	Yy1_p1	R3	RE57R	139.4734478640619	183.70681427271873	-0.3973897405815357
gRNA_4507	RE96	R1	noRE	473.7713880179163	351.3244537585641	0.4313764630154147
gRNA_4507	RE96	R1	RE57M	311.92407685407244	322.51784716470917	-0.048182561932759584
gRNA_4507	RE96	R1	RE97	442.9487912376918	410.7155268196614	0.10899787570513496
gRNA_4507	RE96	R1	RE93	431.93008284659743	389.16422263342326	0.15041504602144148
gRNA_4507	RE96	R1	RE95	331.0138582612816	618.093496210172	-0.9009132236660291
gRNA_4507	RE96	R1	RE96	73.64952619630421	633.9804019740023	-3.1055169770029214
gRNA_4507	RE96	R1	RE58	230.07164084637293	561.1832106230225	-1.2863516855543395
gRNA_4507	RE96	R1	RE61	335.858334464011	261.75706701490765	0.3596121824074697
gRNA_4507	RE96	R1	RE85	319.70285900410903	311.53126906872717	0.037353485168998425
gRNA_4507	RE96	R1	RE127	540.7113677002735	346.7552988241744	0.6409258348226161
gRNA_4507	RE96	R1	RE57L	392.35830362650444	286.80302364791635	0.4520979665540354
gRNA_4507	RE96	R1	RE57R	462.83488218147147	489.34002901843184	-0.08033801545680434
gRNA_4507	RE96	R2	noRE	224.98074854946793	271.3874994508806	-0.2705417482712031
gRNA_4507	RE96	R2	RE57M	320.89334778570526	151.80004212815643	1.079871613262982
gRNA_4507	RE96	R2	RE97	417.58316180413954	207.87544526030229	1.0063093336619782
gRNA_4507	RE96	R2	RE93	267.3461309840323	215.8425354672341	0.3087167216358558
gRNA_4507	RE96	R2	RE95	413.42855893137073	300.9287398856501	0.4582031095817092
gRNA_4507	RE96	R2	RE96	119.49336536190003	616.6988007290408	-2.367538187563209
gRNA_4507	RE96	R2	RE58	289.0845109975867	332.4181611629275	-0.20150138627524997
gRNA_4507	RE96	R2	RE61	409.70745785825466	328.1921845011321	0.3200445252437657
gRNA_4507	RE96	R2	RE85	295.80559448278257	504.87585566737124	-0.7712591521209975
gRNA_4507	RE96	R2	RE127	469.2704409384846	250.3615655112504	0.9063796058646503
gRNA_4507	RE96	R2	RE57L	319.9025899575933	304.0025492122264	0.07354689259282483
gRNA_4507	RE96	R2	RE57R	517.4313354261766	236.51657027971947	1.1293930490472313
gRNA_4507	RE96	R3	noRE	281.96016037167954	492.8053303297311	-0.8055046387889627
gRNA_4507	RE96	R3	RE57M	227.41788200945416	145.25337815300742	0.6467380994069805
gRNA_4507	RE96	R3	RE97	413.24781460144334	287.1626643588148	0.5251236735891968
gRNA_4507	RE96	R3	RE93	336.43574556873483	314.3486928095372	0.09796222024196113
gRNA_4507	RE96	R3	RE95	297.57106861272723	533.9007266292508	-0.8433157854182839
gRNA_4507	RE96	R3	RE96	31.84941198415021	555.0868297346196	-4.122947908610294
gRNA_4507	RE96	R3	RE58	254.67910811895982	543.3896738210623	-1.0932764360698237
gRNA_4507	RE96	R3	RE61	297.5579290712953	357.5537358878609	-0.2649813800940281
gRNA_4507	RE96	R3	RE85	426.84229607862534	364.5866238194872	0.22743573766435338
gRNA_4507	RE96	R3	RE127	236.9374739727833	399.62102946366605	-0.754101325035897
gRNA_4507	RE96	R3	RE57L	198.60832747180126	333.00083567657714	-0.7455703677640815
gRNA_4507	RE96	R3	RE57R	532.8427352864888	194.72922312908187	1.4521933781576906
Arnt_p1_2	Arnt_p1	R1	noRE	276.5948565884945	472.8104798246096	-0.7734660386569848
Arnt_p1_2	Arnt_p1	R1	RE57M	538.0166963187693	636.2397530431081	-0.2419154316457518
Arnt_p1_2	Arnt_p1	R1	RE97	401.5219258701379	436.99025749162627	-0.12211942857311331
Arnt_p1_2	Arnt_p1	R1	RE93	465.9144294665074	303.2448488052649	0.6195652630943925
Arnt_p1_2	Arnt_p1	R1	RE95	415.29979439262644	409.0789152941258	0.02177344935777361
Arnt_p1_2	Arnt_p1	R1	RE96	247.73022447847782	518.0083772226604	-1.0641751482958908
Arnt_p1_2	Arnt_p1	R1	RE58	270.5237974787022	415.3639511697962	-0.6186019055218688
Arnt_p1_2	Arnt_p1	R1	RE61	374.89051928009883	508.82809396627266	-0.44069885754428034
Arnt_p1_2	Arnt_p1	R1	RE85	494.13193459282894	543.6658000162669	-0.13782111955531906
Arnt_p1_2	Arnt_p1	R1	RE127	412.9902949903079	457.08653026822986	-0.14635605565622145
Arnt_p1_2	Arnt_p1	R1	RE57L	419.7321387632373	246.42784070719026	0.7682795056702745
Arnt_p1_2	Arnt_p1	R1	RE57R	388.91569954631814	323.56722933283993	0.2653844822541847
Arnt_p1_2	Arnt_p1	R2	noRE	626.5818978293593	418.7789862216175	0.5813026138364369
Arnt_p1_2	Arnt_p1	R2	RE57M	495.41429131828176	462.3794386662236	0.09955616165359865
Arnt_p1_2	Arnt_p1	R2	RE97	383.5313159917848	394.86388405904313	-0.042009958147343186
Arnt_p1_2	Arnt_p1	R2	RE93	341.6089451462635	239.21898335177207	0.5139957974350794
Arnt_p1_2	Arnt_p1	R2	RE95	433.33437843547375	358.6104745739842	0.27305613160519315
Arnt_p1_2	Arnt_p1	R2	RE96	289.834971303332	565.9834388269815	-0.9655038733458634
Arnt_p1_2	Arnt_p1	R2	RE58	409.75740320300133	472.9743932945191	-0.20698735761440393
Arnt_p1_2	Arnt_p1	R2	RE61	482.6001957594166	469.2636580172089	0.04042891557236907
Arnt_p1_2	Arnt_p1	R2	RE85	520.7496816521409	509.5290893601581	0.03142492905570157
Arnt_p1_2	Arnt_p1	R2	RE127	410.144854878596	387.9569713500781	0.08023486809400106
Arnt_p1_2	Arnt_p1	R2	RE57L	153.05996934478955	347.5745785062358	-1.1831728050569845
Arnt_p1_2	Arnt_p1	R2	RE57R	444.44825375666164	414.15777113358604	0.10183262544404174
Arnt_p1_2	Arnt_p1	R3	noRE	639.4057180082182	462.4513788239143	0.4674213206430533
Arnt_p1_2	Arnt_p1	R3	RE57M	407.53284456094184	634.4154898741648	-0.6384990002758069
Arnt_p1_2	Arnt_p1	R3	RE97	601.5934531794089	401.786416939014	0.5823481493035548
Arnt_p1_2	Arnt_p1	R3	RE93	480.44514219594237	495.2398843239768	-0.04375489840828896
Arnt_p1_2	Arnt_p1	R3	RE95	499.41694630345637	459.2737105650879	0.12088804683581446
Arnt_p1_2	Arnt_p1	R3	RE96	474.20235620845864	507.0084429072117	-0.09650497196092181
Arnt_p1_2	Arnt_p1	R3	RE58	397.9361064358747	254.2244371978806	0.6464135977023416
Arnt_p1_2	Arnt_p1	R3	RE61	312.15333382004553	389.83712260346	-0.3206073955442671
Arnt_p1_2	Arnt_p1	R3	RE85	393.58185742314805	627.4764094957778	-0.6728838378851062
Arnt_p1_2	Arnt_p1	R3	RE127	608.4072424894351	297.0706227173892	1.0342065319966167
Arnt_p1_2	Arnt_p1	R3	RE57L	165.24833496677215	207.8955493450454	-0.33120522932907015
Arnt_p1_2	Arnt_p1	R3	RE57R	283.00922916105765	545.8716766960786	-0.9476881944193516
Klf5_p1_5	Klf5_p1	R1	noRE	298.5033600806525	522.0615714730064	-0.8064520999907816
Klf5_p1_5	Klf5_p1	R1	RE57M	630.1285042488308	439.7970643155125	0.5187981900044819
Klf5_p1_5	Klf5_p1	R1	RE97	590.8108337803458	409.33264625797904	0.529411722040402
Klf5_p1_5	Klf5_p1	R1	RE93	658.8578167279317	687.3549906252671	-0.06108731505302254
Klf5_p1_5	Klf5_p1	R1	RE95	499.58573052397134	591.2427565962719	-0.24301385681502266
Klf5_p1_5	Klf5_p1	R1	RE96	783.3631422697812	516.0755101434714	0.6020895413240628
Klf5_p1_5	Klf5_p1	R1	RE58	488.79689264064575	623.0459267546944	-0.3500970396058129
Klf5_p1_5	Klf5_p1	R1	RE61	848.7230884428387	594.3526802186682	0.5139673905007048
Klf5_p1_5	Klf5_p1	R1	RE85	665.5449454739628	679.5822500203336	-0.030111626301610357
Klf5_p1_5	Klf5_p1	R1	RE127	548.35933612602	729.8835310914441	-0.41253813438331055
Klf5_p1_5	Klf5_p1	R1	RE57L	607.4384368436912	380.08361871786974	0.6764071465825154
Klf5_p1_5	Klf5_p1	R1	RE57R	407.3954952051065	476.9292311810079	-0.22734001821107963
Klf5_p1_5	Klf5_p1	R2	noRE	712.7894743763517	423.45808103973616	0.7512430426721095
Klf5_p1_5	Klf5_p1	R2	RE57M	647.4164034273	574.0484351742928	0.1735186021797266
Klf5_p1_5	Klf5_p1	R2	RE97	366.50539308560747	415.75089052060457	-0.1818802636230809
Klf5_p1_5	Klf5_p1	R2	RE93	337.7003759798303	584.4111971134497	-0.7912219999272212
Klf5_p1_5	Klf5_p1	R2	RE95	411.8973420464397	715.4323682273999	-0.79651571495236
Klf5_p1_5	Klf5_p1	R2	RE96	450.00692912885756	588.2981980638876	-0.38659286529809606
Klf5_p1_5	Klf5_p1	R2	RE58	582.5892744569102	886.0921402060029	-0.6049691017289585
Klf5_p1_5	Klf5_p1	R2	RE61	669.8591258848152	794.5320814091995	-0.24624437126592919
Klf5_p1_5	Klf5_p1	R2	RE85	1011.8364067544762	642.1462496045827	0.6559940306695553
Klf5_p1_5	Klf5_p1	R2	RE127	777.9682376301138	626.9384657017263	0.31138293893556457
Klf5_p1_5	Klf5_p1	R2	RE57L	408.03901780305273	270.44707837661	0.5933428135219603
Klf5_p1_5	Klf5_p1	R2	RE57R	482.343315392756	447.6558261517437	0.10766809242849357
Klf5_p1_5	Klf5_p1	R3	noRE	663.8274641821431	998.109346573622	-0.5883822796816504
Klf5_p1_5	Klf5_p1	R3	RE57M	740.4726238227827	613.0546989693107	0.2724265467493473
Klf5_p1_5	Klf5_p1	R3	RE97	578.5469404420207	872.3470854261475	-0.5924598465067694
Klf5_p1_5	Klf5_p1	R3	RE93	462.6508776701667	535.4379268827412	-0.21079116690965052
Klf5_p1_5	Klf5_p1	R3	RE95	643.6544511768744	668.8644790857157	-0.055426707553040765
Klf5_p1_5	Klf5_p1	R3	RE96	887.3600061139628	559.457592173475	0.6654812258282957
Klf5_p1_5	Klf5_p1	R3	RE58	533.234382624072	768.6975873566247	-0.5276380455229716
Klf5_p1_5	Klf5_p1	R3	RE61	810.7511928176748	634.7035652387583	0.35317135913737563
Klf5_p1_5	Klf5_p1	R3	RE85	532.1670184876368	503.64148413773563	0.0794804450053887
Klf5_p1_5	Klf5_p1	R3	RE127	459.8193350827744	546.1216105297758	-0.24815015698916515
Klf5_p1_5	Klf5_p1	R3	RE57L	647.8045056209143	287.006245113514	1.1744483770630303
Klf5_p1_5	Klf5_p1	R3	RE57R	265.5750481780499	583.13791616283	-1.1346879425703171
Zfp771_p2_6	Zfp771_p2	R1	noRE	369.7059964301659	394.0087331871747	-0.09184675697921049
Zfp771_p2_6	Zfp771_p2	R1	RE57M	454.27868910962223	278.5381407331579	0.7056826993322922
Zfp771_p2_6	Zfp771_p2	R1	RE97	372.2044519177151	456.35058535517936	-0.2940401234895861
Zfp771_p2_6	Zfp771_p2	R1	RE93	490.0323528741854	409.3805458871076	0.2594286559843151
Zfp771_p2_6	Zfp771_p2	R1	RE95	335.22815506784883	420.66158728443565	-0.3275080214173145
Zfp771_p2_6	Zfp771_p2	R1	RE96	303.5253200817386	448.4251623718553	-0.5630350045056172
Zfp771_p2_6	Zfp771_p2	R1	RE58	748.3648976980921	128.1441977013201	2.5458804329149487
Zfp771_p2_6	Zfp771_p2	R1	RE61	499.248875554611	577.9388707358852	-0.21115379246465135
Zfp771_p2_6	Zfp771_p2	R1	RE85	423.25441396455943	356.6124678324523	0.24716160078756544
Zfp771_p2_6	Zfp771_p2	R1	RE127	301.32995597440987	528.6199660396505	-0.8108662294186542
Zfp771_p2_6	Zfp771_p2	R1	RE57L	443.19542602329403	208.83715314168666	1.0855280661274518
Zfp771_p2_6	Zfp771_p2	R1	RE57R	285.5968419994561	571.7831860813199	-1.0014628868364541
Zfp771_p2_6	Zfp771_p2	R2	noRE	321.70144418755694	301.80161576865174	0.09211892597937718
Zfp771_p2_6	Zfp771_p2	R2	RE57M	264.59626922680957	619.4139650056958	-1.2270799574744495
Zfp771_p2_6	Zfp771_p2	R2	RE97	514.362092007674	789.7277681180863	-0.6185613176012198
Zfp771_p2_6	Zfp771_p2	R2	RE93	469.8100138052732	364.6725869987926	0.365466856875027
Zfp771_p2_6	Zfp771_p2	R2	RE95	248.05713535882242	273.20573561683835	-0.13930996121733952
Zfp771_p2_6	Zfp771_p2	R2	RE96	294.9197953612852	523.3825348292518	-0.827521768896045
Zfp771_p2_6	Zfp771_p2	R2	RE58	301.019192644276	583.0678678918873	-0.9537851621344229
Zfp771_p2_6	Zfp771_p2	R2	RE61	431.07257069135386	667.3484731615448	-0.6304976832331997
Zfp771_p2_6	Zfp771_p2	R2	RE85	265.3186669177047	409.4845649652412	-0.6260637466032618
Zfp771_p2_6	Zfp771_p2	R2	RE127	473.0046884791092	627.9730176253264	-0.4088405611041091
Zfp771_p2_6	Zfp771_p2	R2	RE57L	503.79217398083574	560.4264457470863	-0.1536934312045687
Zfp771_p2_6	Zfp771_p2	R2	RE57R	536.6127863777799	550.1801763588325	-0.03602206415051862
Zfp771_p2_6	Zfp771_p2	R3	noRE	324.14317649027726	251.75924484236262	0.36457365068961956
Zfp771_p2_6	Zfp771_p2	R3	RE57M	272.901458411345	585.2856707930005	-1.1007326390292729
Zfp771_p2_6	Zfp771_p2	R3	RE97	371.128325805527	392.1338904059446	-0.07942613400035899
Zfp771_p2_6	Zfp771_p2	R3	RE93	353.4023698840093	416.4517209087987	-0.23683135938695785
Zfp771_p2_6	Zfp771_p2	R3	RE95	463.89900216045254	507.70188056417237	-0.1301681778520342
Zfp771_p2_6	Zfp771_p2	R3	RE96	233.56235455043486	212.7104386909566	0.13491087044913436
Zfp771_p2_6	Zfp771_p2	R3	RE58	230.80294173280734	462.6643785970907	-1.0032730908720608
Zfp771_p2_6	Zfp771_p2	R3	RE61	448.22017163903973	553.6905381977267	-0.30486616017516227
Zfp771_p2_6	Zfp771_p2	R3	RE85	604.231302241171	362.51117814309544	0.7370595227846282
Zfp771_p2_6	Zfp771_p2	R3	RE127	480.9027543769627	342.64858127129	0.4890033715370643
Zfp771_p2_6	Zfp771_p2	R3	RE57L	355.32271086751945	292.5255959810816	0.28055832123514113
Zfp771_p2_6	Zfp771_p2	R3	RE57R	572.9582779367106	528.5507484932222	0.11638597437642542
Sall4_p1_8	Sall4_p1	R1	noRE	657.2551047647394	804.434496923815	-0.29151749273025446
Sall4_p1_8	Sall4_p1	R1	RE57M	860.4080240739851	589.3280661827868	0.5459422917946055
Sall4_p1_8	Sall4_p1	R1	RE97	694.6966653943656	638.8908194972511	0.12081194926841045
Sall4_p1_8	Sall4_p1	R1	RE93	561.289853851416	1162.4385870868487	-1.0503233211748533
Sall4_p1_8	Sall4_p1	R1	RE95	747.8461242199326	819.7372858596575	-0.132418475012252
Sall4_p1_8	Sall4_p1	R1	RE96	687.3955778321726	778.9454329131797	-0.18037923016850207
Sall4_p1_8	Sall4_p1	R1	RE58	372.496942322699	568.5478196863169	-0.6100397589674909
Sall4_p1_8	Sall4_p1	R1	RE61	371.25961836697434	718.7520784039708	-0.953047033049794
Sall4_p1_8	Sall4_p1	R1	RE85	498.1533542029435	606.9140490280603	-0.2848970895126916
Sall4_p1_8	Sall4_p1	R1	RE127	450.4653402764655	1193.0322169335232	-1.405125057138833
Sall4_p1_8	Sall4_p1	R1	RE57L	470.5692611600269	620.942468674615	-0.40004509924529735
Sall4_p1_8	Sall4_p1	R1	RE57R	729.9519285221393	655.1128287040239	0.1560557992777269
Sall4_p1_8	Sall4_p1	R2	noRE	508.834964009077	954.5353428962009	-0.9075875704962468
Sall4_p1_8	Sall4_p1	R2	RE57M	713.0963284126783	378.6276912851718	0.9132991766641546
Sall4_p1_8	Sall4_p1	R2	RE97	465.07652570031854	1108.0059618180705	-1.2524076162627873
Sall4_p1_8	Sall4_p1	R2	RE93	482.3174351378595	724.6698844206776	-0.5873309747339459
Sall4_p1_8	Sall4_p1	R2	RE95	409.6005167190432	872.8274892374279	-1.0914603112782653
Sall4_p1_8	Sall4_p1	R2	RE96	872.0473259389726	557.868980922652	0.6444707794244919
Sall4_p1_8	Sall4_p1	R2	RE58	504.7928311303425	647.7344233592736	-0.35970468829447977
Sall4_p1_8	Sall4_p1	R2	RE61	501.45176590626875	836.9266174917511	-0.7389786630387467
Sall4_p1_8	Sall4_p1	R2	RE85	344.41988438385266	704.964904457205	-1.0333615783960257
Sall4_p1_8	Sall4_p1	R2	RE127	524.0394048676446	809.0196042553629	-0.6264896666012141
Sall4_p1_8	Sall4_p1	R2	RE57L	445.7599581155127	625.5340757266406	-0.4888121480419543
Sall4_p1_8	Sall4_p1	R2	RE57R	440.2376913526512	846.5872086407127	-0.9433602932586468
Sall4_p1_8	Sall4_p1	R3	noRE	578.3513525734056	705.2829908704484	-0.2862515510956669
Sall4_p1_8	Sall4_p1	R3	RE57M	1080.689775308926	311.86754721086885	1.792914191053338
Sall4_p1_8	Sall4_p1	R3	RE97	348.08181306813884	991.7971012728814	-1.5105916719382024
Sall4_p1_8	Sall4_p1	R3	RE93	263.1895869393793	1336.9868955045024	-2.344766985461114
Sall4_p1_8	Sall4_p1	R3	RE95	387.66536595107846	637.1083020371358	-0.7167122164413559
Sall4_p1_8	Sall4_p1	R3	RE96	667.9529457787057	603.1652165620277	0.1471909216687183
Sall4_p1_8	Sall4_p1	R3	RE58	218.29637838767985	610.8615623664714	-1.484514797811431
Sall4_p1_8	Sall4_p1	R3	RE61	512.7224442383554	589.0195274336653	-0.2001337664332117
Sall4_p1_8	Sall4_p1	R3	RE85	426.84229607862534	626.7845942703138	-0.5542557977947912
Sall4_p1_8	Sall4_p1	R3	RE127	639.5303852570464	760.9891294267368	-0.2508593390059609
Sall4_p1_8	Sall4_p1	R3	RE57L	435.231530123752	565.4268333219229	-0.3775496422892105
Sall4_p1_8	Sall4_p1	R3	RE57R	313.64599380110036	563.7174815111426	-0.8458147680000859
Ybx3_p1_8	Ybx3_p1	R1	noRE	722.9806152412133	262.6724887914498	1.4606568911709736
Ybx3_p1_8	Ybx3_p1	R1	RE57M	353.79308045864593	384.0894361688809	-0.11853323689353985
