sgRNA	Gene	replicate	reporter	H	L	lfc
Stag2_p3_3	Stag2_p3	R1	RE57L	1032.3846394424968	1003.8105827677072	0.04049312243076099
Stag2_p3_3	Stag2_p3	R1	RE57R	1253.2661419505544	835.0693973466717	0.585719050247246
Stag2_p3_3	Stag2_p3	R2	noRE	874.6915083792398	727.5992442174472	0.2656269092573584
Stag2_p3_3	Stag2_p3	R2	RE57M	767.5168376862774	837.5174738105183	-0.12591931935886158
Stag2_p3_3	Stag2_p3	R2	RE97	784.9846560953354	1067.22656825026	-0.44312526769657706
Stag2_p3_3	Stag2_p3	R2	RE93	902.8794774460741	968.5641573493573	-0.10131311227363968
Stag2_p3_3	Stag2_p3	R2	RE95	598.705802008022	916.2005765612141	-0.6138078691112407
Stag2_p3_3	Stag2_p3	R2	RE96	1024.5920476775684	480.7816308315219	1.0915799918466151
Stag2_p3_3	Stag2_p3	R2	RE58	768.6819030960294	1060.3177359280517	-0.4640328780386449
Stag2_p3_3	Stag2_p3	R2	RE61	786.7388607952988	684.1600995391083	0.20154812950374829
Stag2_p3_3	Stag2_p3	R2	RE85	892.360609539982	763.1303256170404	0.225694635791742
Stag2_p3_3	Stag2_p3	R2	RE127	885.0166671280174	734.5318657561479	0.26887620573544985
Stag2_p3_3	Stag2_p3	R2	RE57L	997.42871018524	1335.7080704267016	-0.42131543117444664
Stag2_p3_3	Stag2_p3	R2	RE57R	1141.06241148684	1199.8394251958302	-0.07246301980463848
Stag2_p3_3	Stag2_p3	R3	noRE	588.342066917284	1024.8922449611075	-0.8007346922024673
Stag2_p3_3	Stag2_p3	R3	RE57M	616.7572960096396	508.386823535526	0.2787712521906726
Stag2_p3_3	Stag2_p3	R3	RE97	629.4082099314292	605.6960399501052	0.055401120726184555
Stag2_p3_3	Stag2_p3	R3	RE93	537.5523167205247	835.3153243711232	-0.6359061682622549
Stag2_p3_3	Stag2_p3	R3	RE95	790.0576843516951	968.1664477685821	-0.29329374616844406
Stag2_p3_3	Stag2_p3	R3	RE96	828.969417476354	738.6588521665411	0.1664085377874759
Stag2_p3_3	Stag2_p3	R3	RE58	1327.969635191719	984.3666596714145	0.4319506669607346
Stag2_p3_3	Stag2_p3	R3	RE61	837.1170852670301	770.5374376459014	0.11956287974524209
Stag2_p3_3	Stag2_p3	R3	RE85	870.3148114849894	484.2706578247458	0.8457105428002243
Stag2_p3_3	Stag2_p3	R3	RE127	965.8213981432947	791.1031377569926	0.28788733425500784
Stag2_p3_3	Stag2_p3	R3	RE57L	1391.0341060817955	1495.1308239033058	-0.10411321058523858
Stag2_p3_3	Stag2_p3	R3	RE57R	1131.1905971790359	1525.2914350757733	-0.43123959409834234
Zfp748_p1_2	Zfp748_p1	R1	noRE	629.8694753995419	584.4462875609757	0.10798067454561627
Zfp748_p1_2	Zfp748_p1	R1	RE57M	611.2874526267728	741.791048478831	-0.27915775180430935
Zfp748_p1_2	Zfp748_p1	R1	RE97	509.86911221604817	439.756018614991	0.21341910824310084
Zfp748_p1_2	Zfp748_p1	R1	RE93	530.5943149689166	481.14849343768697	0.1411242123493914
Zfp748_p1_2	Zfp748_p1	R1	RE95	754.3591283755364	695.4868045090607	0.11722675045279442
Zfp748_p1_2	Zfp748_p1	R1	RE96	542.3283292636946	514.1426430642824	0.07699640078386251
Zfp748_p1_2	Zfp748_p1	R1	RE58	799.7728467516773	499.3204944913508	0.6796133236111165
Zfp748_p1_2	Zfp748_p1	R1	RE61	438.4312852597766	616.8136826687924	-0.4924745037276594
Zfp748_p1_2	Zfp748_p1	R1	RE85	417.7249620006519	504.6402846685645	-0.27269607358163966
Zfp748_p1_2	Zfp748_p1	R1	RE127	554.4777108666171	848.7017803388884	-0.6141192163411465
Zfp748_p1_2	Zfp748_p1	R1	RE57L	697.3810380072421	1811.314241582229	-1.3770050937575367
Zfp748_p1_2	Zfp748_p1	R1	RE57R	639.2329316517238	653.3398575843918	-0.03149143387082558
Zfp748_p1_2	Zfp748_p1	R2	noRE	479.39823055400643	648.0546323094305	-0.4348830244858171
Zfp748_p1_2	Zfp748_p1	R2	RE57M	720.6026055538644	471.1035790184165	0.6131489730582123
Zfp748_p1_2	Zfp748_p1	R2	RE97	321.70033280619333	644.5133422424683	-1.0024703348669064
Zfp748_p1_2	Zfp748_p1	R2	RE93	734.029289456159	522.0740027546817	0.4915753318409147
Zfp748_p1_2	Zfp748_p1	R2	RE95	296.290467234149	486.49401039463197	-0.7153907963351585
Zfp748_p1_2	Zfp748_p1	R2	RE96	401.7011005783022	450.35241369028637	-0.16492809984765344
Zfp748_p1_2	Zfp748_p1	R2	RE58	1017.9841419379849	1015.4252511407753	0.003631009785343063
Zfp748_p1_2	Zfp748_p1	R2	RE61	676.1429826004326	571.595296837161	0.2423304141959524
Zfp748_p1_2	Zfp748_p1	R2	RE85	332.06031915476706	411.8111818116346	-0.31052925737724685
Zfp748_p1_2	Zfp748_p1	R2	RE127	649.1366974785669	698.3225484301406	-0.10536967390362754
Zfp748_p1_2	Zfp748_p1	R2	RE57L	544.7774264357201	1463.419190771212	-1.4255876296572654
Zfp748_p1_2	Zfp748_p1	R2	RE57R	564.2153621374042	778.5760060280894	-0.46458489748115256
Zfp748_p1_2	Zfp748_p1	R3	noRE	471.7837329053693	655.2882472138091	-0.4739954182287255
Zfp748_p1_2	Zfp748_p1	R3	RE57M	440.2810195703032	617.3268571502815	-0.48760050929272425
Zfp748_p1_2	Zfp748_p1	R3	RE97	565.0369157338966	469.35410267049986	0.2676631515375647
Zfp748_p1_2	Zfp748_p1	R3	RE93	498.239406721718	453.4339200628619	0.13594395156263325
Zfp748_p1_2	Zfp748_p1	R3	RE95	709.9257371997962	617.6576435948806	0.20085768159835224
Zfp748_p1_2	Zfp748_p1	R3	RE96	481.28000331604756	757.5988227349139	-0.6545466738448887
Zfp748_p1_2	Zfp748_p1	R3	RE58	1225.643207822494	1119.3104367622325	0.13092772651070586
Zfp748_p1_2	Zfp748_p1	R3	RE61	611.5945409234376	651.1498188485917	-0.09041255971357029
Zfp748_p1_2	Zfp748_p1	R3	RE85	825.967559944353	650.3063119360872	0.34496097575047696
Zfp748_p1_2	Zfp748_p1	R3	RE127	543.1490399121855	533.0993366572327	0.026943239742059585
Zfp748_p1_2	Zfp748_p1	R3	RE57L	851.8435295470226	1030.2788286126145	-0.2743715404227482
Zfp748_p1_2	Zfp748_p1	R3	RE57R	724.2801983134962	524.8766122077678	0.46456205116180815
E2f4_p1_12	E2f4_p1	R1	noRE	832.5231327020032	223.27161547273232	1.8986432212726487
E2f4_p1_12	E2f4_p1	R1	RE57M	272.1485234297276	477.91280988952354	-0.8123304060078113
E2f4_p1_12	E2f4_p1	R1	RE97	769.9023594462327	193.60327863553061	1.9915163297207084
E2f4_p1_12	E2f4_p1	R1	RE93	643.5100472866819	297.17995182915956	1.1145997544520803
E2f4_p1_12	E2f4_p1	R1	RE95	409.1699081285287	248.50096270119352	0.7194258108900062
E2f4_p1_12	E2f4_p1	R1	RE96	622.6732669323902	276.39999232403153	1.1716887402556928
E2f4_p1_12	E2f4_p1	R1	RE58	250.29771916253756	106.05037051143734	1.2388170890267625
E2f4_p1_12	E2f4_p1	R1	RE61	1051.1458143495265	246.20714224174483	2.093973423526576
E2f4_p1_12	E2f4_p1	R1	RE85	387.56431492479254	575.2899245221636	-0.56984131637937
E2f4_p1_12	E2f4_p1	R1	RE127	724.2626099181881	156.40361380530942	2.2111667311392185
E2f4_p1_12	E2f4_p1	R1	RE57L	156.42191506704495	549.9378366064416	-1.8137599035671759
E2f4_p1_12	E2f4_p1	R1	RE57R	593.0334425047529	205.66464987731194	1.527773803504615
E2f4_p1_12	E2f4_p1	R2	noRE	603.4530358289467	264.36885722370266	1.190658596731827
E2f4_p1_12	E2f4_p1	R2	RE57M	262.71969994151306	579.2829193856085	-1.1407137339642779
E2f4_p1_12	E2f4_p1	R2	RE97	1146.113441947413	517.2020647624746	1.1479346026022343
E2f4_p1_12	E2f4_p1	R2	RE93	709.79616062427294	336.620849537347	1.0762577018026167
E2f4_p1_12	E2f4_p1	R2	RE95	532.0978675135234	433.2837280077191	0.29637338120272166
E2f4_p1_12	E2f4_p1	R2	RE96	549.1609982589448	334.7213885535912	0.7142515964251165
E2f4_p1_12	E2f4_p1	R2	RE58	621.487496120194	89.78496957455278	2.791042048202074
E2f4_p1_12	E2f4_p1	R2	RE61	727.6706076684952	343.5419303241249	1.0827771749331097
E2f4_p1_12	E2f4_p1	R2	RE85	318.0528118951367	646.7994832973696	-1.0240291303409523
E2f4_p1_12	E2f4_p1	R2	RE127	831.4924523790656	327.95295978126603	1.3421876328044815
E2f4_p1_12	E2f4_p1	R2	RE57L	220.15971893906934	480.2939780799426	-1.1253316962716764
E2f4_p1_12	E2f4_p1	R2	RE57R	763.0474756601212	125.87147946216831	2.5997256894664016
E2f4_p1_12	E2f4_p1	R3	noRE	831.4494492849919	314.25267441316186	1.403674973605713
E2f4_p1_12	E2f4_p1	R3	RE57M	480.30656680396714	373.81384083494555	0.3616269893042049
E2f4_p1_12	E2f4_p1	R3	RE97	753.3825543118621	277.5101378257454	1.4408093131463988
E2f4_p1_12	E2f4_p1	R3	RE93	901.7140093410495	121.39808852746835	2.892821394435505
E2f4_p1_12	E2f4_p1	R3	RE95	570.0196889291835	170.29249942301013	1.7429374526020913
E2f4_p1_12	E2f4_p1	R3	RE96	605.1388276988539	231.65040925932948	1.3852784874043622
E2f4_p1_12	E2f4_p1	R3	RE58	900.4725608491793	215.6690723147897	2.061812140237054
E2f4_p1_12	E2f4_p1	R3	RE61	770.7315346356177	378.2638330261697	1.0268161568577343
E2f4_p1_12	E2f4_p1	R3	RE85	388.0384509805685	583.2002350660867	-0.5877792427314367
E2f4_p1_12	E2f4_p1	R3	RE127	689.7290026241616	209.9841661947573	1.7157012998311452
E2f4_p1_12	E2f4_p1	R3	RE57L	331.272483712731	731.0073593489502	-1.1418437418975382
E2f4_p1_12	E2f4_p1	R3	RE57R	738.6676292218035	92.9031603607749	2.9909900247328878
Zfx_p1_12	Zfx_p1	R1	noRE	821.5688809559242	771.6004358248838	0.09052644144267344
Zfx_p1_12	Zfx_p1	R1	RE57M	709.6796110975205	970.4855219228975	-0.4515333686680816
Zfx_p1_12	Zfx_p1	R1	RE97	1131.9094291196268	1647.0107489636928	-0.541087460371248
Zfx_p1_12	Zfx_p1	R1	RE93	885.7855506092658	850.0963928174259	0.059330341287245215
Zfx_p1_12	Zfx_p1	R1	RE95	1060.8534415804268	940.3023715769738	0.1740269544309114
Zfx_p1_12	Zfx_p1	R1	RE96	807.9129843352159	889.1188564269546	-0.13817474195558124
Zfx_p1_12	Zfx_p1	R1	RE58	1115.80532044175	1352.142224020826	-0.27715931278679024
Zfx_p1_12	Zfx_p1	R1	RE61	945.8496878689176	972.7341830322971	-0.04043426295707797
Zfx_p1_12	Zfx_p1	R1	RE85	1177.7732683123074	1730.5797495567306	-0.5551896788486835
Zfx_p1_12	Zfx_p1	R1	RE127	955.2312563757307	1205.1565280812215	-0.33529545732644384
Zfx_p1_12	Zfx_p1	R1	RE57L	770.3779317051964	895.2152631340301	-0.21666564631853694
Zfx_p1_12	Zfx_p1	R1	RE57R	704.752207169246	1288.0635184126477	-0.8700064724217813
Zfx_p1_12	Zfx_p1	R2	noRE	952.4885896533549	823.5206879888792	0.2098945449977551
Zfx_p1_12	Zfx_p1	R2	RE57M	855.715594095214	1182.993431757357	-0.46723411253461905
Zfx_p1_12	Zfx_p1	R2	RE97	996.4645406141699	1157.7369295836932	-0.21641508036094637
Zfx_p1_12	Zfx_p1	R2	RE93	1143.6473380983605	1209.3415705600985	-0.08057885392767787
Zfx_p1_12	Zfx_p1	R2	RE95	614.7835792997976	1229.6493828908438	-1.000084739472101
Zfx_p1_12	Zfx_p1	R2	RE96	986.4558672429193	985.9066353760323	8.034690128150727e-4
Zfx_p1_12	Zfx_p1	R2	RE58	1009.1436370145113	898.918564430939	0.16686745391364233
Zfx_p1_12	Zfx_p1	R2	RE61	1168.797349104837	1060.594342341075	0.14015059420431714
Zfx_p1_12	Zfx_p1	R2	RE85	967.3419719297681	916.6870374790059	0.07759590008917808
Zfx_p1_12	Zfx_p1	R2	RE127	1125.2532589081966	830.7451946509673	0.4377672498872493
Zfx_p1_12	Zfx_p1	R2	RE57L	925.6138430519027	1007.6657809143321	-0.12253359494894171
Zfx_p1_12	Zfx_p1	R2	RE57R	1221.9987776972634	1231.3072950613723	-0.010947926109919673
Zfx_p1_12	Zfx_p1	R3	noRE	1056.7955617080272	965.9698685086396	0.12964493624786755
Zfx_p1_12	Zfx_p1	R3	RE57M	694.9890474208919	954.8273534469753	-0.45824400561868467
Zfx_p1_12	Zfx_p1	R3	RE97	996.5629990580961	949.5672976907027	0.06969004275133185
Zfx_p1_12	Zfx_p1	R3	RE93	825.1572898696892	976.8124341779737	-0.24340970128597722
Zfx_p1_12	Zfx_p1	R3	RE95	930.3968782825883	884.0125785898451	0.07377854477629858
Zfx_p1_12	Zfx_p1	R3	RE96	1657.0541290642593	897.4632207782827	0.8846886396444359
Zfx_p1_12	Zfx_p1	R3	RE58	1284.765143635824	949.4258602461133	0.43637344003730766
Zfx_p1_12	Zfx_p1	R3	RE61	990.6042448829198	1130.5276555500338	-0.19061377369752508
Zfx_p1_12	Zfx_p1	R3	RE85	981.1829403365804	1117.281589124235	-0.1873969885178255
Zfx_p1_12	Zfx_p1	R3	RE127	1048.1471306253634	922.9536607164914	0.1835092576620566
Zfx_p1_12	Zfx_p1	R3	RE57L	1721.5307760153398	1126.5608381912932	0.6117623203093788
Zfx_p1_12	Zfx_p1	R3	RE57R	735.1130874679865	1153.153917020466	-0.6495398630035755
Zfp296_p1_10	Zfp296_p1	R1	noRE	651.7779788917	390.7253270772816	0.7382110462447843
Zfp296_p1_10	Zfp296_p1	R1	RE57M	529.6428955978545	507.2326141772244	0.062371255572619494
Zfp296_p1_10	Zfp296_p1	R1	RE97	615.0296166106081	356.7831849140493	0.7855912832231806
Zfp296_p1_10	Zfp296_p1	R1	RE93	510.8614685444528	210.24976183831697	1.280787582709842
Zfp296_p1_10	Zfp296_p1	R1	RE95	411.0854975860592	197.43190892573637	1.0580453231930225
Zfp296_p1_10	Zfp296_p1	R1	RE96	287.9026933128256	253.20558737376314	0.18526517841593124
Zfp296_p1_10	Zfp296_p1	R1	RE58	538.5193351678838	299.0031279697469	0.8488161080935404
Zfp296_p1_10	Zfp296_p1	R1	RE61	1540.4097123930453	317.9095731402179	2.2765897444421324
Zfp296_p1_10	Zfp296_p1	R1	RE85	1102.371650622659	264.4315091663278	2.059603221000186
Zfp296_p1_10	Zfp296_p1	R1	RE127	758.6784678340472	244.9110851835078	1.6311906282956679
Zfp296_p1_10	Zfp296_p1	R1	RE57L	461.44464944778264	569.429304232999	-0.30335320465628635
Zfp296_p1_10	Zfp296_p1	R1	RE57R	973.5492349334401	441.46980878836786	1.140921303210076
Zfp296_p1_10	Zfp296_p1	R2	noRE	571.9136785556568	327.5366372683042	0.8041222992771246
Zfp296_p1_10	Zfp296_p1	R2	RE57M	546.0816620212879	291.3862877632428	0.9061606309118092
Zfp296_p1_10	Zfp296_p1	R2	RE97	1009.9060586979941	295.40194852779797	1.7734353002355485
Zfp296_p1_10	Zfp296_p1	R2	RE93	600.3562239641428	208.0503861723881	1.5288405064679123
Zfp296_p1_10	Zfp296_p1	R2	RE95	342.9925822245446	254.42563595086912	0.43091869055663545
Zfp296_p1_10	Zfp296_p1	R2	RE96	429.66763289704477	336.75000302967356	0.35153387903689215
Zfp296_p1_10	Zfp296_p1	R2	RE58	831.0074628065183	258.66622186954487	1.6837313495949158
Zfp296_p1_10	Zfp296_p1	R2	RE61	1131.0942088111326	190.77541237148213	2.567709080294891
Zfp296_p1_10	Zfp296_p1	R2	RE85	872.5853051734449	204.7422824826206	2.091433177154746
Zfp296_p1_10	Zfp296_p1	R2	RE127	640.4234532171097	292.7781943788589	1.1291912860396256
Zfp296_p1_10	Zfp296_p1	R2	RE57L	356.5354262225785	238.39409130975253	0.580676902728952
Zfp296_p1_10	Zfp296_p1	R2	RE57R	936.1483744916632	509.5764733065201	0.8774256356796697
Zfp296_p1_10	Zfp296_p1	R3	noRE	563.9203207433591	298.18293538067064	0.9192708356630772
Zfp296_p1_10	Zfp296_p1	R3	RE57M	931.5036447107242	440.03229263999305	1.0819347133534643
Zfp296_p1_10	Zfp296_p1	R3	RE97	794.7073357720064	174.95204341188298	2.183399840291834
Zfp296_p1_10	Zfp296_p1	R3	RE93	453.54683535465364	389.9210128200142	0.21806444388745944
Zfp296_p1_10	Zfp296_p1	R3	RE95	634.5583923109832	210.38467294684236	1.5926774857609238
Zfp296_p1_10	Zfp296_p1	R3	RE96	387.5011791404942	282.642637712641	0.4552077703881473
Zfp296_p1_10	Zfp296_p1	R3	RE58	1299.5456275891565	1253.0493587004541	0.05256363160101071
Zfp296_p1_10	Zfp296_p1	R3	RE61	930.8101673638462	95.02279863459337	3.29200504754046
Zfp296_p1_10	Zfp296_p1	R3	RE85	709.5560246501824	103.7722838195884	2.7733767432528262
Zfp296_p1_10	Zfp296_p1	R3	RE127	658.6058598565502	161.96453128975466	2.0236702702504896
Zfp296_p1_10	Zfp296_p1	R3	RE57L	821.5867921587404	401.0728297099106	1.0345303428742432
Zfp296_p1_10	Zfp296_p1	R3	RE57R	838.5333261147605	771.5686199454187	0.12007215973839054
gRNA_3988	RE85	R1	noRE	446.38575865271883	449.82663705535776	-0.011077846822402527
gRNA_3988	RE85	R1	RE57M	447.9983385689362	536.5524184649253	-0.26022042514695193
gRNA_3988	RE85	R1	RE97	403.4339350409481	536.5576579327563	-0.4113918955778536
gRNA_3988	RE85	R1	RE93	479.06966041614993	729.8092694580041	-0.6072736786021886
gRNA_3988	RE85	R1	RE95	539.429991240607	676.0068561617213	-0.3255967405246579
gRNA_3988	RE85	R1	RE96	752.1178887319552	545.0685163313069	0.46451393351106546
gRNA_3988	RE85	R1	RE58	372.496942322699	388.8513585419369	-0.0619885671699407
gRNA_3988	RE85	R1	RE61	639.0385607099021	663.4634569882808	-0.05411318568932185
gRNA_3988	RE85	R1	RE85	220.1727236537732	7001.71573634811	-4.990937371963626
gRNA_3988	RE85	R1	RE127	647.7829256607238	931.1470961432376	-0.5234918733658616
gRNA_3988	RE85	R1	RE57L	320.66492588744217	517.9161397913829	-0.6916348218551502
gRNA_3988	RE85	R1	RE57R	241.07733427601147	180.84305420246395	0.41473789766227687
gRNA_3988	RE85	R2	noRE	689.6606123759391	421.11853363067684	0.7116468644126873
gRNA_3988	RE85	R2	RE57M	634.2804184302244	427.482877257452	0.5692431665332932
gRNA_3988	RE85	R2	RE97	902.3739140274002	576.8792260812216	0.6454470303220552
gRNA_3988	RE85	R2	RE93	461.2111616391201	763.6306308949075	-0.7274351581120596
gRNA_3988	RE85	R2	RE95	455.5370232669733	563.4029899790775	-0.30659284460173286
gRNA_3988	RE85	R2	RE96	666.1119515918682	505.1250045445104	0.39911730546648194
gRNA_3988	RE85	R2	RE58	454.8439783127167	514.6602720255614	-0.17824498162942815
gRNA_3988	RE85	R2	RE61	373.26108890767375	779.9132758634921	-1.0631084359200234
gRNA_3988	RE85	R2	RE85	41.19855076361874	3096.7270225496363	-6.231661335822868
gRNA_3988	RE85	R2	RE127	870.7020515556234	697.2879965065404	0.32042035542669384
gRNA_3988	RE85	R2	RE57L	372.49428558554234	502.3304066884071	-0.43140830196472935
gRNA_3988	RE85	R2	RE57R	455.6764201673563	493.3349920855951	-0.11455548656600677
gRNA_3988	RE85	R3	noRE	519.5171458816773	412.45663516727495	0.3329217104943637
gRNA_3988	RE85	R3	RE57M	707.7244488134213	487.0260326306719	0.5391796319750554
gRNA_3988	RE85	R3	RE97	596.8252091647769	667.2308965984226	-0.16087507013704094
gRNA_3988	RE85	R3	RE93	474.65166072243403	695.4261362666233	-0.5510185089668999
gRNA_3988	RE85	R3	RE95	842.0351635853592	583.9167054807643	0.528110321869019
gRNA_3988	RE85	R3	RE96	527.2847095153757	738.6588521665411	-0.48631822220539095
gRNA_3988	RE85	R3	RE58	417.2644316056172	421.69930340880666	-0.015252327032366031
gRNA_3988	RE85	R3	RE61	594.6450386345664	606.0749015475667	-0.027466904488080365
gRNA_3988	RE85	R3	RE85	127.49834817932965	5133.2689729423055	-5.33121705643302
gRNA_3988	RE85	R3	RE127	657.6018875092079	712.1556024047002	-0.11497637667545457
gRNA_3988	RE85	R3	RE57L	222.6585546265897	193.79054157237272	0.20032523199257726
gRNA_3988	RE85	R3	RE57R	515.9163459825979	659.2450249329564	-0.35367154238915316
Csrnp1_p1_1	Csrnp1_p1	R1	noRE	659.9936677012591	1011.2890818470817	-0.6156637765461367
Csrnp1_p1_1	Csrnp1_p1	R1	RE57M	502.42804325488174	727.1311463349806	-0.5332897294346416
Csrnp1_p1_1	Csrnp1_p1	R1	RE97	556.3946687057626	674.8457141009925	-0.2784445578349949
Csrnp1_p1_1	Csrnp1_p1	R1	RE93	708.1899327890912	1092.6922718616377	-0.6256717521044408
Csrnp1_p1_1	Csrnp1_p1	R1	RE95	817.190462582539	746.0293731940492	0.13143824813100696
Csrnp1_p1_1	Csrnp1_p1	R1	RE96	848.0854531695637	635.9132690531915	0.41537394988111775
Csrnp1_p1_1	Csrnp1_p1	R1	RE58	543.5758547469251	849.8758859041576	-0.6447612291111251
Csrnp1_p1_1	Csrnp1_p1	R1	RE61	796.0750252025342	670.3745346652421	0.24793365746251447
Csrnp1_p1_1	Csrnp1_p1	R1	RE85	913.8676063985381	1408.2828210817408	-0.6238744729875008
Csrnp1_p1_1	Csrnp1_p1	R1	RE127	910.8730395064014	911.7481983069201	-0.00138544803259776
Csrnp1_p1_1	Csrnp1_p1	R1	RE57L	513.5852878034643	1259.9841572881762	-1.2947131728080565
Csrnp1_p1_1	Csrnp1_p1	R1	RE57R	649.3128201928811	770.3559514801037	-0.24660802736845658
Csrnp1_p1_1	Csrnp1_p1	R2	noRE	733.8157125585449	729.9387916265065	0.007642198529035097
Csrnp1_p1_1	Csrnp1_p1	R2	RE57M	848.2093169540279	1073.0692633197266	-0.3392474014396495
Csrnp1_p1_1	Csrnp1_p1	R2	RE97	1134.4641262747655	1095.0759101990088	0.05097965150056884
Csrnp1_p1_1	Csrnp1_p1	R2	RE93	836.4338016167093	1113.4981342334927	-0.4127715792470002
Csrnp1_p1_1	Csrnp1_p1	R2	RE95	639.2830494586935	733.318177433085	-0.19798156600484393
Csrnp1_p1_1	Csrnp1_p1	R2	RE96	594.9244147805235	752.6159706265596	-0.3392024375519564
Csrnp1_p1_1	Csrnp1_p1	R2	RE58	416.3877818956065	870.5935442675385	-1.0640535098336712
Csrnp1_p1_1	Csrnp1_p1	R2	RE61	961.4300774894626	1153.4237575563172	-0.26266630312013284
Csrnp1_p1_1	Csrnp1_p1	R2	RE85	864.3455950207211	879.4611679367111	-0.02501132421483249
Csrnp1_p1_1	Csrnp1_p1	R2	RE127	757.4298761566788	735.5664176797482	0.042256147103332815
Csrnp1_p1_1	Csrnp1_p1	R2	RE57L	719.9621780791641	897.9844657949292	-0.31876539638530316
Csrnp1_p1_1	Csrnp1_p1	R2	RE57R	727.0237750924761	844.557023488097	-0.21618952997543875
Csrnp1_p1_1	Csrnp1_p1	R3	noRE	559.4800032571909	701.7119377521171	-0.3267871117837919
Csrnp1_p1_1	Csrnp1_p1	R3	RE57M	713.1824779816482	867.2481107370737	-0.2821699409058704
Csrnp1_p1_1	Csrnp1_p1	R3	RE97	404.5060339079513	802.3662680613943	-0.9880820476200178
Csrnp1_p1_1	Csrnp1_p1	R3	RE93	732.4615862935556	803.1568903241117	-0.13292700074376196
Csrnp1_p1_1	Csrnp1_p1	R3	RE95	797.4211605764642	841.5386917873694	-0.07768676645706084
Csrnp1_p1_1	Csrnp1_p1	R3	RE96	934.2494182017394	833.3587050084054	0.16486827798163203
Csrnp1_p1_1	Csrnp1_p1	R3	RE58	286.5139966338298	854.2423031909826	-1.5760062613735801
Csrnp1_p1_1	Csrnp1_p1	R3	RE61	709.0541790844474	754.0911840360678	-0.08884189975808433
Csrnp1_p1_1	Csrnp1_p1	R3	RE85	770.5334955185574	923.5733259943366	-0.26136573144290304
Csrnp1_p1_1	Csrnp1_p1	R3	RE127	905.5830573027565	1012.4817935902252	-0.16097541181379646
Csrnp1_p1_1	Csrnp1_p1	R3	RE57L	514.3645356007978	1241.2406839951973	-1.270903384634567
Csrnp1_p1_1	Csrnp1_p1	R3	RE57R	1322.1202685269266	1158.9275597547514	0.19006149138414324
Nfe2l2_p1_1	Nfe2l2_p1	R1	noRE	791.444688654207	400.57554540696094	0.9823963930349615
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE57M	563.1380984815133	642.1037139006482	-0.18931443455139443
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE97	531.5385494852302	242.0040982944133	1.1351103749434857
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE93	315.7255427914215	358.8397377528968	-0.18466319039955004
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE95	379.28671259105187	693.3808641471861	-0.8703419605881553
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE96	256.65743977499955	618.5174653404902	-1.268937367993974
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE58	216.5875886355965	362.33876591407756	-0.7423617991842467
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE61	379.42914542150436	518.3308257720944	-0.4500325040600637
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE85	452.9123835891545	1224.5937574623833	-1.4349792700681063
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE127	346.45296968631385	189.1392539040951	0.87317607817937
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE57L	273.7383513673287	304.90224358686254	-0.15554380595536407
Nfe2l2_p1_1	Nfe2l2_p1	R1	RE57R	839.9907117631061	452.10763550615985	0.8936923571663082
Nfe2l2_p1_1	Nfe2l2_p1	R2	noRE	485.7061020086644	519.3795248111682	-0.09670360360559194
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE57M	780.6528226833531	837.5174738105183	-0.10143695044971082
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE97	415.790959392963	356.07372920185753	0.22367657191215945
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE93	407.27290714234164	528.3077221905585	-0.3753745367302401
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE95	545.113211035437	557.5901019872299	-0.0326484743478117
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE96	366.10733217262987	774.9307298634657	-1.0817798991755405
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE58	563.5821888714419	521.0734841380295	0.11313708775635575
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE61	345.61211935895716	453.18297191693074	-0.39092993709162077
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE85	248.8392466122572	951.586290174907	-1.9350776281047901
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE127	508.48004011504236	529.6905848833067	-0.058957585592273744
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE57L	266.2227902821695	690.6417057061948	-1.375270075523617
Nfe2l2_p1_1	Nfe2l2_p1	R2	RE57R	416.37783772992515	513.6368436117513	-0.3028488499129958
Nfe2l2_p1_1	Nfe2l2_p1	R3	noRE	530.6179395970977	742.779048612928	-0.48525190391051687
Nfe2l2_p1_1	Nfe2l2_p1	R3	RE57M	562.1770043273707	534.0197726213509	0.07412992870976862
Nfe2l2_p1_1	Nfe2l2_p1	R3	RE97	363.97595978357896	285.9560985421811	0.34803867693260376
Nfe2l2_p1_1	Nfe2l2_p1	R3	RE93	442.7875126181381	474.33690219341935	-0.0992954075093831
