count	Med	sgRNA	rep	cell	xist_ex
2i_sgOct4_R3	2i	sgOct4	3	38	1
2i_sgOct4_R3	2i	sgOct4	3	39	0
2i_sgOct4_R3	2i	sgOct4	3	40	0
2i_sgOct4_R3	2i	sgOct4	3	41	0
2i_sgOct4_R3	2i	sgOct4	3	42	0
2i_sgOct4_R3	2i	sgOct4	3	43	0
2i_sgOct4_R3	2i	sgOct4	3	44	0
2i_sgOct4_R3	2i	sgOct4	3	45	1
2i_sgOct4_R3	2i	sgOct4	3	46	0
2i_sgOct4_R3	2i	sgOct4	3	47	0
2i_sgOct4_R3	2i	sgOct4	3	48	0
2i_sgOct4_R3	2i	sgOct4	3	49	0
2i_sgOct4_R3	2i	sgOct4	3	50	0
2i_sgOct4_R3	2i	sgOct4	3	51	0
2i_sgOct4_R3	2i	sgOct4	3	52	0
2i_sgOct4_R3	2i	sgOct4	3	53	0
2i_sgOct4_R3	2i	sgOct4	3	54	0
2i_sgOct4_R3	2i	sgOct4	3	55	0
2i_sgOct4_R3	2i	sgOct4	3	56	1
2i_sgOct4_R3	2i	sgOct4	3	57	0
2i_sgOct4_R3	2i	sgOct4	3	58	0
2i_sgOct4_R3	2i	sgOct4	3	59	0
2i_sgOct4_R3	2i	sgOct4	3	60	0
2i_sgOct4_R3	2i	sgOct4	3	61	1
2i_sgOct4_R3	2i	sgOct4	3	62	0
2i_sgOct4_R3	2i	sgOct4	3	63	0
2i_sgOct4_R3	2i	sgOct4	3	64	0
2i_sgOct4_R3	2i	sgOct4	3	65	0
2i_sgOct4_R3	2i	sgOct4	3	66	0
2i_sgOct4_R3	2i	sgOct4	3	67	0
2i_sgOct4_R3	2i	sgOct4	3	68	0
2i_sgOct4_R3	2i	sgOct4	3	69	0
2i_sgOct4_R3	2i	sgOct4	3	70	0
2i_sgOct4_R3	2i	sgOct4	3	71	0
2i_sgOct4_R3	2i	sgOct4	3	72	0
2i_sgOct4_R3	2i	sgOct4	3	73	0
2i_sgOct4_R3	2i	sgOct4	3	74	0
2i_sgOct4_R3	2i	sgOct4	3	75	0
2i_sgOct4_R3	2i	sgOct4	3	76	0
2i_sgOct4_R3	2i	sgOct4	3	77	0
2i_sgOct4_R3	2i	sgOct4	3	78	0
2i_sgOct4_R3	2i	sgOct4	3	79	0
2i_sgOct4_R3	2i	sgOct4	3	80	0
2i_sgOct4_R3	2i	sgOct4	3	81	0
2i_sgOct4_R3	2i	sgOct4	3	82	1
2i_sgOct4_R3	2i	sgOct4	3	83	0
2i_sgOct4_R3	2i	sgOct4	3	84	0
2i_sgOct4_R3	2i	sgOct4	3	85	0
2i_sgOct4_R3	2i	sgOct4	3	86	0
2i_sgOct4_R3	2i	sgOct4	3	87	0
2i_sgOct4_R3	2i	sgOct4	3	88	0
2i_sgOct4_R3	2i	sgOct4	3	89	0
2i_sgOct4_R3	2i	sgOct4	3	90	0
2i_sgOct4_R3	2i	sgOct4	3	91	0
2i_sgOct4_R3	2i	sgOct4	3	92	0
2i_sgOct4_R3	2i	sgOct4	3	93	0
2i_sgOct4_R3	2i	sgOct4	3	94	0
2i_sgOct4_R3	2i	sgOct4	3	95	0
2i_sgOct4_R3	2i	sgOct4	3	96	0
2i_sgOct4_R3	2i	sgOct4	3	97	0
2i_sgOct4_R3	2i	sgOct4	3	98	0
2i_sgOct4_R3	2i	sgOct4	3	99	1
2i_sgOct4_R3	2i	sgOct4	3	100	0
-2iL_sgNT_R1	-2iL	sgNT	1	1	1
-2iL_sgNT_R1	-2iL	sgNT	1	2	0
-2iL_sgNT_R1	-2iL	sgNT	1	3	1
-2iL_sgNT_R1	-2iL	sgNT	1	4	1
-2iL_sgNT_R1	-2iL	sgNT	1	5	2
-2iL_sgNT_R1	-2iL	sgNT	1	6	0
-2iL_sgNT_R1	-2iL	sgNT	1	7	0
-2iL_sgNT_R1	-2iL	sgNT	1	8	1
-2iL_sgNT_R1	-2iL	sgNT	1	9	1
-2iL_sgNT_R1	-2iL	sgNT	1	10	1
-2iL_sgNT_R1	-2iL	sgNT	1	11	0
-2iL_sgNT_R1	-2iL	sgNT	1	12	1
-2iL_sgNT_R1	-2iL	sgNT	1	13	1
-2iL_sgNT_R1	-2iL	sgNT	1	14	2
-2iL_sgNT_R1	-2iL	sgNT	1	15	1
-2iL_sgNT_R1	-2iL	sgNT	1	16	0
-2iL_sgNT_R1	-2iL	sgNT	1	17	1
-2iL_sgNT_R1	-2iL	sgNT	1	18	0
-2iL_sgNT_R1	-2iL	sgNT	1	19	2
-2iL_sgNT_R1	-2iL	sgNT	1	20	0
-2iL_sgNT_R1	-2iL	sgNT	1	21	0
-2iL_sgNT_R1	-2iL	sgNT	1	22	2
-2iL_sgNT_R1	-2iL	sgNT	1	23	1
-2iL_sgNT_R1	-2iL	sgNT	1	24	2
-2iL_sgNT_R1	-2iL	sgNT	1	25	1
-2iL_sgNT_R1	-2iL	sgNT	1	26	1
-2iL_sgNT_R1	-2iL	sgNT	1	27	1
-2iL_sgNT_R1	-2iL	sgNT	1	28	0
-2iL_sgNT_R1	-2iL	sgNT	1	29	1
-2iL_sgNT_R1	-2iL	sgNT	1	30	1
-2iL_sgNT_R1	-2iL	sgNT	1	31	1
-2iL_sgNT_R1	-2iL	sgNT	1	32	2
-2iL_sgNT_R1	-2iL	sgNT	1	33	0
-2iL_sgNT_R1	-2iL	sgNT	1	34	0
-2iL_sgNT_R1	-2iL	sgNT	1	35	2
-2iL_sgNT_R1	-2iL	sgNT	1	36	1
-2iL_sgNT_R1	-2iL	sgNT	1	37	1
-2iL_sgNT_R1	-2iL	sgNT	1	38	1
-2iL_sgNT_R1	-2iL	sgNT	1	39	1
-2iL_sgNT_R1	-2iL	sgNT	1	40	1
-2iL_sgNT_R1	-2iL	sgNT	1	41	1
-2iL_sgNT_R1	-2iL	sgNT	1	42	0
-2iL_sgNT_R1	-2iL	sgNT	1	43	0
-2iL_sgNT_R1	-2iL	sgNT	1	44	1
-2iL_sgNT_R1	-2iL	sgNT	1	45	1
-2iL_sgNT_R1	-2iL	sgNT	1	46	0
-2iL_sgNT_R1	-2iL	sgNT	1	47	0
-2iL_sgNT_R1	-2iL	sgNT	1	48	1
-2iL_sgNT_R1	-2iL	sgNT	1	49	1
-2iL_sgNT_R1	-2iL	sgNT	1	50	0
-2iL_sgNT_R1	-2iL	sgNT	1	51	0
-2iL_sgNT_R1	-2iL	sgNT	1	52	1
-2iL_sgNT_R1	-2iL	sgNT	1	53	0
-2iL_sgNT_R1	-2iL	sgNT	1	54	1
-2iL_sgNT_R1	-2iL	sgNT	1	55	1
-2iL_sgNT_R1	-2iL	sgNT	1	56	1
-2iL_sgNT_R1	-2iL	sgNT	1	57	0
-2iL_sgNT_R1	-2iL	sgNT	1	58	2
-2iL_sgNT_R1	-2iL	sgNT	1	59	1
-2iL_sgNT_R1	-2iL	sgNT	1	60	1
-2iL_sgNT_R1	-2iL	sgNT	1	61	0
-2iL_sgNT_R1	-2iL	sgNT	1	62	1
-2iL_sgNT_R1	-2iL	sgNT	1	63	1
-2iL_sgNT_R1	-2iL	sgNT	1	64	1
-2iL_sgNT_R1	-2iL	sgNT	1	65	1
-2iL_sgNT_R1	-2iL	sgNT	1	66	0
-2iL_sgNT_R1	-2iL	sgNT	1	67	0
-2iL_sgNT_R1	-2iL	sgNT	1	68	1
-2iL_sgNT_R1	-2iL	sgNT	1	69	1
-2iL_sgNT_R1	-2iL	sgNT	1	70	1
-2iL_sgNT_R1	-2iL	sgNT	1	71	1
-2iL_sgNT_R1	-2iL	sgNT	1	72	2
-2iL_sgNT_R1	-2iL	sgNT	1	73	0
-2iL_sgNT_R1	-2iL	sgNT	1	74	0
-2iL_sgNT_R1	-2iL	sgNT	1	75	1
-2iL_sgNT_R1	-2iL	sgNT	1	76	1
-2iL_sgNT_R1	-2iL	sgNT	1	77	1
-2iL_sgNT_R1	-2iL	sgNT	1	78	0
-2iL_sgNT_R1	-2iL	sgNT	1	79	1
-2iL_sgNT_R1	-2iL	sgNT	1	80	0
-2iL_sgNT_R1	-2iL	sgNT	1	81	0
-2iL_sgNT_R1	-2iL	sgNT	1	82	1
-2iL_sgNT_R1	-2iL	sgNT	1	83	1
-2iL_sgNT_R1	-2iL	sgNT	1	84	0
-2iL_sgNT_R1	-2iL	sgNT	1	85	2
-2iL_sgNT_R1	-2iL	sgNT	1	86	0
-2iL_sgNT_R1	-2iL	sgNT	1	87	1
-2iL_sgNT_R1	-2iL	sgNT	1	88	1
-2iL_sgNT_R1	-2iL	sgNT	1	89	1
-2iL_sgNT_R1	-2iL	sgNT	1	90	0
-2iL_sgNT_R1	-2iL	sgNT	1	91	1
-2iL_sgNT_R1	-2iL	sgNT	1	92	0
-2iL_sgNT_R1	-2iL	sgNT	1	93	0
-2iL_sgNT_R1	-2iL	sgNT	1	94	0
-2iL_sgNT_R1	-2iL	sgNT	1	95	1
-2iL_sgNT_R1	-2iL	sgNT	1	96	0
-2iL_sgNT_R1	-2iL	sgNT	1	97	0
-2iL_sgNT_R1	-2iL	sgNT	1	98	1
-2iL_sgNT_R1	-2iL	sgNT	1	99	0
-2iL_sgNT_R1	-2iL	sgNT	1	100	0
-2iL_sgNT_R2	-2iL	sgNT	2	1	2
-2iL_sgNT_R2	-2iL	sgNT	2	2	1
-2iL_sgNT_R2	-2iL	sgNT	2	3	2
-2iL_sgNT_R2	-2iL	sgNT	2	4	2
-2iL_sgNT_R2	-2iL	sgNT	2	5	1
-2iL_sgNT_R2	-2iL	sgNT	2	6	2
-2iL_sgNT_R2	-2iL	sgNT	2	7	2
-2iL_sgNT_R2	-2iL	sgNT	2	8	2
-2iL_sgNT_R2	-2iL	sgNT	2	9	0
-2iL_sgNT_R2	-2iL	sgNT	2	10	1
-2iL_sgNT_R2	-2iL	sgNT	2	11	2
-2iL_sgNT_R2	-2iL	sgNT	2	12	1
-2iL_sgNT_R2	-2iL	sgNT	2	13	1
-2iL_sgNT_R2	-2iL	sgNT	2	14	1
-2iL_sgNT_R2	-2iL	sgNT	2	15	1
-2iL_sgNT_R2	-2iL	sgNT	2	16	1
-2iL_sgNT_R2	-2iL	sgNT	2	17	1
-2iL_sgNT_R2	-2iL	sgNT	2	18	1
-2iL_sgNT_R2	-2iL	sgNT	2	19	1
-2iL_sgNT_R2	-2iL	sgNT	2	20	2
-2iL_sgNT_R2	-2iL	sgNT	2	21	1
-2iL_sgNT_R2	-2iL	sgNT	2	22	1
-2iL_sgNT_R2	-2iL	sgNT	2	23	0
-2iL_sgNT_R2	-2iL	sgNT	2	24	1
-2iL_sgNT_R2	-2iL	sgNT	2	25	1
-2iL_sgNT_R2	-2iL	sgNT	2	26	1
-2iL_sgNT_R2	-2iL	sgNT	2	27	1
-2iL_sgNT_R2	-2iL	sgNT	2	28	0
-2iL_sgNT_R2	-2iL	sgNT	2	29	1
-2iL_sgNT_R2	-2iL	sgNT	2	30	1
-2iL_sgNT_R2	-2iL	sgNT	2	31	1
-2iL_sgNT_R2	-2iL	sgNT	2	32	1
-2iL_sgNT_R2	-2iL	sgNT	2	33	2
-2iL_sgNT_R2	-2iL	sgNT	2	34	1
-2iL_sgNT_R2	-2iL	sgNT	2	35	2
-2iL_sgNT_R2	-2iL	sgNT	2	36	1
-2iL_sgNT_R2	-2iL	sgNT	2	37	1
-2iL_sgNT_R2	-2iL	sgNT	2	38	0
-2iL_sgNT_R2	-2iL	sgNT	2	39	0
-2iL_sgNT_R2	-2iL	sgNT	2	40	1
-2iL_sgNT_R2	-2iL	sgNT	2	41	2
-2iL_sgNT_R2	-2iL	sgNT	2	42	1
-2iL_sgNT_R2	-2iL	sgNT	2	43	1
-2iL_sgNT_R2	-2iL	sgNT	2	44	1
-2iL_sgNT_R2	-2iL	sgNT	2	45	0
-2iL_sgNT_R2	-2iL	sgNT	2	46	1
-2iL_sgNT_R2	-2iL	sgNT	2	47	0
-2iL_sgNT_R2	-2iL	sgNT	2	48	0
-2iL_sgNT_R2	-2iL	sgNT	2	49	1
-2iL_sgNT_R2	-2iL	sgNT	2	50	0
-2iL_sgNT_R2	-2iL	sgNT	2	51	1
-2iL_sgNT_R2	-2iL	sgNT	2	52	0
-2iL_sgNT_R2	-2iL	sgNT	2	53	1
-2iL_sgNT_R2	-2iL	sgNT	2	54	1
-2iL_sgNT_R2	-2iL	sgNT	2	55	0
-2iL_sgNT_R2	-2iL	sgNT	2	56	1
-2iL_sgNT_R2	-2iL	sgNT	2	57	1
-2iL_sgNT_R2	-2iL	sgNT	2	58	2
-2iL_sgNT_R2	-2iL	sgNT	2	59	1
-2iL_sgNT_R2	-2iL	sgNT	2	60	0
-2iL_sgNT_R2	-2iL	sgNT	2	61	1
-2iL_sgNT_R2	-2iL	sgNT	2	62	0
-2iL_sgNT_R2	-2iL	sgNT	2	63	0
-2iL_sgNT_R2	-2iL	sgNT	2	64	2
-2iL_sgNT_R2	-2iL	sgNT	2	65	0
-2iL_sgNT_R2	-2iL	sgNT	2	66	0
-2iL_sgNT_R2	-2iL	sgNT	2	67	0
-2iL_sgNT_R2	-2iL	sgNT	2	68	1
-2iL_sgNT_R2	-2iL	sgNT	2	69	1
-2iL_sgNT_R2	-2iL	sgNT	2	70	1
-2iL_sgNT_R2	-2iL	sgNT	2	71	1
-2iL_sgNT_R2	-2iL	sgNT	2	72	0
-2iL_sgNT_R2	-2iL	sgNT	2	73	0
-2iL_sgNT_R2	-2iL	sgNT	2	74	1
-2iL_sgNT_R2	-2iL	sgNT	2	75	1
-2iL_sgNT_R2	-2iL	sgNT	2	76	1
-2iL_sgNT_R2	-2iL	sgNT	2	77	2
-2iL_sgNT_R2	-2iL	sgNT	2	78	2
-2iL_sgNT_R2	-2iL	sgNT	2	79	1
-2iL_sgNT_R2	-2iL	sgNT	2	80	2
-2iL_sgNT_R2	-2iL	sgNT	2	81	1
-2iL_sgNT_R2	-2iL	sgNT	2	82	1
-2iL_sgNT_R2	-2iL	sgNT	2	83	2
-2iL_sgNT_R2	-2iL	sgNT	2	84	2
-2iL_sgNT_R2	-2iL	sgNT	2	85	1
-2iL_sgNT_R2	-2iL	sgNT	2	86	2
-2iL_sgNT_R2	-2iL	sgNT	2	87	1
-2iL_sgNT_R2	-2iL	sgNT	2	88	2
-2iL_sgNT_R2	-2iL	sgNT	2	89	1
-2iL_sgNT_R2	-2iL	sgNT	2	90	1
-2iL_sgNT_R2	-2iL	sgNT	2	91	0
-2iL_sgNT_R2	-2iL	sgNT	2	92	1
-2iL_sgNT_R2	-2iL	sgNT	2	93	0
-2iL_sgNT_R2	-2iL	sgNT	2	94	0
-2iL_sgNT_R2	-2iL	sgNT	2	95	1
-2iL_sgNT_R2	-2iL	sgNT	2	96	0
-2iL_sgNT_R2	-2iL	sgNT	2	97	1
-2iL_sgNT_R2	-2iL	sgNT	2	98	0
-2iL_sgNT_R2	-2iL	sgNT	2	99	1
-2iL_sgNT_R2	-2iL	sgNT	2	100	2
-2iL_sgNT_R3	-2iL	sgNT	3	1	0
-2iL_sgNT_R3	-2iL	sgNT	3	2	1
-2iL_sgNT_R3	-2iL	sgNT	3	3	0
-2iL_sgNT_R3	-2iL	sgNT	3	4	1
-2iL_sgNT_R3	-2iL	sgNT	3	5	2
-2iL_sgNT_R3	-2iL	sgNT	3	6	0
-2iL_sgNT_R3	-2iL	sgNT	3	7	1
-2iL_sgNT_R3	-2iL	sgNT	3	8	1
-2iL_sgNT_R3	-2iL	sgNT	3	9	1
-2iL_sgNT_R3	-2iL	sgNT	3	10	1
-2iL_sgNT_R3	-2iL	sgNT	3	11	2
-2iL_sgNT_R3	-2iL	sgNT	3	12	1
-2iL_sgNT_R3	-2iL	sgNT	3	13	1
-2iL_sgNT_R3	-2iL	sgNT	3	14	1
-2iL_sgNT_R3	-2iL	sgNT	3	15	1
-2iL_sgNT_R3	-2iL	sgNT	3	16	0
-2iL_sgNT_R3	-2iL	sgNT	3	17	2
-2iL_sgNT_R3	-2iL	sgNT	3	18	1
-2iL_sgNT_R3	-2iL	sgNT	3	19	1
-2iL_sgNT_R3	-2iL	sgNT	3	20	0
-2iL_sgNT_R3	-2iL	sgNT	3	21	0
-2iL_sgNT_R3	-2iL	sgNT	3	22	1
-2iL_sgNT_R3	-2iL	sgNT	3	23	1
-2iL_sgNT_R3	-2iL	sgNT	3	24	2
-2iL_sgNT_R3	-2iL	sgNT	3	25	1
-2iL_sgNT_R3	-2iL	sgNT	3	26	2
-2iL_sgNT_R3	-2iL	sgNT	3	27	1
-2iL_sgNT_R3	-2iL	sgNT	3	28	0
-2iL_sgNT_R3	-2iL	sgNT	3	29	0
-2iL_sgNT_R3	-2iL	sgNT	3	30	1
-2iL_sgNT_R3	-2iL	sgNT	3	31	0
-2iL_sgNT_R3	-2iL	sgNT	3	32	0
-2iL_sgNT_R3	-2iL	sgNT	3	33	0
-2iL_sgNT_R3	-2iL	sgNT	3	34	1
-2iL_sgNT_R3	-2iL	sgNT	3	35	1
-2iL_sgNT_R3	-2iL	sgNT	3	36	1
-2iL_sgNT_R3	-2iL	sgNT	3	37	1
-2iL_sgNT_R3	-2iL	sgNT	3	38	1
-2iL_sgNT_R3	-2iL	sgNT	3	39	0
-2iL_sgNT_R3	-2iL	sgNT	3	40	1
-2iL_sgNT_R3	-2iL	sgNT	3	41	0
-2iL_sgNT_R3	-2iL	sgNT	3	42	0
-2iL_sgNT_R3	-2iL	sgNT	3	43	0
-2iL_sgNT_R3	-2iL	sgNT	3	44	0
-2iL_sgNT_R3	-2iL	sgNT	3	45	1
-2iL_sgNT_R3	-2iL	sgNT	3	46	1
-2iL_sgNT_R3	-2iL	sgNT	3	47	1
-2iL_sgNT_R3	-2iL	sgNT	3	48	2
-2iL_sgNT_R3	-2iL	sgNT	3	49	0
-2iL_sgNT_R3	-2iL	sgNT	3	50	0
-2iL_sgNT_R3	-2iL	sgNT	3	51	1
-2iL_sgNT_R3	-2iL	sgNT	3	52	1
-2iL_sgNT_R3	-2iL	sgNT	3	53	0
-2iL_sgNT_R3	-2iL	sgNT	3	54	0
-2iL_sgNT_R3	-2iL	sgNT	3	55	0
-2iL_sgNT_R3	-2iL	sgNT	3	56	1
-2iL_sgNT_R3	-2iL	sgNT	3	57	1
-2iL_sgNT_R3	-2iL	sgNT	3	58	0
-2iL_sgNT_R3	-2iL	sgNT	3	59	0
-2iL_sgNT_R3	-2iL	sgNT	3	60	0
-2iL_sgNT_R3	-2iL	sgNT	3	61	2
-2iL_sgNT_R3	-2iL	sgNT	3	62	1
-2iL_sgNT_R3	-2iL	sgNT	3	63	2
-2iL_sgNT_R3	-2iL	sgNT	3	64	2
-2iL_sgNT_R3	-2iL	sgNT	3	65	0
-2iL_sgNT_R3	-2iL	sgNT	3	66	2
-2iL_sgNT_R3	-2iL	sgNT	3	67	0
-2iL_sgNT_R3	-2iL	sgNT	3	68	0
-2iL_sgNT_R3	-2iL	sgNT	3	69	0
-2iL_sgNT_R3	-2iL	sgNT	3	70	2
-2iL_sgNT_R3	-2iL	sgNT	3	71	2
-2iL_sgNT_R3	-2iL	sgNT	3	72	1
-2iL_sgNT_R3	-2iL	sgNT	3	73	1
-2iL_sgNT_R3	-2iL	sgNT	3	74	1
-2iL_sgNT_R3	-2iL	sgNT	3	75	2
-2iL_sgNT_R3	-2iL	sgNT	3	76	2
-2iL_sgNT_R3	-2iL	sgNT	3	77	2
-2iL_sgNT_R3	-2iL	sgNT	3	78	1
-2iL_sgNT_R3	-2iL	sgNT	3	79	0
-2iL_sgNT_R3	-2iL	sgNT	3	80	2
-2iL_sgNT_R3	-2iL	sgNT	3	81	1
-2iL_sgNT_R3	-2iL	sgNT	3	82	0
-2iL_sgNT_R3	-2iL	sgNT	3	83	0
-2iL_sgNT_R3	-2iL	sgNT	3	84	0
-2iL_sgNT_R3	-2iL	sgNT	3	85	1
-2iL_sgNT_R3	-2iL	sgNT	3	86	1
-2iL_sgNT_R3	-2iL	sgNT	3	87	1
-2iL_sgNT_R3	-2iL	sgNT	3	88	0
-2iL_sgNT_R3	-2iL	sgNT	3	89	1
-2iL_sgNT_R3	-2iL	sgNT	3	90	1
-2iL_sgNT_R3	-2iL	sgNT	3	91	0
-2iL_sgNT_R3	-2iL	sgNT	3	92	1
-2iL_sgNT_R3	-2iL	sgNT	3	93	1
-2iL_sgNT_R3	-2iL	sgNT	3	94	1
-2iL_sgNT_R3	-2iL	sgNT	3	95	2
-2iL_sgNT_R3	-2iL	sgNT	3	96	1
-2iL_sgNT_R3	-2iL	sgNT	3	97	0
-2iL_sgNT_R3	-2iL	sgNT	3	98	0
-2iL_sgNT_R3	-2iL	sgNT	3	99	2
-2iL_sgNT_R3	-2iL	sgNT	3	100	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	1	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	2	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	3	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	4	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	5	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	6	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	7	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	8	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	9	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	10	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	11	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	12	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	13	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	14	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	15	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	16	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	17	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	18	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	19	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	20	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	21	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	22	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	23	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	24	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	25	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	26	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	27	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	28	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	29	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	30	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	31	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	32	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	33	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	34	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	35	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	36	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	37	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	38	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	39	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	40	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	41	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	42	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	43	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	44	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	45	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	46	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	47	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	48	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	49	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	50	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	51	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	52	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	53	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	54	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	55	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	56	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	57	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	58	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	59	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	60	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	61	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	62	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	63	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	64	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	65	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	66	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	67	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	68	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	69	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	70	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	71	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	72	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	73	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	74	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	75	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	76	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	77	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	78	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	79	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	80	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	81	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	82	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	83	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	84	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	85	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	86	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	87	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	88	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	89	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	90	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	91	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	92	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	93	0
-2iL_sgOct4_R1	-2iL	sgOct4	1	94	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	95	2
-2iL_sgOct4_R1	-2iL	sgOct4	1	96	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	97	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	98	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	99	1
-2iL_sgOct4_R1	-2iL	sgOct4	1	100	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	1	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	2	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	3	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	4	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	5	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	6	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	7	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	8	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	9	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	10	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	11	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	12	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	13	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	14	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	15	1
