count	Med	sgRNA	rep	cell	xist_ex
-2iL_sgOct4_R2	-2iL	sgOct4	2	16	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	17	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	18	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	19	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	20	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	21	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	22	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	23	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	24	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	25	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	26	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	27	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	28	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	29	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	30	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	31	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	32	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	33	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	34	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	35	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	36	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	37	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	38	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	39	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	40	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	41	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	42	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	43	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	44	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	45	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	46	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	47	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	48	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	49	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	50	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	51	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	52	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	53	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	54	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	55	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	56	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	57	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	58	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	59	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	60	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	61	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	62	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	63	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	64	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	65	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	66	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	67	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	68	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	69	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	70	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	71	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	72	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	73	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	74	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	75	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	76	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	77	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	78	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	79	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	80	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	81	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	82	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	83	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	84	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	85	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	86	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	87	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	88	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	89	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	90	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	91	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	92	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	93	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	94	2
-2iL_sgOct4_R2	-2iL	sgOct4	2	95	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	96	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	97	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	98	0
-2iL_sgOct4_R2	-2iL	sgOct4	2	99	1
-2iL_sgOct4_R2	-2iL	sgOct4	2	100	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	1	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	2	2
-2iL_sgOct4_R3	-2iL	sgOct4	3	3	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	4	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	5	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	6	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	7	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	8	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	9	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	10	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	11	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	12	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	13	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	14	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	15	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	16	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	17	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	18	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	19	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	20	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	21	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	22	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	23	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	24	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	25	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	26	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	27	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	28	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	29	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	30	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	31	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	32	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	33	2
-2iL_sgOct4_R3	-2iL	sgOct4	3	34	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	35	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	36	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	37	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	38	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	39	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	40	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	41	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	42	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	43	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	44	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	45	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	46	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	47	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	48	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	49	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	50	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	51	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	52	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	53	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	54	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	55	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	56	2
-2iL_sgOct4_R3	-2iL	sgOct4	3	57	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	58	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	59	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	60	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	61	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	62	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	63	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	64	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	65	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	66	2
-2iL_sgOct4_R3	-2iL	sgOct4	3	67	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	68	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	69	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	70	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	71	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	72	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	73	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	74	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	75	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	76	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	77	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	78	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	79	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	80	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	81	2
-2iL_sgOct4_R3	-2iL	sgOct4	3	82	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	83	2
-2iL_sgOct4_R3	-2iL	sgOct4	3	84	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	85	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	86	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	87	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	88	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	89	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	90	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	91	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	92	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	93	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	94	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	95	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	96	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	97	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	98	0
-2iL_sgOct4_R3	-2iL	sgOct4	3	99	1
-2iL_sgOct4_R3	-2iL	sgOct4	3	100	0
EPI_sgNT_R1	EPI	sgNT	1	1	1
EPI_sgNT_R1	EPI	sgNT	1	2	1
EPI_sgNT_R1	EPI	sgNT	1	3	1
EPI_sgNT_R1	EPI	sgNT	1	4	2
EPI_sgNT_R1	EPI	sgNT	1	5	1
EPI_sgNT_R1	EPI	sgNT	1	6	1
EPI_sgNT_R1	EPI	sgNT	1	7	1
EPI_sgNT_R1	EPI	sgNT	1	8	1
EPI_sgNT_R1	EPI	sgNT	1	9	1
EPI_sgNT_R1	EPI	sgNT	1	10	2
EPI_sgNT_R1	EPI	sgNT	1	11	1
EPI_sgNT_R1	EPI	sgNT	1	12	1
EPI_sgNT_R1	EPI	sgNT	1	13	1
EPI_sgNT_R1	EPI	sgNT	1	14	0
EPI_sgNT_R1	EPI	sgNT	1	15	1
EPI_sgNT_R1	EPI	sgNT	1	16	1
EPI_sgNT_R1	EPI	sgNT	1	17	0
EPI_sgNT_R1	EPI	sgNT	1	18	2
EPI_sgNT_R1	EPI	sgNT	1	19	1
EPI_sgNT_R1	EPI	sgNT	1	20	1
EPI_sgNT_R1	EPI	sgNT	1	21	1
EPI_sgNT_R1	EPI	sgNT	1	22	1
EPI_sgNT_R1	EPI	sgNT	1	23	0
EPI_sgNT_R1	EPI	sgNT	1	24	1
EPI_sgNT_R1	EPI	sgNT	1	25	0
EPI_sgNT_R1	EPI	sgNT	1	26	1
EPI_sgNT_R1	EPI	sgNT	1	27	1
EPI_sgNT_R1	EPI	sgNT	1	28	0
EPI_sgNT_R1	EPI	sgNT	1	29	1
EPI_sgNT_R1	EPI	sgNT	1	30	1
EPI_sgNT_R1	EPI	sgNT	1	31	1
EPI_sgNT_R1	EPI	sgNT	1	32	1
EPI_sgNT_R1	EPI	sgNT	1	33	0
EPI_sgNT_R1	EPI	sgNT	1	34	0
EPI_sgNT_R1	EPI	sgNT	1	35	1
EPI_sgNT_R1	EPI	sgNT	1	36	0
EPI_sgNT_R1	EPI	sgNT	1	37	1
EPI_sgNT_R1	EPI	sgNT	1	38	1
EPI_sgNT_R1	EPI	sgNT	1	39	1
EPI_sgNT_R1	EPI	sgNT	1	40	1
EPI_sgNT_R1	EPI	sgNT	1	41	2
EPI_sgNT_R1	EPI	sgNT	1	42	0
EPI_sgNT_R1	EPI	sgNT	1	43	1
EPI_sgNT_R1	EPI	sgNT	1	44	0
EPI_sgNT_R1	EPI	sgNT	1	45	0
EPI_sgNT_R1	EPI	sgNT	1	46	0
EPI_sgNT_R1	EPI	sgNT	1	47	1
EPI_sgNT_R1	EPI	sgNT	1	48	1
EPI_sgNT_R1	EPI	sgNT	1	49	0
EPI_sgNT_R1	EPI	sgNT	1	50	2
EPI_sgNT_R1	EPI	sgNT	1	51	1
EPI_sgNT_R1	EPI	sgNT	1	52	2
EPI_sgNT_R1	EPI	sgNT	1	53	0
EPI_sgNT_R1	EPI	sgNT	1	54	2
EPI_sgNT_R1	EPI	sgNT	1	55	1
EPI_sgNT_R1	EPI	sgNT	1	56	1
EPI_sgNT_R1	EPI	sgNT	1	57	1
EPI_sgNT_R1	EPI	sgNT	1	58	1
EPI_sgNT_R1	EPI	sgNT	1	59	0
EPI_sgNT_R1	EPI	sgNT	1	60	1
EPI_sgNT_R1	EPI	sgNT	1	61	1
EPI_sgNT_R1	EPI	sgNT	1	62	1
EPI_sgNT_R1	EPI	sgNT	1	63	1
EPI_sgNT_R1	EPI	sgNT	1	64	0
EPI_sgNT_R1	EPI	sgNT	1	65	2
EPI_sgNT_R1	EPI	sgNT	1	66	1
EPI_sgNT_R1	EPI	sgNT	1	67	2
EPI_sgNT_R1	EPI	sgNT	1	68	2
EPI_sgNT_R1	EPI	sgNT	1	69	1
EPI_sgNT_R1	EPI	sgNT	1	70	1
EPI_sgNT_R1	EPI	sgNT	1	71	2
EPI_sgNT_R1	EPI	sgNT	1	72	0
EPI_sgNT_R1	EPI	sgNT	1	73	0
EPI_sgNT_R1	EPI	sgNT	1	74	1
EPI_sgNT_R1	EPI	sgNT	1	75	1
EPI_sgNT_R1	EPI	sgNT	1	76	0
EPI_sgNT_R1	EPI	sgNT	1	77	0
EPI_sgNT_R1	EPI	sgNT	1	78	1
EPI_sgNT_R1	EPI	sgNT	1	79	0
EPI_sgNT_R1	EPI	sgNT	1	80	1
EPI_sgNT_R1	EPI	sgNT	1	81	0
EPI_sgNT_R1	EPI	sgNT	1	82	1
EPI_sgNT_R1	EPI	sgNT	1	83	2
EPI_sgNT_R1	EPI	sgNT	1	84	2
EPI_sgNT_R1	EPI	sgNT	1	85	1
EPI_sgNT_R1	EPI	sgNT	1	86	1
EPI_sgNT_R1	EPI	sgNT	1	87	0
EPI_sgNT_R1	EPI	sgNT	1	88	1
EPI_sgNT_R1	EPI	sgNT	1	89	1
EPI_sgNT_R1	EPI	sgNT	1	90	1
EPI_sgNT_R1	EPI	sgNT	1	91	0
EPI_sgNT_R1	EPI	sgNT	1	92	0
EPI_sgNT_R1	EPI	sgNT	1	93	0
EPI_sgNT_R1	EPI	sgNT	1	94	1
EPI_sgNT_R1	EPI	sgNT	1	95	0
EPI_sgNT_R1	EPI	sgNT	1	96	0
EPI_sgNT_R1	EPI	sgNT	1	97	0
EPI_sgNT_R1	EPI	sgNT	1	98	1
EPI_sgNT_R1	EPI	sgNT	1	99	1
EPI_sgNT_R1	EPI	sgNT	1	100	1
EPI_sgNT_R2	EPI	sgNT	2	1	1
EPI_sgNT_R2	EPI	sgNT	2	2	1
EPI_sgNT_R2	EPI	sgNT	2	3	2
EPI_sgNT_R2	EPI	sgNT	2	4	1
EPI_sgNT_R2	EPI	sgNT	2	5	1
EPI_sgNT_R2	EPI	sgNT	2	6	0
EPI_sgNT_R2	EPI	sgNT	2	7	1
EPI_sgNT_R2	EPI	sgNT	2	8	0
EPI_sgNT_R2	EPI	sgNT	2	9	0
EPI_sgNT_R2	EPI	sgNT	2	10	1
EPI_sgNT_R2	EPI	sgNT	2	11	0
EPI_sgNT_R2	EPI	sgNT	2	12	1
EPI_sgNT_R2	EPI	sgNT	2	13	0
EPI_sgNT_R2	EPI	sgNT	2	14	2
EPI_sgNT_R2	EPI	sgNT	2	15	1
EPI_sgNT_R2	EPI	sgNT	2	16	0
EPI_sgNT_R2	EPI	sgNT	2	17	1
EPI_sgNT_R2	EPI	sgNT	2	18	1
EPI_sgNT_R2	EPI	sgNT	2	19	1
EPI_sgNT_R2	EPI	sgNT	2	20	1
EPI_sgNT_R2	EPI	sgNT	2	21	2
EPI_sgNT_R2	EPI	sgNT	2	22	2
EPI_sgNT_R2	EPI	sgNT	2	23	1
EPI_sgNT_R2	EPI	sgNT	2	24	1
EPI_sgNT_R2	EPI	sgNT	2	25	1
EPI_sgNT_R2	EPI	sgNT	2	26	1
EPI_sgNT_R2	EPI	sgNT	2	27	0
EPI_sgNT_R2	EPI	sgNT	2	28	1
EPI_sgNT_R2	EPI	sgNT	2	29	1
EPI_sgNT_R2	EPI	sgNT	2	30	1
EPI_sgNT_R2	EPI	sgNT	2	31	2
EPI_sgNT_R2	EPI	sgNT	2	32	1
EPI_sgNT_R2	EPI	sgNT	2	33	1
EPI_sgNT_R2	EPI	sgNT	2	34	1
EPI_sgNT_R2	EPI	sgNT	2	35	1
EPI_sgNT_R2	EPI	sgNT	2	36	0
EPI_sgNT_R2	EPI	sgNT	2	37	0
EPI_sgNT_R2	EPI	sgNT	2	38	0
EPI_sgNT_R2	EPI	sgNT	2	39	0
EPI_sgNT_R2	EPI	sgNT	2	40	0
EPI_sgNT_R2	EPI	sgNT	2	41	1
EPI_sgNT_R2	EPI	sgNT	2	42	1
EPI_sgNT_R2	EPI	sgNT	2	43	0
EPI_sgNT_R2	EPI	sgNT	2	44	1
EPI_sgNT_R2	EPI	sgNT	2	45	0
EPI_sgNT_R2	EPI	sgNT	2	46	1
EPI_sgNT_R2	EPI	sgNT	2	47	1
EPI_sgNT_R2	EPI	sgNT	2	48	1
EPI_sgNT_R2	EPI	sgNT	2	49	1
EPI_sgNT_R2	EPI	sgNT	2	50	0
EPI_sgNT_R2	EPI	sgNT	2	51	0
EPI_sgNT_R2	EPI	sgNT	2	52	1
EPI_sgNT_R2	EPI	sgNT	2	53	1
EPI_sgNT_R2	EPI	sgNT	2	54	0
EPI_sgNT_R2	EPI	sgNT	2	55	1
EPI_sgNT_R2	EPI	sgNT	2	56	1
EPI_sgNT_R2	EPI	sgNT	2	57	1
EPI_sgNT_R2	EPI	sgNT	2	58	1
EPI_sgNT_R2	EPI	sgNT	2	59	1
EPI_sgNT_R2	EPI	sgNT	2	60	0
EPI_sgNT_R2	EPI	sgNT	2	61	1
EPI_sgNT_R2	EPI	sgNT	2	62	2
EPI_sgNT_R2	EPI	sgNT	2	63	1
EPI_sgNT_R2	EPI	sgNT	2	64	1
EPI_sgNT_R2	EPI	sgNT	2	65	1
EPI_sgNT_R2	EPI	sgNT	2	66	1
EPI_sgNT_R2	EPI	sgNT	2	67	1
EPI_sgNT_R2	EPI	sgNT	2	68	1
EPI_sgNT_R2	EPI	sgNT	2	69	0
EPI_sgNT_R2	EPI	sgNT	2	70	0
EPI_sgNT_R2	EPI	sgNT	2	71	1
EPI_sgNT_R2	EPI	sgNT	2	72	1
EPI_sgNT_R2	EPI	sgNT	2	73	0
EPI_sgNT_R2	EPI	sgNT	2	74	2
EPI_sgNT_R2	EPI	sgNT	2	75	1
EPI_sgNT_R2	EPI	sgNT	2	76	1
EPI_sgNT_R2	EPI	sgNT	2	77	1
EPI_sgNT_R2	EPI	sgNT	2	78	1
EPI_sgNT_R2	EPI	sgNT	2	79	1
EPI_sgNT_R2	EPI	sgNT	2	80	1
EPI_sgNT_R2	EPI	sgNT	2	81	0
EPI_sgNT_R2	EPI	sgNT	2	82	2
EPI_sgNT_R2	EPI	sgNT	2	83	1
EPI_sgNT_R2	EPI	sgNT	2	84	1
EPI_sgNT_R2	EPI	sgNT	2	85	0
EPI_sgNT_R2	EPI	sgNT	2	86	1
EPI_sgNT_R2	EPI	sgNT	2	87	2
EPI_sgNT_R2	EPI	sgNT	2	88	1
EPI_sgNT_R2	EPI	sgNT	2	89	1
EPI_sgNT_R2	EPI	sgNT	2	90	0
EPI_sgNT_R2	EPI	sgNT	2	91	1
EPI_sgNT_R2	EPI	sgNT	2	92	0
EPI_sgNT_R2	EPI	sgNT	2	93	1
EPI_sgNT_R2	EPI	sgNT	2	94	1
EPI_sgNT_R2	EPI	sgNT	2	95	1
EPI_sgNT_R2	EPI	sgNT	2	96	0
EPI_sgNT_R2	EPI	sgNT	2	97	0
EPI_sgNT_R2	EPI	sgNT	2	98	1
EPI_sgNT_R2	EPI	sgNT	2	99	0
EPI_sgNT_R2	EPI	sgNT	2	100	2
EPI_sgNT_R3	EPI	sgNT	3	1	2
EPI_sgNT_R3	EPI	sgNT	3	2	1
EPI_sgNT_R3	EPI	sgNT	3	3	2
EPI_sgNT_R3	EPI	sgNT	3	4	1
EPI_sgNT_R3	EPI	sgNT	3	5	1
EPI_sgNT_R3	EPI	sgNT	3	6	1
EPI_sgNT_R3	EPI	sgNT	3	7	2
EPI_sgNT_R3	EPI	sgNT	3	8	1
EPI_sgNT_R3	EPI	sgNT	3	9	1
EPI_sgNT_R3	EPI	sgNT	3	10	1
EPI_sgNT_R3	EPI	sgNT	3	11	1
EPI_sgNT_R3	EPI	sgNT	3	12	1
EPI_sgNT_R3	EPI	sgNT	3	13	1
EPI_sgNT_R3	EPI	sgNT	3	14	1
EPI_sgNT_R3	EPI	sgNT	3	15	1
EPI_sgNT_R3	EPI	sgNT	3	16	1
EPI_sgNT_R3	EPI	sgNT	3	17	1
EPI_sgNT_R3	EPI	sgNT	3	18	0
EPI_sgNT_R3	EPI	sgNT	3	19	0
EPI_sgNT_R3	EPI	sgNT	3	20	1
EPI_sgNT_R3	EPI	sgNT	3	21	0
EPI_sgNT_R3	EPI	sgNT	3	22	1
EPI_sgNT_R3	EPI	sgNT	3	23	1
EPI_sgNT_R3	EPI	sgNT	3	24	0
EPI_sgNT_R3	EPI	sgNT	3	25	1
EPI_sgNT_R3	EPI	sgNT	3	26	1
EPI_sgNT_R3	EPI	sgNT	3	27	1
EPI_sgNT_R3	EPI	sgNT	3	28	1
EPI_sgNT_R3	EPI	sgNT	3	29	0
EPI_sgNT_R3	EPI	sgNT	3	30	2
EPI_sgNT_R3	EPI	sgNT	3	31	0
EPI_sgNT_R3	EPI	sgNT	3	32	0
EPI_sgNT_R3	EPI	sgNT	3	33	1
EPI_sgNT_R3	EPI	sgNT	3	34	2
EPI_sgNT_R3	EPI	sgNT	3	35	1
EPI_sgNT_R3	EPI	sgNT	3	36	0
EPI_sgNT_R3	EPI	sgNT	3	37	1
EPI_sgNT_R3	EPI	sgNT	3	38	1
EPI_sgNT_R3	EPI	sgNT	3	39	2
EPI_sgNT_R3	EPI	sgNT	3	40	1
EPI_sgNT_R3	EPI	sgNT	3	41	2
EPI_sgNT_R3	EPI	sgNT	3	42	0
EPI_sgNT_R3	EPI	sgNT	3	43	1
EPI_sgNT_R3	EPI	sgNT	3	44	1
EPI_sgNT_R3	EPI	sgNT	3	45	1
EPI_sgNT_R3	EPI	sgNT	3	46	1
EPI_sgNT_R3	EPI	sgNT	3	47	1
EPI_sgNT_R3	EPI	sgNT	3	48	2
EPI_sgNT_R3	EPI	sgNT	3	49	1
EPI_sgNT_R3	EPI	sgNT	3	50	1
EPI_sgNT_R3	EPI	sgNT	3	51	0
EPI_sgNT_R3	EPI	sgNT	3	52	1
EPI_sgNT_R3	EPI	sgNT	3	53	0
EPI_sgNT_R3	EPI	sgNT	3	54	0
EPI_sgNT_R3	EPI	sgNT	3	55	1
EPI_sgNT_R3	EPI	sgNT	3	56	0
EPI_sgNT_R3	EPI	sgNT	3	57	0
EPI_sgNT_R3	EPI	sgNT	3	58	1
EPI_sgNT_R3	EPI	sgNT	3	59	0
EPI_sgNT_R3	EPI	sgNT	3	60	1
EPI_sgNT_R3	EPI	sgNT	3	61	1
EPI_sgNT_R3	EPI	sgNT	3	62	0
EPI_sgNT_R3	EPI	sgNT	3	63	1
EPI_sgNT_R3	EPI	sgNT	3	64	0
EPI_sgNT_R3	EPI	sgNT	3	65	0
EPI_sgNT_R3	EPI	sgNT	3	66	1
EPI_sgNT_R3	EPI	sgNT	3	67	1
EPI_sgNT_R3	EPI	sgNT	3	68	1
EPI_sgNT_R3	EPI	sgNT	3	69	1
EPI_sgNT_R3	EPI	sgNT	3	70	1
EPI_sgNT_R3	EPI	sgNT	3	71	1
EPI_sgNT_R3	EPI	sgNT	3	72	1
EPI_sgNT_R3	EPI	sgNT	3	73	1
EPI_sgNT_R3	EPI	sgNT	3	74	0
EPI_sgNT_R3	EPI	sgNT	3	75	1
EPI_sgNT_R3	EPI	sgNT	3	76	1
EPI_sgNT_R3	EPI	sgNT	3	77	1
EPI_sgNT_R3	EPI	sgNT	3	78	2
EPI_sgNT_R3	EPI	sgNT	3	79	1
EPI_sgNT_R3	EPI	sgNT	3	80	0
EPI_sgNT_R3	EPI	sgNT	3	81	1
EPI_sgNT_R3	EPI	sgNT	3	82	0
EPI_sgNT_R3	EPI	sgNT	3	83	0
EPI_sgNT_R3	EPI	sgNT	3	84	2
EPI_sgNT_R3	EPI	sgNT	3	85	1
EPI_sgNT_R3	EPI	sgNT	3	86	1
EPI_sgNT_R3	EPI	sgNT	3	87	0
EPI_sgNT_R3	EPI	sgNT	3	88	0
EPI_sgNT_R3	EPI	sgNT	3	89	1
EPI_sgNT_R3	EPI	sgNT	3	90	1
EPI_sgNT_R3	EPI	sgNT	3	91	1
EPI_sgNT_R3	EPI	sgNT	3	92	1
EPI_sgNT_R3	EPI	sgNT	3	93	1
EPI_sgNT_R3	EPI	sgNT	3	94	1
EPI_sgNT_R3	EPI	sgNT	3	95	0
EPI_sgNT_R3	EPI	sgNT	3	96	2
EPI_sgNT_R3	EPI	sgNT	3	97	1
EPI_sgNT_R3	EPI	sgNT	3	98	1
EPI_sgNT_R3	EPI	sgNT	3	99	0
EPI_sgNT_R3	EPI	sgNT	3	100	1
EPI_sgOct4_R1	EPI	sgOct4	1	1	0
EPI_sgOct4_R1	EPI	sgOct4	1	2	1
EPI_sgOct4_R1	EPI	sgOct4	1	3	0
EPI_sgOct4_R1	EPI	sgOct4	1	4	0
